game	Sparcade_v2.33b	frogger	\N	\N	\N	\N	\N	Frogger (Sega set 2)	1981	[Konami] (Sega license)	\N	\N	\N	
game_rom	Sparcade_v2.33b	airwolf	airwolf.4	\N	\N	32768	c5d4156b	f66ec33b67e39f3df016231b00e48c9757e322f3	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	airwolf	airwolf.5	\N	\N	32768	e8fbc7d2	a9a651b4a714f490a051a89fd0327a665353d64b	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	airwolf	airwolf.6	\N	\N	4096	4df44ce9	145986009d4ae6f7dd98ce715838d0331dea005d	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	airwolf	airwolf.7	\N	\N	8192	4050c048	ca21e0750f01342d9791067160339eec436c9458	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	airwolf	airwolf.8	\N	\N	8192	cf0de5e9	32f3eb4c9298d59aca1dc2530b0e92f64311946d	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	airwolf	airwolf.9	\N	\N	8192	25e57e1f	bef24bced102cd470e10bd4aa19da3c608211258	\N	\N	\N	\N	\N	\N	
game	Sparcade_v2.33b	arkboot	\N	\N	\N	\N	\N	Arkanoid (Tayto bootleg, Japanese)	1986	bootleg	\N	\N	\N	
game_rom	Sparcade_v2.33b	arkboot	arkanoid.1	\N	\N	32768	6e0a2b6f	5227d7a944cb1e815f60ec87a67f7462870ff9fe	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	arkboot	arkanoid.2	\N	\N	32768	5a97dd56	b71c7b5ced2b0eebbcc5996dd21a1bb1c2da4819	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	arkboot	arkanoid.3	\N	\N	32768	038b74ba	ac053cc4908b4075f918748b89570e07a0ba5116	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	arkboot	arkanoid.4	\N	\N	32768	71fae199	5d253c46ccf4cd2976a5fb8b8713f0f345443d06	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	arkboot	arkanoid.5	\N	\N	32768	c76374e2	7520dd48de20db60a2038f134dcaa454988e7874	\N	\N	\N	\N	\N	\N	
game	Sparcade_v2.33b	galaga	\N	\N	\N	\N	\N	Galaga (Midway)	1981	[Namco] (Midway license)	\N	\N	\N	
game_comment	Sparcade_v2.33b	galaga	 galaga:	
game_comment	Sparcade_v2.33b	galaga		
game_comment	Sparcade_v2.33b	galaga	 Not sure about order of last 3 ROMs, may have each other's names!	
game_rom	Sparcade_v2.33b	galaga	galaga.3n	\N	\N	4096	3ef0b053	0c04a362b737998c0952a753fb3fd8c8a17e9b46	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	galaga	galaga.3m	\N	\N	4096	1b280831	f7ea12e61929717ebe43a4198a97f109845a2c62	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	galaga	galaga.3l	\N	\N	4096	16233d33	a7eb799be5e23058754a92b15e6527bfbb47a354	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	galaga	galaga.3k	\N	\N	4096	0aaf5c23	3f4b0bb960bf002261e9c1278c88f594c6aa8ab6	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	galaga	galaga.3j	\N	\N	4096	bc556e76	0d3d68243c4571d985b4d8f7e0ea9f6fcffa2116	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	galaga	galaga.3e	\N	\N	4096	b07f0aa4	7528644a8480d0be2d0d37069515ed319e94778f	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	galaga	galaga.4l	\N	\N	4096	58b2f47c	62f1279a784ab2f8218c4137c7accda00e6a3490	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	galaga	galaga.4f	\N	\N	4096	dd6f1afc	c340ed8c25e0979629a9a1730edc762bd72d0cff	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	galaga	galaga.4d	\N	\N	4096	ad447c80	e697c180178cabd1d32483c5d8889a40633f7857	\N	\N	\N	\N	\N	\N	
game	Sparcade_v2.33b	gradius2	\N	\N	\N	\N	\N	Gradius II - Gofer no Yabou (Japan set 1)	1988	Konami	\N	\N	\N	
game_rom	Sparcade_v2.33b	gradius2	gradius2.f15	\N	\N	524288	af96aef3	a58e26a8b134ab6e7938cd4fa342c04c236efd99	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	gradius2	gradius2.f16	\N	\N	524288	b858df1f	c434da7ba54d59643fe6ca30bceccf16413904c3	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	gradius2	gradius2.f17	\N	\N	524288	8fbec1a4	71cbdb25470b5a2ca7e80c92f12fc47e28085793	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	gradius2	gradius2.f18	\N	\N	524288	50d61e38	051d332d93d435d19571e22d69ffc5395dbb16a4	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	gradius2	gradius2.p04	\N	\N	65536	765b99e6	4acae0cf2bf23f8a1cf7b650b018d22a9ae947c9	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	gradius2	gradius2.p05	\N	\N	65536	4db0e736	45edf094da448d039af18a7b47a592a3de02f17b	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	gradius2	gradius2.j08	\N	\N	65536	2b1c9108	3d367a1b60f95798b478dc4a84daa9b362271d4d	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	gradius2	gradius2.j09	\N	\N	65536	6d96a7e3	cc1362f5922cf1e348a58d54d03320f394a2aeab	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	gradius2	gradius2.p06	\N	\N	65536	70c94bee	951e00ca4d3a47a21b4db05bcdc8ead45b42c3f1	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	gradius2	gradius2.p07	\N	\N	65536	686d549d	9687be801c4fb963bf6b0199e2ae9f5051213f7a	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	gradius2	gradius2.p12	\N	\N	65536	38ea402a	90ff2bd71435988cde967704ce3b1401de206683	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	gradius2	gradius2.p13	\N	\N	65536	478fdb0a	2e285ad6dcfc67f3e24d231e0e1be19036ce64d2	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	gradius2	gradius2.g03	\N	\N	32768	67a3b50d	3c83f3b0df73d9361ec3cda26a6c4c603a088419	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	gradius2	gradius2.g14	\N	\N	16384	9dcdad9d	22f457408b453a71b7e91974aee1b1e735ff887f	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	gradius2	gradius2.f01	\N	\N	131072	a0d8d69e	2994e5740b7c099d55fb162a363a26ef1995c756	\N	\N	\N	\N	\N	\N	
game	Sparcade_v2.33b	gradius3	\N	\N	\N	\N	\N	Gradius III (Japan)	1989	Konami	\N	\N	\N	
game_rom	Sparcade_v2.33b	gradius3	945-s12.e15	\N	\N	131072	bbc300d4	e1ca98bc591575285d7bd2d4fefdf35fed10dcb6	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	gradius3	945-s13.f15	\N	\N	131072	70c240a2	82dc391572e1f61b0182cb031654d71adcdd5f6e	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	gradius3	945-m08.n17	\N	\N	131072	74e981d2	e7b47a2da01ff73293d2100c48fdf00b33125af5	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	gradius3	945-m09.r17	\N	\N	131072	b4a6df25	85533cf140d28f6f81c0b49b8061bda0924a613a	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	gradius3	945-l06a.n11	\N	\N	131072	e1fd75b6	6160d80a2f1bf550e85d6253cf521a96f5a644cc	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	gradius3	945-l06b.r11	\N	\N	131072	83772304	a90c75a3de670b6ec5e0fc201876d463b4a76766	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	gradius3	945-l07a.n15	\N	\N	131072	96222d04	b55700f683a556b0e73dbac9c7b4ce485420d21c	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	gradius3	945-l07b.n13	\N	\N	131072	5e209d01	0efa1bbfdc7e2ba1e0bb96245e2bfe961258b446	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	gradius3	945-l07c.r15	\N	\N	131072	c1e399b6	e95bd478dd3beea0175bf9ee4cededb111c4ace1	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	gradius3	945-l07d.r13	\N	\N	131072	4c16d4bd	01dcf169b78a1e495214b10181401d1920b0c924	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	gradius3	945-m05.d9	\N	\N	65536	c8c45365	b9a7b736b52bca42c7b8c8ed64c8df73e0116158	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	gradius3	945-a01.h3	\N	\N	524288	339d6dd2	6a52b826aba92c75fc6a5926184948735dc20812	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	gradius3	945-a02.l3	\N	\N	524288	4dfffd74	588210bac27448240ef08961f70b714b69cb3ffd	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	gradius3	945-l04c.m6	\N	\N	131072	45bcd921	e51a8a71362a6fb55124aa1dce74519c0a3c6e3f	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	gradius3	945-l04a.k6	\N	\N	131072	884e21ee	ce86dd3a06775e5b1aa09db010dcb674e67828e7	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	gradius3	945-l08c.h6	\N	\N	131072	a56be17a	1d387736144c30fcb5de54235331ab1ff70c356e	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	gradius3	945-l08a.e6	\N	\N	131072	a67ef087	fd63474f3bbde5dfc53ed4c1db25d6411a8b54d2	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	gradius3	945-l04d.m8	\N	\N	131072	0a98d08e	1e0ca51a2d45c01fa3f11950ddd387f41ddae691	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	gradius3	945-l04b.k8	\N	\N	131072	843bc67d	cdf8421083f24ab27867ed5d08d8949da192b2b9	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	gradius3	945-l08d.h8	\N	\N	131072	f375e87b	6427b966795c907c8e516244872fe52217da62c4	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	gradius3	945-l08b.e8	\N	\N	131072	933e68b9	f3a39446ca77d17fdbd938bd5f718ae9d5570879	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	gradius3	945-a10.b15	\N	\N	262144	1d083e10	b116f133a7647ef7a6c373aff00e9622d9954b61	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	gradius3	945-l11a.c18	\N	\N	131072	6043f4eb	1c2e9ace1cfdde504b7b6158e3c3f54dc5ae33d4	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	gradius3	945-l11b.c20	\N	\N	131072	89ea3baf	8edcbaa7969185cfac48c02559826d1b8b081f3f	\N	\N	\N	\N	\N	\N	
game	Sparcade_v2.33b	lforcejp	\N	\N	\N	\N	\N	Lifeforce	1986	Konami	\N	\N	\N	
game_rom	Sparcade_v2.33b	lforcejp	lifeforc.p05	\N	\N	65536	054e569f	e810f7e3e762875e2e71e4356997257e1bbe0da1	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	lforcejp	lifeforc.p02	\N	\N	65536	235dba71	f3a0092a7d002436253054953e36d0865ce95b80	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	lforcejp	lifeforc.p03	\N	\N	131072	9041f850	d62b8c3132916a4053cb282448b2404ac0143e01	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	lforcejp	lifeforc.p06	\N	\N	131072	fba8b6aa	5ef861b89b7a89c9d70355e09621b106baa5c1e7	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	lforcejp	lifeforc.n09	\N	\N	32768	e8496150	c7d40b6dc56849dfd8d080f1aaebad36c88d93df	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	lforcejp	lifeforc.p01	\N	\N	131072	09fe0632	4c3b29c623d70bbe8a938a0beb4638912c46fb6a	\N	\N	\N	\N	\N	\N	
