game	HiVE_v1.04	amidar	\N	\N	\N	\N	\N	Amidar	1982	Konami (Stern license)	\N	\N	\N	
game_rom	HiVE_v1.04	robotron	robotron.sb1	\N	\N	4096	66c7d3ef	f6d60e26c209c1df2cc01ac07ad5559daa1b7118	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	robotron	robotron.sb2	\N	\N	4096	5bc6c614	4d6e82bc29f49100f7751ccfc6a9ff35695b84b3	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	robotron	robotron.sb3	\N	\N	4096	e99a82be	06a8c8dd0b4726eb7f0bb0e89c8533931d75fc1c	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	robotron	robotron.sb4	\N	\N	4096	afb1c561	aaf89c19fd8f4e8750717169eb1af476aef38a5e	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	robotron	robotron.sb5	\N	\N	4096	62691e77	79b4680ce19bd28882ae823f0e7b293af17cbb91	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	robotron	robotron.sb6	\N	\N	4096	bd2c853d	f76ec5432a7939b33a27be1c6855e2dbe6d9fdc8	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	robotron	robotron.sb7	\N	\N	4096	49ac400c	06eae5138254723819a5e93cfd9e9f3285fcddf5	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	robotron	robotron.sb8	\N	\N	4096	3a96e88c	7ae38a609ed9a6f62ca003cab719740ed7651b7c	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	robotron	robotron.sb9	\N	\N	4096	b124367b	fd9d75b866f0ebbb723f84889337e6814496a103	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	robotron	robotron.sba	\N	\N	4096	13797024	d426a50e75dabe936de643c83a548da5e399331c	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	robotron	robotron.sbb	\N	\N	4096	7e3c1b87	f8c6cbe3688f256f41a121255fc08f575f6a4b4f	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	robotron	robotron.sbc	\N	\N	4096	645d543e	fad7cea868ebf17347c4bc5193d647bbd8f9517b	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	robotron	robotron.snd	\N	\N	4096	c56c1d28	15afefef11bfc3ab78f61ab046701db78d160ec3	\N	\N	\N	\N	\N	\N	
game	HiVE_v1.04	sbrkout	\N	\N	\N	\N	\N	Super Breakout	1978	Atari	\N	\N	\N	
game_rom	HiVE_v1.04	sbrkout	033280.p4	\N	\N	512	5a69ce85	ad9078d12495c350738bdb0b1e1b6120d9e01f60	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	sbrkout	033281.r4	\N	\N	512	066bd624	cfb86c7013a70b8375126b23a4e66df5f3b9186b	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	sbrkout	033453.c1	\N	\N	2048	a35d00e3	53617ed1d362e82d6f45abd66056bffe23300e3b	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	sbrkout	033454.d1	\N	\N	2048	d42ea79a	66c9b29226cde36d1ac6d1e81f34ebb5c79eded4	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	sbrkout	033455.e1	\N	\N	2048	e0a6871c	1bdfa73d7b8d91e1c68b7847fc310cac314ee02d	\N	\N	\N	\N	\N	\N	
game	HiVE_v1.04	scramble	\N	\N	\N	\N	\N	Scramble	1981	[Konami] (Stern license)	\N	\N	\N	
game_rom	HiVE_v1.04	scramble	82s123.6e	\N	\N	32	4e3caeab	a25083c3e36d28afdefe4af6e6d4f3155e303625	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	scramble	2d	\N	\N	2048	b89207a1	5422df979e82bcc73df49f50515fe76c126c037b	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	scramble	2e	\N	\N	2048	e9b4b9eb	a8ee9ddfadf5e9accedfaf81da757a88a2e55a0a	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	scramble	2f	\N	\N	2048	a1f14f4c	3eae2b3e4596505a8afb5c5cfb108e823c2c4319	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	scramble	2h	\N	\N	2048	591bc0d9	170f9e92f0a3bee04407be27210b4fa825367688	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	scramble	2j	\N	\N	2048	22f11b6b	e426ef6a7444a39a34d59799973b07d11b89f372	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	scramble	2l	\N	\N	2048	705ffe49	174df3f281068c767344f751daace646360e26d6	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	scramble	2m	\N	\N	2048	ea26c35c	a2f3380982d93a022f46756f974fd16c4cd617de	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	scramble	2p	\N	\N	2048	94d8f5e3	f3a9c4d1d91836476fcad87ea0d243dde7171e0a	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	scramble	5c	\N	\N	2048	bcd297f0	8ed78487d76fd0a917ab7b258937a46e2cd9800c	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	scramble	5d	\N	\N	2048	de7912da	8558b4eff5d7e63029b325edef9914feda5834c3	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	scramble	5e	\N	\N	2048	ba2fa933	1f976d8595706730e29f93027e7ab4620075c078	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	scramble	5f	\N	\N	2048	5f30311a	d64134089bebd995b3a1a089411e180c8c29f32d	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	scramble	5h	\N	\N	2048	516e029e	81b44eb1ce43cebde87f0a41ade2e7eb291af78d	\N	\N	\N	\N	\N	\N	
game	HiVE_v1.04	skykid	\N	\N	\N	\N	\N	Sky Kid	1985	Namco	\N	\N	\N	
game_rom	HiVE_v1.04	skykid	sk1-6b.bin	\N	\N	16384	7abe6c6c	7d2631cc6149fa3e02b1355cb899de5474ff5d0a	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	skykid	sk5-7e.bin	\N	\N	8192	c33a498e	9f89a514888418a9bebbca341a8cc66e41b58acb	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	skykid	sk6-6l.bin	\N	\N	8192	58b731b9	40f7be85914833ce02a734c20d68c0db8b77911d	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	skykid	sk7-10m.bin	\N	\N	16384	3454671d	723b26a0f208addc2a22736457cb4be6ab6c69cc	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	skykid	sk9-10n.bin	\N	\N	16384	44bb7375	5b2fa6782671150bab5f3c3ac46b47bc23f3d7e0	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	skykid	sk-6n.bin	\N	\N	512	161514a4	4488ce60d12be6586e4a1ddbbfd06bf4e7dfaceb	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	skykid	sk-5n.bin	\N	\N	512	c697ac72	3b79755e6cbb22c14fc4affdbd3f4521da1d90e8	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	skykid	sk1-2n.bin	\N	\N	256	0218e726	8b766162a4783c058d9a1ecf8741673d7ef955fb	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	skykid	sk2-2p.bin	\N	\N	256	fc0d5b85	d1b13e42e735b24594cf0b840dee8110de23369e	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	skykid	sk3-2r.bin	\N	\N	256	d06b620b	968a2d62c65e201d521e9efa8fcf6ad15898e4b3	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	skykid	sk4-3c.bin	\N	\N	8192	a460d0e0	7124ffeb3b84b282940dcbf9421ae4934bcce1c8	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	skykid	sk3-6d.bin	\N	\N	16384	314b8765	d90a8a853ce672fe5ee190f07bcb33262c73df3b	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	skykid	sk2-6c.bin	\N	\N	16384	ea8a5822	5b13133410bcb7d647e662b476dbfd2edab8aac0	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	skykid	skysnd.bin	\N	\N	512	19e2d4b9	ba189f15dc635ab0e342c47bb61956dfa7c8abaa	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	skykid	sk1-mcu.bin	\N	\N	4096	6ef08fb3	4842590d60035a0059b0899eb2d5f58ae72c2529	\N	\N	\N	\N	\N	\N	
game	HiVE_v1.04	stargate	\N	\N	\N	\N	\N	Stargate	1981	Williams	\N	\N	\N	
game_rom	HiVE_v1.04	stargate	sg.snd	\N	\N	2048	2fcf6c4d	9c4334ac3ff15d94001b22fc367af40f9deb7d57	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	stargate	stargate.03	\N	\N	4096	15077a9d	7badb4318b208f49d7fa65e915d0aa22a1e37915	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	stargate	stargate.05	\N	\N	4096	2d306074	54f871983699113e31bb756d4ca885c26c2d66b4	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	stargate	stargate.07	\N	\N	4096	23606060	a487ffcd4920d1056b87469735f7e1002f6a2e49	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	stargate	stargate.09	\N	\N	4096	88187b64	efacc4a6d4b2af9a236c9d520de6d605c79cc5a8	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	stargate	stargate.11	\N	\N	4096	7d2c5daf	6ca39f493eb8b370154ad46ef01976d352c929e1	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	stargate	stargate.01	\N	\N	4096	88824d18	f003a5a9319c4eb8991fa2aae3f10c72d6b8e81a	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	stargate	stargate.02	\N	\N	4096	afc614c5	087c6da93318e8dc922d3d22e0a2af7b9759701c	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	stargate	stargate.04	\N	\N	4096	a8b4bf0f	6b4d47c2899fe9f14f9dab5928499f12078c437d	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	stargate	stargate.06	\N	\N	4096	53598dde	54b02d944caf95283c9b6f0160e75ea8c4ccc97b	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	stargate	stargate.08	\N	\N	4096	4ec490c7	8726ebaf048db9608dfe365bf434ed5ca9452db7	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	stargate	stargate.10	\N	\N	4096	60b07ff7	ba833f48ddfc1bd04ddb41b1d1c840d66ee7da30	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	stargate	stargate.12	\N	\N	4096	a0396670	c46872550e0ca031453c6513f8f0448ecc9b5572	\N	\N	\N	\N	\N	\N	
game	HiVE_v1.04	superpac	\N	\N	\N	\N	\N	Super Pac Man	1982	Namco	\N	\N	\N	
game_rom	HiVE_v1.04	superpac	superpac.spr	\N	\N	256	ad43688f	072f427453efb1dda8147da61804fff06e1bc4d5	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	superpac	spc-2.1c	\N	\N	8192	1a38c30e	ae0ee9f3df0991a80698fe745a7a853a4bb60710	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	superpac	spc-3.1k	\N	\N	4096	04445ddb	ce7d14963d5ddaefdeaf433a6f82c43cd1611d9b	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	superpac	spv-1.3c	\N	\N	4096	78337e74	11222adb55e6bce508896ccb1f6dbab0c1d44e5b	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	superpac	spv-2.3f	\N	\N	8192	670a42f2	9171922df07e31fd1dc415766f7d2cc50a9d10dc	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	superpac	spc-1.1b	\N	\N	8192	730e95a9	ca73c8bcb03c2f5c05968c707a5d3f7f9956b886	\N	\N	\N	\N	\N	\N	
game	HiVE_v1.04	sxevious	\N	\N	\N	\N	galaga	Super Xevious	1984	Namco	\N	\N	\N	
game_rom	HiVE_v1.04	sxevious	cpu_2c.rom	\N	\N	4096	dd35cf1c	f8d1f8e019d8198308443c2e7e815d0d04b23d14	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	sxevious	cpu_2l.rom	\N	\N	4096	6a44bf92	0ca726f7f9528789f2a718df55e59406a283cdfa	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	sxevious	cpu_2m.rom	\N	\N	4096	294d5404	ecc39fb2c0065a36f20541747089b4e30dfb99b1	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	sxevious	cpu_3f.rom	\N	\N	4096	d4bd3d81	5831bb306bd650779207936bfd00f25864733abb	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	sxevious	cpu_3j.rom	\N	\N	4096	af06be5f	5a020822387ab8c69214db961180760fa9853e6e	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	sxevious	cpu_3m.rom	\N	\N	4096	fd04e615	7169e7f3bd1e9cfae9671b89f2a45f56b968e1ff	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	sxevious	cpu_3p.rom	\N	\N	4096	1c8d27d5	2c41303d8c74acb5840295a4b460a39a9a8e21bb	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	sxevious	vid_2a.rom	\N	\N	4096	57ed9879	3106d1aacff06cf78371bd19967141072b32b7d7	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	sxevious	vid_2c.rom	\N	\N	4096	31e244dd	3f7eac12863697a98e1122111801606759e44b2a	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	sxevious	vid_3b.rom	\N	\N	4096	088c8b26	9c3b61dfca2f84673a78f7f66e363777a8f47a59	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	sxevious	vid_3c.rom	\N	\N	4096	de60ba25	32bc09be5ff8b52ee3a26e0ac3ebc2d4107badb7	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	sxevious	vid_3d.rom	\N	\N	4096	535cdbbc	fb9ffe5fc43e0213231267e98d605d43c15f61e8	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	sxevious	vid_4r.rom	\N	\N	8192	02417d19	b5f830dd2cf25cf154308d2e640f0ecdcda5d8cd	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	sxevious	vid_2b.rom	\N	\N	8192	ae3ba9e5	49064b25667ffcd81137cd5e800df4b78b182a46	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	sxevious	vid_4m.rom	\N	\N	8192	dc2c0ecb	19ddbd9805f77f38c9a9a1bb30dba6c720b8609f	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	sxevious	vid_4p.rom	\N	\N	8192	dfb587ce	acff2bf5cde85a16cdc98a52cdea11f77fadf25a	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	sxevious	vid_4n.rom	\N	\N	4096	605ca889	3bf380ef76c03822a042ecc73b5edd4543c268ce	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	sxevious	xevious.6e	\N	\N	256	3cb60975	c94d5a5dd4d8a08d6d39c051a4a722581b903f45	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	sxevious	xevious.6d	\N	\N	256	5c8796cc	63015e3c0874afc6b1ca032f1ffb8f90562c77c8	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	sxevious	xevious.6a	\N	\N	256	5cc2727f	0dc1e63a47a4cb0ba75f6f1e0c15e408bb0ee2a1	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	sxevious	4h-4f	\N	\N	512	c21a65ff	f5614bb7929cdfcf0688b62916dac64b819171e4	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	sxevious	3l-3m	\N	\N	512	90876fdc	80bd09f7b38cf33e13cd6421a4fd7e986fb6eea8	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	sxevious	xevious.spr	\N	\N	256	550f06bc	816a0fafa0b084ac11ae1af70a5186539376fc2a	\N	\N	\N	\N	\N	\N	
game_sample	HiVE_v1.04	sxevious	bang.sam	
game	HiVE_v1.04	targ	\N	\N	\N	\N	\N	Targ	1980	Exidy	\N	\N	\N	
game_rom	HiVE_v1.04	targ	targ11d1	\N	\N	1024	9f03513e	aa4763e49df65e5686a96431543580b8d8285893	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	targ	targ10a1	\N	\N	2048	969744e1	e123bdb02b3b5f6a59c1e7c9ef557fe6bb19c62c	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	targ	targ09a1	\N	\N	2048	a177a72d	0e705e3e32021e55af4414fa0e2ccbc4980ee848	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	targ	targ08a1	\N	\N	2048	6e6928a5	10c725b27225ac5aad8639b081df68dd61522cf2	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	targ	targ07a4	\N	\N	2048	e2f37f93	b66743c296d3d4caba3bcbe6aa68cd6edd414816	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	targ	targ06a3	\N	\N	2048	a60a1bfc	17c0e67e1a0b263b57d70a148cc5d5099fecbb40	\N	\N	\N	\N	\N	\N	
game_sample	HiVE_v1.04	targ	expl.sam	
game_sample	HiVE_v1.04	targ	shot.sam	
game_sample	HiVE_v1.04	targ	sexpl.sam	
game_sample	HiVE_v1.04	targ	spslow.sam	
game_sample	HiVE_v1.04	targ	spfast.sam	
game_sample	HiVE_v1.04	targ	oneup.sam	
game	HiVE_v1.04	timeplt	\N	\N	\N	\N	\N	Time Pilot	1982	Konami	\N	\N	\N	
game_rom	HiVE_v1.04	timeplt	timeplt.b4	\N	\N	32	34c91839	f62e279e21fce171231d3139be7adabe1f4b8c2e	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	timeplt	timeplt.b5	\N	\N	32	463b2b07	9ad275365eba4869f94749f39ff8705d92056a10	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	timeplt	timeplt.e12	\N	\N	256	f7b7663e	151bd2dff4e4ef76d6438c1ab2cae71f987b9dad	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	timeplt	timeplt.e9	\N	\N	256	4bbb2150	678433b21aae1daa938e32d3293eeed529a42ef9	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	timeplt	tm1	\N	\N	8192	1551f1b9	c72f30988ac00cbe6549b71c3bcb414511e8b997	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	timeplt	tm2	\N	\N	8192	58636cb5	ab517efa93ae7be780af55faea82a6e83edd828c	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	timeplt	tm3	\N	\N	8192	ff4e0d83	ef98a1abb45b22d7498a0aca520f43bbee248b22	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	timeplt	tm4	\N	\N	8192	7e437c3e	cbe2ccd2cd503af62f009cd5aab73aa7366230b1	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	timeplt	tm5	\N	\N	8192	e8ca87b9	5dd30d3fb9fd8cf9e6a8e37e7ea858c7fd038a7e	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	timeplt	tm6	\N	\N	8192	c2507f40	07221875e3f81d9def67c57a7ccd82d52ce65e01	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	timeplt	tm7	\N	\N	4096	d66da813	408fca4515e8af84211df3e204c8776b2f8adb23	\N	\N	\N	\N	\N	\N	
game	HiVE_v1.04	todruaga	\N	\N	\N	\N	\N	Tower of Druaga	1984	Namco	\N	\N	\N	
game_rom	HiVE_v1.04	todruaga	todruaga.pr1	\N	\N	32	122cc395	a648c53f2e95634bb5b27d79be3fd908021d056e	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	todruaga	todruaga.pr2	\N	\N	256	8c661d6a	1340e4f657f4f2c4ef651a441c3b51632e757d0b	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	todruaga	todruaga.pr3	\N	\N	256	5bcec186	a56bec1f274ab1f9daf6becf27d3b6165d8576dd	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	todruaga	todruaga.pr4	\N	\N	256	f029e5f5	e4e114d93dd807b9e82ac07c7fccfd245a79bc29	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	todruaga	todruaga.pr5	\N	\N	256	ecdc206c	3c081983f1e7a15d15ccb3c8304817bdc2ac5e87	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	todruaga	todruaga.pr6	\N	\N	256	57b5ad6d	d4b22bfbfc2fc9b9490ca5c53838966145e163e9	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	todruaga	todruaga.spr	\N	\N	256	07104c40	16db55525034bacb71e7dc8bd2a7c3c4464d4808	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	todruaga	druaga3b.bin	\N	\N	4096	d32b249f	7d7cee4101ef615fb92c3702f89a9823a6231195	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	todruaga	druaga3m.bin	\N	\N	8192	e827e787	74e0af4c7d6e334bcd211a33eb18dddc8a182aa7	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	todruaga	druaga3n.bin	\N	\N	8192	962bd060	74cdcafc26475bda085bf62ed17e6474ed782453	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	todruaga	druaga4.bin	\N	\N	8192	ae9d06d9	3d8621fdd74fafa61f342886faa37f0aab50c5a7	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	todruaga	druaga1.bin	\N	\N	16384	8c20ef10	12ea4875ce4d4590b88862139d3379ab9f5cec03	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	todruaga	druaga3.bin	\N	\N	16384	7ab4f5b2	65035a5ecdff14bf23e01fe0f5e0935d156d94ff	\N	\N	\N	\N	\N	\N	
game	HiVE_v1.04	xevious	\N	\N	\N	\N	galaga	Xevious	1982	Namco	\N	\N	\N	
game_rom	HiVE_v1.04	xevious	xe-2c-a.bin	\N	\N	4096	dd35cf1c	f8d1f8e019d8198308443c2e7e815d0d04b23d14	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	xevious	xe-2a.bin	\N	\N	4096	57ed9879	3106d1aacff06cf78371bd19967141072b32b7d7	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	xevious	xe-2c.bin	\N	\N	4096	31e244dd	3f7eac12863697a98e1122111801606759e44b2a	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	xevious	xe-3b.bin	\N	\N	4096	088c8b26	9c3b61dfca2f84673a78f7f66e363777a8f47a59	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	xevious	xe-3c.bin	\N	\N	4096	de60ba25	32bc09be5ff8b52ee3a26e0ac3ebc2d4107badb7	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	xevious	xe-3d.bin	\N	\N	4096	535cdbbc	fb9ffe5fc43e0213231267e98d605d43c15f61e8	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	xevious	xe-4r.bin	\N	\N	8192	02417d19	b5f830dd2cf25cf154308d2e640f0ecdcda5d8cd	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	xevious	xe-2b.bin	\N	\N	8192	ae3ba9e5	49064b25667ffcd81137cd5e800df4b78b182a46	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	xevious	xe-4m.bin	\N	\N	8192	dc2c0ecb	19ddbd9805f77f38c9a9a1bb30dba6c720b8609f	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	xevious	xe-4p.bin	\N	\N	8192	dfb587ce	acff2bf5cde85a16cdc98a52cdea11f77fadf25a	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	xevious	xe-4n.bin	\N	\N	4096	605ca889	3bf380ef76c03822a042ecc73b5edd4543c268ce	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	xevious	xevious.6e	\N	\N	256	3cb60975	c94d5a5dd4d8a08d6d39c051a4a722581b903f45	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	xevious	xevious.6d	\N	\N	256	5c8796cc	63015e3c0874afc6b1ca032f1ffb8f90562c77c8	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	xevious	xevious.6a	\N	\N	256	5cc2727f	0dc1e63a47a4cb0ba75f6f1e0c15e408bb0ee2a1	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	xevious	xevious.spr	\N	\N	256	550f06bc	816a0fafa0b084ac11ae1af70a5186539376fc2a	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	xevious	xe-4c-a.bin	\N	\N	8192	0ede5706	65b235c5abe487612e11d0235410f1ca59b06e95	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	xevious	xe-1m-a.bin	\N	\N	8192	92fa6cae	03fd27cadf8e4a9be25e3695d4a2bb5ff97745f8	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	xevious	xe-1l-a.bin	\N	\N	8192	bd74609a	a44cebb9040b8da425b6cebdc0c241d91c2f6511	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	xevious	4h-4f	\N	\N	512	c21a65ff	f5614bb7929cdfcf0688b62916dac64b819171e4	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	xevious	3l-3m	\N	\N	512	90876fdc	80bd09f7b38cf33e13cd6421a4fd7e986fb6eea8	\N	\N	\N	\N	\N	\N	
game_sample	HiVE_v1.04	xevious	bang.sam	
game	HiVE_v1.04	zookeep	\N	\N	\N	\N	\N	Zoo Keeper	1982	Taito America Corporation	\N	\N	\N	
game_rom	HiVE_v1.04	zookeep	za10	\N	\N	4096	05df1a5a	30797838c25cca038023c188cd9fa45277c4190d	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	zookeep	za13	\N	\N	4096	eebd5248	ebe7f8c436bfefa4236f603fbcbd38d2f4cfd2bd	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	zookeep	za14	\N	\N	4096	fab43297	daa5a780bc9f171da0f6db5319b1519caa09c6c9	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	zookeep	za15	\N	\N	4096	ef8cd67c	f3a2e12ccfa45eb77c2a6e0d9cc0601b99273fd3	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	zookeep	za16	\N	\N	4096	ccfc15bc	56ac6e89825fcde9cf7aeb5d0765a02f5474174a	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	zookeep	za17	\N	\N	4096	358013f4	dd3fae69bf460f89c71e7c78d229dd86605c5950	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	zookeep	za18	\N	\N	4096	37886afe	a0cc902b2d253466e21c4fbf9d3339069fe79ebe	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	zookeep	za19	\N	\N	4096	bbfb30d9	bc6bd5525b159bee7b08b6967cd3088b7bd10fee	\N	\N	\N	\N	\N	\N	
