game	ZiNc_v1.1	starglad	\N	\N	\N	cpzn1	\N	Star Gladiator (US 960627)	1996	Capcom	\N	\N	\N	
game_rom	ZiNc_v1.1	tekkenb	te1rm1l.3	te1rm1l.3	\N	2097152	81416f8e	b42ff08ee84491c57a7c87bb767db7e2ec7a26c2	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekkenb	te1rm1u.8	te1rm1u.8	\N	2097152	fa7ba433	e222c4b1631c09e58546446a1e82c16fca936f1d	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekkenb	te1rm2l.4	te1rm2l.4	\N	2097152	41d77846	eeab049135c02a255899fe37e225c1111b2fbb7d	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekkenb	te1rm2u.7	te1rm2u.7	\N	2097152	a678987e	c62c00ce5cf4d001723c999b2bc3dbb90283def1	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekkenb	te1sprg.6d	te1sprg.6d	\N	262144	849587e9	94c6a757b24758a866a41bd8acd46aa46844f74b	\N	cpu2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekkenb	te1wave.8k	te1wave.8k	\N	2097152	fce6c57a	7fb8c69452c92c59a940a2b69d0d73ef7aefcb82	\N	sound1	\N	\N	\N	\N	
game	ZiNc_v1.1	tekkena	\N	\N	tekken	tekken	\N	Tekken (TE2/VER.B)	1994	Namco	\N	\N	\N	
game_rom	ZiNc_v1.1	tekkena	te2verb.2l	\N	\N	1048576	246cfbdd	c1bffe3c463e9eff6dcaf9937da72bff8ff33e4e	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekkena	te2verb.2j	\N	\N	1048576	dfa83e47	a29d852c1b6a52c043248d7e5af04067dfa3eb40	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekkena	te1verb.2k	te1verb.2k	\N	1048576	b9860b29	678889fc5c70bf66f0bd9864a20636ffb620ed0d	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekkena	te1verb.2f	te1verb.2f	\N	1048576	3dc01aad	266f346fa575c42b635bc469798f5aade9821e20	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekkena	te1rm0l.5	te1rm0l.5	\N	2097152	03786e09	de2b9e19ace43c424d100dc5d3207217f66d6479	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekkena	te1rm0u.6	te1rm0u.6	\N	2097152	75d91051	1c7958162315576c3881dcc684b85710f7f19cd6	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekkena	te1rm1l.3	te1rm1l.3	\N	2097152	81416f8e	b42ff08ee84491c57a7c87bb767db7e2ec7a26c2	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekkena	te1rm1u.8	te1rm1u.8	\N	2097152	fa7ba433	e222c4b1631c09e58546446a1e82c16fca936f1d	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekkena	te1rm2l.4	te1rm2l.4	\N	2097152	41d77846	eeab049135c02a255899fe37e225c1111b2fbb7d	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekkena	te1rm2u.7	te1rm2u.7	\N	2097152	a678987e	c62c00ce5cf4d001723c999b2bc3dbb90283def1	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekkena	te1sprg.6d	te1sprg.6d	\N	262144	849587e9	94c6a757b24758a866a41bd8acd46aa46844f74b	\N	cpu2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekkena	te1wave.8k	te1wave.8k	\N	2097152	fce6c57a	7fb8c69452c92c59a940a2b69d0d73ef7aefcb82	\N	sound1	\N	\N	\N	\N	
game	ZiNc_v1.1	tekken	\N	\N	\N	\N	\N	Tekken (TE4/VER.C)	1994	Namco	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken	te4verc.2l	\N	\N	1048576	7ecb7892	7837f2b3dbfc6b4a153ea652e8a3fd89c4daa26e	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken	te4verc.2j	\N	\N	1048576	eea3365d	d13df90833aac48f9d9d20cddefb81f90ebab249	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken	te1verb.2k	\N	\N	1048576	b9860b29	678889fc5c70bf66f0bd9864a20636ffb620ed0d	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken	te1verb.2f	\N	\N	1048576	3dc01aad	266f346fa575c42b635bc469798f5aade9821e20	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken	te1rm0l.5	\N	\N	2097152	03786e09	de2b9e19ace43c424d100dc5d3207217f66d6479	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken	te1rm0u.6	\N	\N	2097152	75d91051	1c7958162315576c3881dcc684b85710f7f19cd6	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken	te1rm1l.3	\N	\N	2097152	81416f8e	b42ff08ee84491c57a7c87bb767db7e2ec7a26c2	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken	te1rm1u.8	\N	\N	2097152	fa7ba433	e222c4b1631c09e58546446a1e82c16fca936f1d	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken	te1rm2l.4	\N	\N	2097152	41d77846	eeab049135c02a255899fe37e225c1111b2fbb7d	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken	te1rm2u.7	\N	\N	2097152	a678987e	c62c00ce5cf4d001723c999b2bc3dbb90283def1	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken	te1sprg.6d	\N	\N	262144	849587e9	94c6a757b24758a866a41bd8acd46aa46844f74b	\N	cpu2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken	te1wave.8k	\N	\N	2097152	fce6c57a	7fb8c69452c92c59a940a2b69d0d73ef7aefcb82	\N	sound1	\N	\N	\N	\N	
game	ZiNc_v1.1	tekken2a	\N	\N	tekken2	tekken2	\N	Tekken 2 Ver.B (TES2/VER.B)	1995	Namco	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2a	tes2verb.2l	\N	\N	1048576	aa9a4503	e6fdd34216591510593bbda0232ddc0fcd80e80b	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2a	tes2verb.2j	\N	\N	1048576	63706d8c	740cfa8b422fb663bcb412b3389da33c7f9f13be	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2a	tes1verb.2k	tes1verb.2k	\N	1048576	668ca712	67100db4c6a3ca62d3f62f6fcef974ce017e2c9e	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2a	tes1verb.2f	tes1verb.2f	\N	1048576	c4f66a0a	1b3dd33d7e6d9122826bf8be0dbbc088e4cc41e8	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2a	tes1rm0l.6	tes1rm0l.6	\N	2097152	fc904ede	cea378ba86f94beadb3d67685f1b8c141f478abe	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2a	tes1rm0u.5	tes1rm0u.5	\N	2097152	57b38f5d	edb4beab47b1339a5b1bc8071086abfcba57722e	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2a	tes1rm1l.8	tes1rm1l.8	\N	2097152	aa48f04b	f7383d2b3a84c4e649a27c0ad1e6af4702ec0a17	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2a	tes1rm1u.3	tes1rm1u.3	\N	2097152	b147c543	c4b18c218999ec73d04c92e06fb3e6165ceebf2b	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2a	tes1rm2l.7	tes1rm2l.7	\N	2097152	b08da52c	31fe2021d0fe37c16555650dd10d26ed80d9b493	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2a	tes1rm2u.4	tes1rm2u.4	\N	2097152	8a1561b8	ebc02c9e7033d54aefb5034c97a3c8cd749b5600	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2a	tes1rm3l.9	tes1rm3l.9	\N	2097152	d5ac0f18	342d063f7974bd1f90b5ca4832dfa4fbc9605453	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2a	tes1rm3u.1	tes1rm3u.1	\N	2097152	44ed509d	27e26aaf5ce72ab686f3f05743b1d91b5334b4e0	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2a	tes1sprg.6d	tes1sprg.6d	\N	262144	af18759f	aabd7d1384925781d37f860605a5d4622e0fc2e4	\N	cpu2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2a	tes1wave.8k	tes1wave.8k	\N	4194304	af5eadb1	1cba35b524b5ec1aa0302d0a707e0c7f4b1a1401	\N	sound1	\N	\N	\N	\N	
game	ZiNc_v1.1	tekken2b	\N	\N	tekken2	tekken2	\N	Tekken 2 (TES2/VER.A)	1995	Namco	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2b	tes2vera.2l	\N	\N	1048576	8bb82bf0	ac4e0077dff4c46ea2435903c410590f91cafe7d	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2b	tes2vera.2j	\N	\N	1048576	4e02f921	15339c2626033912947d33e5f59a109e607be0bf	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2b	tes1vera.2k	\N	\N	1048576	78e2ce1a	fb242725dc72fa234bd7df81cec57fe010cf58f3	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2b	tes1vera.2f	\N	\N	1048576	fbb0b146	08b11ac0fbfeed62910c5cb5ff7b5939ecbca142	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2b	tes1rm0l.6	tes1rm0l.6	\N	2097152	fc904ede	cea378ba86f94beadb3d67685f1b8c141f478abe	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2b	tes1rm0u.5	tes1rm0u.5	\N	2097152	57b38f5d	edb4beab47b1339a5b1bc8071086abfcba57722e	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2b	tes1rm1l.8	tes1rm1l.8	\N	2097152	aa48f04b	f7383d2b3a84c4e649a27c0ad1e6af4702ec0a17	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2b	tes1rm1u.3	tes1rm1u.3	\N	2097152	b147c543	c4b18c218999ec73d04c92e06fb3e6165ceebf2b	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2b	tes1rm2l.7	tes1rm2l.7	\N	2097152	b08da52c	31fe2021d0fe37c16555650dd10d26ed80d9b493	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2b	tes1rm2u.4	tes1rm2u.4	\N	2097152	8a1561b8	ebc02c9e7033d54aefb5034c97a3c8cd749b5600	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2b	tes1rm3l.9	tes1rm3l.9	\N	2097152	d5ac0f18	342d063f7974bd1f90b5ca4832dfa4fbc9605453	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2b	tes1rm3u.1	tes1rm3u.1	\N	2097152	44ed509d	27e26aaf5ce72ab686f3f05743b1d91b5334b4e0	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2b	tes1sprg.6d	tes1sprg.6d	\N	262144	af18759f	aabd7d1384925781d37f860605a5d4622e0fc2e4	\N	cpu2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2b	tes1wave.8k	tes1wave.8k	\N	4194304	af5eadb1	1cba35b524b5ec1aa0302d0a707e0c7f4b1a1401	\N	sound1	\N	\N	\N	\N	
game	ZiNc_v1.1	tekken2	\N	\N	\N	\N	\N	Tekken 2 Ver.B (TES3/VER.B)	1995	Namco	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2	tes3verb.2l	\N	\N	1048576	4692075f	d048a92040ceb57ef7462bebc2c1112b964570ec	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2	tes3verb.2j	\N	\N	1048576	db3ec640	fc9f475232ea77abd2eb7e2e09314281264e9d38	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2	tes1verb.2k	\N	\N	1048576	668ca712	67100db4c6a3ca62d3f62f6fcef974ce017e2c9e	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2	tes1verb.2f	\N	\N	1048576	c4f66a0a	1b3dd33d7e6d9122826bf8be0dbbc088e4cc41e8	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2	tes1rm0l.6	\N	\N	2097152	fc904ede	cea378ba86f94beadb3d67685f1b8c141f478abe	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2	tes1rm0u.5	\N	\N	2097152	57b38f5d	edb4beab47b1339a5b1bc8071086abfcba57722e	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2	tes1rm1l.8	\N	\N	2097152	aa48f04b	f7383d2b3a84c4e649a27c0ad1e6af4702ec0a17	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2	tes1rm1u.3	\N	\N	2097152	b147c543	c4b18c218999ec73d04c92e06fb3e6165ceebf2b	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2	tes1rm2l.7	\N	\N	2097152	b08da52c	31fe2021d0fe37c16555650dd10d26ed80d9b493	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2	tes1rm2u.4	\N	\N	2097152	8a1561b8	ebc02c9e7033d54aefb5034c97a3c8cd749b5600	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2	tes1rm3l.9	\N	\N	2097152	d5ac0f18	342d063f7974bd1f90b5ca4832dfa4fbc9605453	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2	tes1rm3u.1	\N	\N	2097152	44ed509d	27e26aaf5ce72ab686f3f05743b1d91b5334b4e0	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2	tes1sprg.6d	\N	\N	262144	af18759f	aabd7d1384925781d37f860605a5d4622e0fc2e4	\N	cpu2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken2	tes1wave.8k	\N	\N	4194304	af5eadb1	1cba35b524b5ec1aa0302d0a707e0c7f4b1a1401	\N	sound1	\N	\N	\N	\N	
game	ZiNc_v1.1	souledga	\N	\N	souledge	souledge	\N	Soul Edge (SO3/VER.A)	1995	Namco	\N	\N	\N	
game_rom	ZiNc_v1.1	souledga	so3vera.2l	\N	\N	1048576	19b39096	9188cd1fd9b15e5545eb41ea2768a8bd42113379	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	souledga	so3vera.2j	\N	\N	1048576	09eda46f	24d04d2ba51af508ddc0656e8bb5e1335b08cc8a	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	souledga	so1vera.2k	\N	\N	1048576	29bdc6bb	9047792c1a21a0001024939f1c6a8c3d86948973	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	souledga	so1vera.2f	\N	\N	1048576	c035b71b	38719a75193774b124d845460c0c03d36849719d	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	souledga	so1rm0u.5	so1rm0u.5	\N	2097152	e364d673	70fd58fb912939c57e3a5fadd01c1467df08d4ac	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	souledga	so1rm0l.6	so1rm0l.6	\N	2097152	9c5b0858	f3ac726f1167551beea7edc46e43b826b7baaf62	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	souledga	so1rm1u.3	so1rm1u.3	\N	2097152	8f9d8c5b	ac1da70854eee344a645749f564366ceac571767	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	souledga	so1rm1l.8	so1rm1l.8	\N	2097152	4406ef16	c86f199fdb1db23e5944ca51e6518b9cd0dafb71	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	souledga	so1rm2u.4	so1rm2u.4	\N	2097152	b4baa886	0432692a4d71a3f1b47707efb6858927744940e4	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	souledga	so1rm2l.7	so1rm2l.7	\N	2097152	37c1f66e	13a8a73fce142ea5ebe3f0c1050e44a027ab42a6	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	souledga	so1rm3u.1	so1rm3u.1	\N	2097152	f11bd521	baf936dec58cebfeef1c74f95e455b2fe74eb982	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	souledga	so1rm3l.9	so1rm3l.9	\N	2097152	84465bcc	d8be888d41cfe194c3a1853d9146d3a74ef7bab1	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	souledga	so1sprg.6d	\N	\N	262144	f6f682b7	4168a9aa525f1f0ce6cf6e14cfe4c118c4c0d773	\N	cpu2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	souledga	so1wave.8k	so1wave.8k	\N	4194304	0e68836b	c392b370a807803c7ab060105861253e1b407f49	\N	sound1	\N	\N	\N	\N	
game	ZiNc_v1.1	souledgb	\N	\N	souledge	souledge	\N	Soul Edge (SO1/VER.A)	1995	Namco	\N	\N	\N	
game_rom	ZiNc_v1.1	souledgb	so1vera.2l	\N	\N	1048576	bafb94c8	92461ce74a537a9801a024280e18fc3d0a5e6e5c	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	souledgb	so1vera.2j	\N	\N	1048576	abe2d28e	e9d858c8f8651b04bc72eb6de423da4925e94250	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	souledgb	so1vera.2k	\N	\N	1048576	29bdc6bb	9047792c1a21a0001024939f1c6a8c3d86948973	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	souledgb	so1vera.2f	\N	\N	1048576	c035b71b	38719a75193774b124d845460c0c03d36849719d	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	souledgb	so1rm0u.5	so1rm0u.5	\N	2097152	e364d673	70fd58fb912939c57e3a5fadd01c1467df08d4ac	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	souledgb	so1rm0l.6	so1rm0l.6	\N	2097152	9c5b0858	f3ac726f1167551beea7edc46e43b826b7baaf62	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	souledgb	so1rm1u.3	so1rm1u.3	\N	2097152	8f9d8c5b	ac1da70854eee344a645749f564366ceac571767	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	souledgb	so1rm1l.8	so1rm1l.8	\N	2097152	4406ef16	c86f199fdb1db23e5944ca51e6518b9cd0dafb71	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	souledgb	so1rm2u.4	so1rm2u.4	\N	2097152	b4baa886	0432692a4d71a3f1b47707efb6858927744940e4	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	souledgb	so1rm2l.7	so1rm2l.7	\N	2097152	37c1f66e	13a8a73fce142ea5ebe3f0c1050e44a027ab42a6	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	souledgb	so1rm3u.1	so1rm3u.1	\N	2097152	f11bd521	baf936dec58cebfeef1c74f95e455b2fe74eb982	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	souledgb	so1rm3l.9	so1rm3l.9	\N	2097152	84465bcc	d8be888d41cfe194c3a1853d9146d3a74ef7bab1	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	souledgb	so1sprg.6d	\N	\N	262144	f6f682b7	4168a9aa525f1f0ce6cf6e14cfe4c118c4c0d773	\N	cpu2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	souledgb	so1wave.8k	so1wave.8k	\N	4194304	0e68836b	c392b370a807803c7ab060105861253e1b407f49	\N	sound1	\N	\N	\N	\N	
game	ZiNc_v1.1	souledge	\N	\N	\N	\N	\N	Soul Edge Ver. II (SO4/VER.C)	1996	Namco	\N	\N	\N	
game_rom	ZiNc_v1.1	souledge	so4verc.2l	\N	\N	1048576	12b8ae0d	31571023d5b77ebcd4103b8cac5ba710a3d570a0	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	souledge	so4verc.2j	\N	\N	1048576	938262b0	e806883e32c473a3c2bb07849126631f6d66fa66	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	souledge	so1verc.2k	\N	\N	1048576	1789e399	2e11869124cdfa7a66107b0e642bdc72ee0c306a	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	souledge	so1verc.2f	\N	\N	1048576	8cffe1c3	d54a0b1d55f33db2890bfa70c411cca3e446fccf	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	souledge	so1rm0u.5	\N	\N	2097152	e364d673	70fd58fb912939c57e3a5fadd01c1467df08d4ac	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	souledge	so1rm0l.6	\N	\N	2097152	9c5b0858	f3ac726f1167551beea7edc46e43b826b7baaf62	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	souledge	so1rm1u.3	\N	\N	2097152	8f9d8c5b	ac1da70854eee344a645749f564366ceac571767	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	souledge	so1rm1l.8	\N	\N	2097152	4406ef16	c86f199fdb1db23e5944ca51e6518b9cd0dafb71	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	souledge	so1rm2u.4	\N	\N	2097152	b4baa886	0432692a4d71a3f1b47707efb6858927744940e4	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	souledge	so1rm2l.7	\N	\N	2097152	37c1f66e	13a8a73fce142ea5ebe3f0c1050e44a027ab42a6	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	souledge	so1rm3u.1	\N	\N	2097152	f11bd521	baf936dec58cebfeef1c74f95e455b2fe74eb982	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	souledge	so1rm3l.9	\N	\N	2097152	84465bcc	d8be888d41cfe194c3a1853d9146d3a74ef7bab1	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	souledge	so1sprc.6d	\N	\N	262144	2bbc118c	4168a9aa525f1f0ce6cf6e14cfe4c118c4c0d773	\N	cpu2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	souledge	so1wave.8k	\N	\N	4194304	0e68836b	c392b370a807803c7ab060105861253e1b407f49	\N	sound1	\N	\N	\N	\N	
game	ZiNc_v1.1	dunkmnia	\N	\N	\N	\N	\N	Dunk Mania (DM2/VER.C)	1995	Namco	\N	\N	\N	
game_rom	ZiNc_v1.1	dunkmnia	dm2verc.2l	\N	\N	1048576	f6a6c46e	5552c3a8fb0ef18e6f0bca8d81ec68b904824a66	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	dunkmnia	dm2verc.2j	\N	\N	1048576	1df539ce	89ac436c685cf26899168c73fdaccee778fd7d2d	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	dunkmnia	dm1verc.2k	\N	\N	1048576	c8d72f78	30341301f0d1cdcb14f3e0672ec1165c0583fbc8	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	dunkmnia	dm1verc.2f	\N	\N	1048576	d379dfa9	142cb70b5ea060c961c5bc60a624643b5ec390df	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	dunkmnia	dm1rm0l.5	\N	\N	4194304	4bb5d71d	7d61211c7a6d1f6593604390fe99206a6a8cc7b3	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	dunkmnia	dm1rm0u.6	\N	\N	4194304	c16b47c5	0fb2c5bc4674b3366762127c6333fb3a837b4de2	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	dunkmnia	dm1rm1l.3	\N	\N	4194304	20dd3294	b2fd5075b6281ac7bfc2681fc282f9ebaa089af5	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	dunkmnia	dm1rm1u.8	\N	\N	4194304	01e905d3	430b2ae0c67265b6acc8aa4dd50f6144929993f8	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	dunkmnia	dm1sprg.6d	\N	\N	262144	de1cbc78	855ebece1841f50ae324d7d6b8b18ab6f657d28e	\N	cpu2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	dunkmnia	dm1wave.8k	\N	\N	4194304	4891d53e	a1fee060e94d3219174b5974517f4fd3be32aaa5	\N	sound1	\N	\N	\N	\N	
game	ZiNc_v1.1	dunkmnic	\N	\N	dunkmnia	dunkmnia	\N	Dunk Mania (DM1/VER.C)	1995	Namco	\N	\N	\N	
game_rom	ZiNc_v1.1	dunkmnic	dm1verc.2l	\N	\N	1048576	6c81654a	00e84cc41b3dd49a8f0d3a364ea4a5d2662c45ff	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	dunkmnic	dm1verc.2j	\N	\N	1048576	10329b7e	d214764e90c7d79abea01580e79092e34a58b695	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	dunkmnic	dm1verc.2k	dm1verc.2k	\N	1048576	c8d72f78	30341301f0d1cdcb14f3e0672ec1165c0583fbc8	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	dunkmnic	dm1verc.2f	dm1verc.2f	\N	1048576	d379dfa9	142cb70b5ea060c961c5bc60a624643b5ec390df	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	dunkmnic	dm1rm0l.5	dm1rm0l.5	\N	4194304	4bb5d71d	7d61211c7a6d1f6593604390fe99206a6a8cc7b3	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	dunkmnic	dm1rm0u.6	dm1rm0u.6	\N	4194304	c16b47c5	0fb2c5bc4674b3366762127c6333fb3a837b4de2	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	dunkmnic	dm1rm1l.3	dm1rm1l.3	\N	4194304	20dd3294	b2fd5075b6281ac7bfc2681fc282f9ebaa089af5	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	dunkmnic	dm1rm1u.8	dm1rm1u.8	\N	4194304	01e905d3	430b2ae0c67265b6acc8aa4dd50f6144929993f8	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	dunkmnic	dm1sprg.6d	dm1sprg.6d	\N	262144	de1cbc78	855ebece1841f50ae324d7d6b8b18ab6f657d28e	\N	cpu2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	dunkmnic	dm1wave.8k	dm1wave.8k	\N	4194304	4891d53e	a1fee060e94d3219174b5974517f4fd3be32aaa5	\N	sound1	\N	\N	\N	\N	
game	ZiNc_v1.1	primglex	\N	\N	\N	\N	\N	Prime Goal EX (PG1/VER.A)	1996	Namco	\N	\N	\N	
game_rom	ZiNc_v1.1	primglex	pg1vera.2l	\N	\N	1048576	fc15fd1a	6ca5ebdc096cab3296dc7c1f675d78dfc7c69a05	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	primglex	pg1vera.2j	\N	\N	1048576	79955553	ad2dca38b06a835f8241fae0a5fa18d5874cebe4	\N	user1	\N	\N	\N	\N	
