game	System_16_v0.82a	alexkidd	\N	\N	\N	\N	\N	Alex Kidd (Bootleg)	1986	Sega	\N	\N	\N	
game_rom	System_16_v0.82a	sdi	a3.rom	\N	\N	32768	193e4231	14fecfab010641b83e5b24d0e8003bc0de35e1c8	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	sdi	a4.rom	\N	\N	32768	f2c41dd6	7fdbf819e42c7af0efe3976ffd919ee142efe1bc	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	sdi	a5.rom	\N	\N	32768	7952e27e	caead75724a6744fc6fc7fbbc9894932a7a22eed	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	sdi	a6.rom	\N	\N	32768	8ee2c287	8ed98334dab51c2eab8e1ff0724abc1f819dc8c2	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	sdi	a7.rom	\N	\N	32768	793f9f7f	9e4fde376db9e99a83eb2fc734c6721c122ba9af	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	sdi	b1.rom	\N	\N	65536	30e2c50a	1fb9e69d4cb97fdcb0f98c2a7ede246aaa4ac382	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	sdi	b2.rom	\N	\N	65536	6a8b3fd0	a122d3cb0b3263714f026e57d85b0dbf6cb110d7	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	sdi	b3.rom	\N	\N	65536	b9de3aeb	2f7a55a8377e831338a884f8962d6ab2757e8c9b	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	sdi	b5.rom	\N	\N	65536	794e3e8b	91ca1cb9aabf99adc8426feed4494a992afb8c4a	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	sdi	b6.rom	\N	\N	65536	602da5d5	d32cdde7d86c4561e7bfa547d7d7995ce9a43c24	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	sdi	b7.rom	\N	\N	65536	0a73a057	7f31124c67541a245e069e5b6aac59935d99a9a9	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	sdi	b9.rom	\N	\N	65536	182b6301	bb6f1174f82611c801d2b4b7d3596bf71619e8a1	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	sdi	b10.rom	\N	\N	65536	8f7129a2	094a4065597d8d51fb2232546df1de9043fea731	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	sdi	b11.rom	\N	\N	65536	4409411f	84fd7128e8440d96b0384ae3c391a59bd37ecf9d	\N	\N	\N	\N	\N	\N	
game	System_16_v0.82a	s-hangon	\N	\N	\N	\N	\N	Super Hang-On (Mixed)	1992	Sega	\N	\N	\N	
game_rom	System_16_v0.82a	s-hangon	ic2	\N	\N	65536	b176ea72	7ec0eb0f13398d014c2e235773ded00351edb3e2	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	s-hangon	ic3	\N	\N	65536	9f0677ed	5964642b70bfad418da44f2d91476f887b021f74	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	s-hangon	ic4	\N	\N	65536	03bc4878	548fc58bcc620204e30fa12fa4c4f0a3f6a1e4c0	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	s-hangon	ic5	\N	\N	65536	af473098	a2afaba1cbf672949dc50e407b46d7e9ae183774	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	s-hangon	ic6	\N	\N	65536	8a57b8d6	df1a31559dd2d1e7c2c9d800bf97526bdf3e84e6	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	s-hangon	ic7	\N	\N	65536	25ebf2c5	abcf673ae4e280417dd9f46d18c0ec7c0e4802ae	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	s-hangon	ic8	\N	\N	65536	d6ac012b	305023b1a0a9d84cfc081ffc2ad7578b53d562f2	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	s-hangon	ic10	\N	\N	65536	42fcd51d	0eacb3527dc21746e5b901fcac83f2764a0f9e2c	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	s-hangon	ic11	\N	\N	65536	508a4701	d17aea2aadc2e2cd65d81bf91feb3ef6923d5c0b	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	s-hangon	ic12	\N	\N	65536	274b734e	906fa528659bc17c9b4744cec52f7096711adce8	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	s-hangon	ic13	\N	\N	65536	80bafeef	f01bcf65485e60f34e533295a896fca0b92e5b14	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	s-hangon	ic14	\N	\N	65536	3aff8910	4b41a49a7f02363424e814b37edce9a7a44a112e	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	s-hangon	ic15	\N	\N	65536	6365d2e9	688e2ba194e859f86cd3486c2575ebae257e975a	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	s-hangon	ic16	\N	\N	65536	d9d83250	f8ca3197edcdf53643a5b335c3c044ddc1310cd4	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	s-hangon	ic66	\N	\N	32768	06f55364	fd685795e12541e3d0059d383fab293b3980d247	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	s-hangon	ic67	\N	\N	32768	b41d541d	28bbfa5edaa4a5901c74074354ba6f14d8f42ff6	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	s-hangon	ic68	\N	\N	32768	a60dabff	bbef0fb0d7837cc7efc866226bfa2bd7fab06459	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	s-hangon	ic69	\N	\N	32768	473cc411	04ca2d047eb59581cd5d76e0ac6eca8b19eef497	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	s-hangon	ic88	\N	\N	32768	1254efa6	997770ccdd776de6e335a6d8b1e15d200cbd4410	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	s-hangon	s-hangon.04	\N	\N	65536	8f8f4af0	1dac21b7df6ec6874d36a07e30de7129b7f7f33a	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	s-hangon	s-hangon.05	\N	\N	65536	9916c54b	41a7c5a9bdb1e3feae8fadf1ac5f51fab6376157	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	s-hangon	s-hangon.08	\N	\N	65536	000ad595	eb80e798159c09bc5142a7ea8b9b0f895976b0d4	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	s-hangon	s-hangon.09	\N	\N	65536	070c8059	a18c5e9473b6634f6e7165300e39029335b41ba3	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	s-hangon	s-hangon.23	\N	\N	32768	260286f9	dc7c8d2c6ef924a937328685eed19bda1c8b1819	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	s-hangon	s-hangon.24	\N	\N	32768	c609ee7b	c6dacf81cbfe7e5df1f9a967cf571be1dcf1c429	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	s-hangon	s-hangon.25	\N	\N	32768	b236a403	af02b8122794c083a66f2ab35d2c73b84b2df0be	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	s-hangon	s-hangon.26	\N	\N	32768	1bbe4fc8	30f7f301e4d10d3b254d12bf3d32e5371661a566	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	s-hangon	s-hangon.29	\N	\N	32768	12ee8716	8e798d23d22f85cd046641184d104c17b27995b2	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	s-hangon	s-hangon.30	\N	\N	65536	d95e82fc	bc6cd0b0ac98a9c53f2e22ac086521704ab59e4d	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	s-hangon	s-hangon.31	\N	\N	32768	155e0cfd	e51734351c887fe3920c881f57abdfbb7d075f57	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	s-hangon	s-hangon.32	\N	\N	65536	2ee4b4fb	ba4042ab6e533c16c3cde848248d75e484be113f	\N	\N	\N	\N	\N	\N	
game	System_16_v0.82a	sho_boot	\N	\N	s-hangon	s-hangon	\N	Super Hang-On (Bootleg)	1992	bootleg	\N	\N	\N	
game_rom	System_16_v0.82a	sho_boot	s-hangon.03	\N	\N	32768	83347dc0	079bb750edd6372750a207764e8c84bb6abf2f79	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	sho_boot	s-hangon.04	s-hangon.04	\N	65536	8f8f4af0	1dac21b7df6ec6874d36a07e30de7129b7f7f33a	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	sho_boot	s-hangon.05	s-hangon.05	\N	65536	9916c54b	41a7c5a9bdb1e3feae8fadf1ac5f51fab6376157	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	sho_boot	s-hangon.06	\N	\N	65536	42fcd51d	0eacb3527dc21746e5b901fcac83f2764a0f9e2c	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	sho_boot	s-hangon.07	\N	\N	65536	b176ea72	7ec0eb0f13398d014c2e235773ded00351edb3e2	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	sho_boot	s-hangon.08	s-hangon.08	\N	65536	000ad595	eb80e798159c09bc5142a7ea8b9b0f895976b0d4	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	sho_boot	s-hangon.09	s-hangon.09	\N	65536	070c8059	a18c5e9473b6634f6e7165300e39029335b41ba3	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	sho_boot	s-hangon.10	\N	\N	65536	508a4701	d17aea2aadc2e2cd65d81bf91feb3ef6923d5c0b	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	sho_boot	s-hangon.11	\N	\N	65536	274b734e	906fa528659bc17c9b4744cec52f7096711adce8	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	sho_boot	s-hangon.12	\N	\N	65536	80bafeef	f01bcf65485e60f34e533295a896fca0b92e5b14	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	sho_boot	s-hangon.13	\N	\N	65536	3aff8910	4b41a49a7f02363424e814b37edce9a7a44a112e	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	sho_boot	s-hangon.14	\N	\N	65536	0f26d131	0d8b6eb8b8aae0aa8f0fa0c31dc91ad0e610be3e	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	sho_boot	s-hangon.15	\N	\N	65536	d9d83250	f8ca3197edcdf53643a5b335c3c044ddc1310cd4	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	sho_boot	s-hangon.16	\N	\N	65536	9f0677ed	5964642b70bfad418da44f2d91476f887b021f74	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	sho_boot	s-hangon.17	\N	\N	65536	03bc4878	548fc58bcc620204e30fa12fa4c4f0a3f6a1e4c0	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	sho_boot	s-hangon.18	\N	\N	65536	af473098	a2afaba1cbf672949dc50e407b46d7e9ae183774	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	sho_boot	s-hangon.19	\N	\N	65536	8a57b8d6	df1a31559dd2d1e7c2c9d800bf97526bdf3e84e6	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	sho_boot	s-hangon.20	\N	\N	65536	eef23b3d	2416fa9991afbdddf25d469082e53858289550db	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	sho_boot	s-hangon.21	\N	\N	65536	d6ac012b	305023b1a0a9d84cfc081ffc2ad7578b53d562f2	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	sho_boot	s-hangon.23	s-hangon.23	\N	32768	260286f9	dc7c8d2c6ef924a937328685eed19bda1c8b1819	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	sho_boot	s-hangon.24	s-hangon.24	\N	32768	c609ee7b	c6dacf81cbfe7e5df1f9a967cf571be1dcf1c429	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	sho_boot	s-hangon.25	s-hangon.25	\N	32768	b236a403	af02b8122794c083a66f2ab35d2c73b84b2df0be	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	sho_boot	s-hangon.26	s-hangon.26	\N	32768	1bbe4fc8	30f7f301e4d10d3b254d12bf3d32e5371661a566	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	sho_boot	s-hangon.29	s-hangon.29	\N	32768	12ee8716	8e798d23d22f85cd046641184d104c17b27995b2	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	sho_boot	s-hangon.30	s-hangon.30	\N	65536	d95e82fc	bc6cd0b0ac98a9c53f2e22ac086521704ab59e4d	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	sho_boot	s-hangon.31	s-hangon.31	\N	32768	155e0cfd	e51734351c887fe3920c881f57abdfbb7d075f57	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	sho_boot	s-hangon.32	s-hangon.32	\N	65536	2ee4b4fb	ba4042ab6e533c16c3cde848248d75e484be113f	\N	\N	\N	\N	\N	\N	
game	System_16_v0.82a	shdancer	\N	\N	\N	\N	\N	Shadow Dancer	1989	Sega	\N	\N	\N	
game_rom	System_16_v0.82a	shdancer	shdancer.a4	\N	\N	131072	7a0d8de1	eca5e2104e5b3e772d083a718171234f06ea8a55	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shdancer	shdancer.a5	\N	\N	262144	2596004e	1b993aa74e7559f7e99253fd2144db9449c04cce	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shdancer	shdancer.a6	\N	\N	262144	3d5b3fa9	370dd6e8ab9fb9e77eee9262d13fbdb4cf575abc	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shdancer	shdancer.a8	\N	\N	262144	c606cf90	cb53ae9a6da1eb31c584173d1fbbd1c8539fb54c	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shdancer	shdancer.a9	\N	\N	262144	0f4903dc	851bd60e877c9e39be23dc1fde91efc9da513c29	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shdancer	shdancer.a10	\N	\N	262144	268a0c17	2756054fa3c3aed30a1fce5e41acb0ceaebe90b5	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shdancer	shdancer.a11	\N	\N	262144	ff344945	2743778c42f53321f9691d60bbf94ea8baf1382f	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shdancer	shdancer.b1	\N	\N	262144	9bdabe3d	4bb30fa2d4cdefe4a864cef7153b516bc5b02c42	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shdancer	shdancer.b2	\N	\N	262144	852d2b1c	8e5bc83d45e48b621ea3016207f2028fe41701e6	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shdancer	shdancer.b3	\N	\N	262144	448226ce	3060e4a43311069e2691d659c1e0c1a48edfeedb	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shdancer	shdancer.b4	\N	\N	262144	07051a52	d48658497f4a34665d3e051f893ff057c38925ae	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shdancer	shdancer.b8	\N	\N	262144	a870e629	29f6633240f9737ec19e16100decc7aa045b2060	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shdancer	shdancer.b9	\N	\N	262144	c81cc4f8	22f364e85057ceef533e051c8d0755b9691c5ec4	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shdancer	shdancer.b10	\N	\N	262144	ba2efc0c	459a1a280f870c94aefb70127ed007cb090ed203	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shdancer	shdancer.b11	\N	\N	262144	d6888534	2201f1921a68cf39e5a94b487c90e48d032d630f	\N	\N	\N	\N	\N	\N	
game_sample	System_16_v0.82a	shdancer	shad_81.wav	
game_sample	System_16_v0.82a	shdancer	shad_82.wav	
game_sample	System_16_v0.82a	shdancer	shad_83.wav	
game_sample	System_16_v0.82a	shdancer	shad_84.wav	
game_sample	System_16_v0.82a	shdancer	shad_85.wav	
game_sample	System_16_v0.82a	shdancer	shad_86.wav	
game_sample	System_16_v0.82a	shdancer	shad_87.wav	
game_sample	System_16_v0.82a	shdancer	shad_88.wav	
game_sample	System_16_v0.82a	shdancer	shad_89.wav	
game_sample	System_16_v0.82a	shdancer	shad_8b.wav	
game_sample	System_16_v0.82a	shdancer	shad_8c.wav	
game_sample	System_16_v0.82a	shdancer	shad_8d.wav	
game_sample	System_16_v0.82a	shdancer	shad_8e.wav	
game_sample	System_16_v0.82a	shdancer	shad_8f.wav	
game_sample	System_16_v0.82a	shdancer	shad_90.wav	
game_sample	System_16_v0.82a	shdancer	shad_91.wav	
game_sample	System_16_v0.82a	shdancer	shad_93.wav	
game_sample	System_16_v0.82a	shdancer	shad_94.wav	
game_sample	System_16_v0.82a	shdancer	shad_95.wav	
game_sample	System_16_v0.82a	shdancer	shad_96.wav	
game_sample	System_16_v0.82a	shdancer	shad_97.wav	
game_sample	System_16_v0.82a	shdancer	shad_a0.wav	
game_sample	System_16_v0.82a	shdancer	shad_a1.wav	
game_sample	System_16_v0.82a	shdancer	shad_a2.wav	
game_sample	System_16_v0.82a	shdancer	shad_a3.wav	
game_sample	System_16_v0.82a	shdancer	shad_a4.wav	
game_sample	System_16_v0.82a	shdancer	shad_a5.wav	
game_sample	System_16_v0.82a	shdancer	shad_a6.wav	
game_sample	System_16_v0.82a	shdancer	shad_a7.wav	
game_sample	System_16_v0.82a	shdancer	shad_a8.wav	
game_sample	System_16_v0.82a	shdancer	shad_a9.wav	
game_sample	System_16_v0.82a	shdancer	shad_aa.wav	
game_sample	System_16_v0.82a	shdancer	shad_ab.wav	
game_sample	System_16_v0.82a	shdancer	shad_ac.wav	
game_sample	System_16_v0.82a	shdancer	shad_ad.wav	
game_sample	System_16_v0.82a	shdancer	shad_ae.wav	
game_sample	System_16_v0.82a	shdancer	shad_af.wav	
game_sample	System_16_v0.82a	shdancer	shad_b0.wav	
game_sample	System_16_v0.82a	shdancer	shad_b1.wav	
game_sample	System_16_v0.82a	shdancer	shad_b2.wav	
game_sample	System_16_v0.82a	shdancer	shad_b3.wav	
game_sample	System_16_v0.82a	shdancer	shad_b4.wav	
game_sample	System_16_v0.82a	shdancer	shad_b5.wav	
game_sample	System_16_v0.82a	shdancer	shad_b6.wav	
game_sample	System_16_v0.82a	shdancer	shad_b7.wav	
game_sample	System_16_v0.82a	shdancer	shad_b8.wav	
game_sample	System_16_v0.82a	shdancer	shad_b9.wav	
game_sample	System_16_v0.82a	shdancer	shad_ba.wav	
game_sample	System_16_v0.82a	shdancer	shad_bb.wav	
game_sample	System_16_v0.82a	shdancer	shad_bc.wav	
game_sample	System_16_v0.82a	shdancer	shad_bd.wav	
game_sample	System_16_v0.82a	shdancer	shad_be.wav	
game_sample	System_16_v0.82a	shdancer	shad_bf.wav	
game_sample	System_16_v0.82a	shdancer	shad_c0.wav	
game_sample	System_16_v0.82a	shdancer	shad_c1.wav	
game_sample	System_16_v0.82a	shdancer	shad_c2.wav	
game_sample	System_16_v0.82a	shdancer	shad_d8.wav	
game_sample	System_16_v0.82a	shdancer	shad_e3.wav	
game_sample	System_16_v0.82a	shdancer	shad_e4.wav	
game	System_16_v0.82a	shdancrj	\N	\N	\N	\N	shdancer	Shadow Dancer (Japan)	1989	Sega	\N	\N	\N	
game_rom	System_16_v0.82a	shdancrj	sd12712.bin	\N	\N	262144	9bdabe3d	4bb30fa2d4cdefe4a864cef7153b516bc5b02c42	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shdancrj	sd12713.bin	\N	\N	262144	852d2b1c	8e5bc83d45e48b621ea3016207f2028fe41701e6	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shdancrj	sd12714.bin	\N	\N	262144	448226ce	3060e4a43311069e2691d659c1e0c1a48edfeedb	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shdancrj	sd12715.bin	\N	\N	262144	07051a52	d48658497f4a34665d3e051f893ff057c38925ae	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shdancrj	sd12716.bin	\N	\N	262144	a870e629	29f6633240f9737ec19e16100decc7aa045b2060	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shdancrj	sd12717.bin	\N	\N	262144	c81cc4f8	22f364e85057ceef533e051c8d0755b9691c5ec4	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shdancrj	sd12718.bin	\N	\N	262144	ba2efc0c	459a1a280f870c94aefb70127ed007cb090ed203	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shdancrj	sd12719.bin	\N	\N	262144	d6888534	2201f1921a68cf39e5a94b487c90e48d032d630f	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shdancrj	sd12720.bin	\N	\N	131072	7a0d8de1	eca5e2104e5b3e772d083a718171234f06ea8a55	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shdancrj	sd12721b.bin	\N	\N	262144	653d351a	1a03a154cb81a5a2f28c38aecdd6b5d107ea7ffa	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shdancrj	sd12722b.bin	\N	\N	262144	c00552a2	74fddfe596bc00bc11c4a06e2103417e8fd334f6	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shdancrj	sd12723.bin	\N	\N	262144	c606cf90	cb53ae9a6da1eb31c584173d1fbbd1c8539fb54c	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shdancrj	sd12724.bin	\N	\N	262144	0f4903dc	851bd60e877c9e39be23dc1fde91efc9da513c29	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shdancrj	sd12725.bin	\N	\N	262144	268a0c17	2756054fa3c3aed30a1fce5e41acb0ceaebe90b5	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shdancrj	sd12726.bin	\N	\N	262144	ff344945	2743778c42f53321f9691d60bbf94ea8baf1382f	\N	\N	\N	\N	\N	\N	
game_sample	System_16_v0.82a	shdancrj	shad_81.wav	
game_sample	System_16_v0.82a	shdancrj	shad_82.wav	
game_sample	System_16_v0.82a	shdancrj	shad_83.wav	
game_sample	System_16_v0.82a	shdancrj	shad_84.wav	
game_sample	System_16_v0.82a	shdancrj	shad_85.wav	
game_sample	System_16_v0.82a	shdancrj	shad_86.wav	
game_sample	System_16_v0.82a	shdancrj	shad_87.wav	
game_sample	System_16_v0.82a	shdancrj	shad_88.wav	
game_sample	System_16_v0.82a	shdancrj	shad_89.wav	
game_sample	System_16_v0.82a	shdancrj	shad_8b.wav	
game_sample	System_16_v0.82a	shdancrj	shad_8c.wav	
game_sample	System_16_v0.82a	shdancrj	shad_8d.wav	
game_sample	System_16_v0.82a	shdancrj	shad_8e.wav	
game_sample	System_16_v0.82a	shdancrj	shad_8f.wav	
game_sample	System_16_v0.82a	shdancrj	shad_90.wav	
game_sample	System_16_v0.82a	shdancrj	shad_91.wav	
game_sample	System_16_v0.82a	shdancrj	shad_93.wav	
game_sample	System_16_v0.82a	shdancrj	shad_94.wav	
game_sample	System_16_v0.82a	shdancrj	shad_95.wav	
game_sample	System_16_v0.82a	shdancrj	shad_96.wav	
game_sample	System_16_v0.82a	shdancrj	shad_97.wav	
game_sample	System_16_v0.82a	shdancrj	shad_a0.wav	
game_sample	System_16_v0.82a	shdancrj	shad_a1.wav	
game_sample	System_16_v0.82a	shdancrj	shad_a2.wav	
game_sample	System_16_v0.82a	shdancrj	shad_a3.wav	
game_sample	System_16_v0.82a	shdancrj	shad_a4.wav	
game_sample	System_16_v0.82a	shdancrj	shad_a5.wav	
game_sample	System_16_v0.82a	shdancrj	shad_a6.wav	
game_sample	System_16_v0.82a	shdancrj	shad_a7.wav	
game_sample	System_16_v0.82a	shdancrj	shad_a8.wav	
game_sample	System_16_v0.82a	shdancrj	shad_a9.wav	
game_sample	System_16_v0.82a	shdancrj	shad_aa.wav	
game_sample	System_16_v0.82a	shdancrj	shad_ab.wav	
game_sample	System_16_v0.82a	shdancrj	shad_ac.wav	
game_sample	System_16_v0.82a	shdancrj	shad_ad.wav	
game_sample	System_16_v0.82a	shdancrj	shad_ae.wav	
game_sample	System_16_v0.82a	shdancrj	shad_af.wav	
game_sample	System_16_v0.82a	shdancrj	shad_b0.wav	
game_sample	System_16_v0.82a	shdancrj	shad_b1.wav	
game_sample	System_16_v0.82a	shdancrj	shad_b2.wav	
game_sample	System_16_v0.82a	shdancrj	shad_b3.wav	
game_sample	System_16_v0.82a	shdancrj	shad_b4.wav	
game_sample	System_16_v0.82a	shdancrj	shad_b5.wav	
game_sample	System_16_v0.82a	shdancrj	shad_b6.wav	
game_sample	System_16_v0.82a	shdancrj	shad_b7.wav	
game_sample	System_16_v0.82a	shdancrj	shad_b8.wav	
game_sample	System_16_v0.82a	shdancrj	shad_b9.wav	
game_sample	System_16_v0.82a	shdancrj	shad_ba.wav	
game_sample	System_16_v0.82a	shdancrj	shad_bb.wav	
game_sample	System_16_v0.82a	shdancrj	shad_bc.wav	
game_sample	System_16_v0.82a	shdancrj	shad_bd.wav	
game_sample	System_16_v0.82a	shdancrj	shad_be.wav	
game_sample	System_16_v0.82a	shdancrj	shad_bf.wav	
game_sample	System_16_v0.82a	shdancrj	shad_c0.wav	
game_sample	System_16_v0.82a	shdancrj	shad_c1.wav	
game_sample	System_16_v0.82a	shdancrj	shad_c2.wav	
game_sample	System_16_v0.82a	shdancrj	shad_d8.wav	
game_sample	System_16_v0.82a	shdancrj	shad_e3.wav	
game_sample	System_16_v0.82a	shdancrj	shad_e4.wav	
game	System_16_v0.82a	shinobi	\N	\N	\N	\N	\N	Shinobi	1987	Sega	\N	\N	\N	
game_rom	System_16_v0.82a	shinobi	shinobi.a1	\N	\N	65536	343f4c46	2cf5d00462ad85ae9a2e16d59171c8ab85e10f49	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shinobi	shinobi.a2	\N	\N	65536	7961d07e	38cbdab35f901532c0ad99ad0083513abd2ff182	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shinobi	shinobi.a4	\N	\N	65536	b930399d	955ff2948e1990463631b0bc5c7f5275384236cc	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shinobi	shinobi.a5	\N	\N	65536	9d46e707	37ab25b3b37365c9f45837bfb6ec80652691dd4c	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shinobi	shinobi.a7	\N	\N	32768	2457a7cf	ddfac640e442537acb015de8bb088659f5a217ee	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shinobi	shinobi.b1	\N	\N	65536	611f413a	180f83216e2dfbfd77b0fb3be83c3042954d12df	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shinobi	shinobi.b2	\N	\N	65536	3c0797c0	df18c7987281bd9379026c6cf7f96f6ae49fd7f9	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shinobi	shinobi.b3	\N	\N	65536	c29ac34e	b5e9b8c3233a7d6797f91531a0d9123febcf1660	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shinobi	shinobi.b4	\N	\N	65536	41f41063	5cc461e9738dddf9eea06831fce3702d94674163	\N	\N	\N	\N	\N	\N	
