game	Nebula_Model_2_v0.9b	bel	\N	\N	\N	\N	\N	Behind Enemy Lines [Model 2C CRX]	1998	Sega	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vonusa	mp18648.11	mp18648.11	\N	4194304	2edbe489	ded2e4b295be08970d13c387818c570c3afe8109	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vonusa	mp18649.12	mp18649.12	\N	4194304	e68c5aa6	cdee1ba9247eda4282442d0522f8de7d7c86e1e6	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vonusa	mp18650.9	mp18650.9	\N	4194304	89a855b9	5096db1da1f7e175000e89fca2a1dd3fd53030ea	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vonusa	mp18651.10	mp18651.10	\N	4194304	f4c23107	f65984614111b12dd414db80751efe64fcf5ef16	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vonusa	mp18652.32	mp18652.32	\N	4194304	037eee53	e592f9e97abe0a7bc9009d8327b93da9bc43749c	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vonusa	mp18653.34	mp18653.34	\N	4194304	9ec3e7bf	197bc8adc823e93128c1cebf69361a7c7297f808	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vonusa	mp18654.17	mp18654.17	\N	4194304	6a0caf29	9f009f44e62ae0f9dec7a34a163bc186d1c4cbbd	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vonusa	mp18655.21	mp18655.21	\N	4194304	a4293e78	af512c994bedbdaf3a5eeed607e771dcd87810fc	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vonusa	mp18656.18	mp18656.18	\N	4194304	b4f51e76	eb71ada331576f2a7219d238ea07a61bcbf6381a	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vonusa	mp18657.22	mp18657.22	\N	4194304	a9be4674	a918c2a3de78a08104480097edfb9d6aeaeda873	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vonusa	mp18658.25	mp18658.25	\N	2097152	3d0fcd01	c8626c879bfcf7abd095cac5dc03a04ae8629423	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vonusa	mp18659.26	mp18659.26	\N	2097152	27aa8ae2	e9b756e5b4b1c19e52e47af03c773fee544be420	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vonusa	mp18660.27	mp18660.27	\N	2097152	e53663e5	0a4908be654bad4f00d7d58f0e42f631996911c9	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vonusa	mp18661.28	mp18661.28	\N	2097152	52b50410	64ea7b2f86745954e0b8a15d71203444705240a2	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vonusa	mp18662.29	mp18662.29	\N	2097152	a33d3335	991bbe9dcbef8bfa96682e9d142623fc9b7c0879	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vonusa	mp18663.30	mp18663.30	\N	2097152	ea74a641	a684e13c0afe2ef3f3108ae9b73389121368fc4e	\N	\N	\N	\N	\N	\N	
game	Nebula_Model_2_v0.9b	vstriker	\N	\N	\N	\N	\N	Virtua Striker [Model 2B CRX]	1994	Sega	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vstriker	ep18066.13	\N	\N	131072	e774229e	0ff20aa3e030df869767bb9614565acc9f3fe3b1	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vstriker	ep18067.14	\N	\N	131072	7dfd950c	d5eff8aff37fb0ef3c7f9d8bfca8460213b0f0a7	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vstriker	ep18068.15	\N	\N	131072	74a47795	3ba34bd467e11e768eda95ff345f5993fb9d6bca	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vstriker	ep18069.16	\N	\N	131072	f6c3fcbf	84bf16fc2a441cb724f4bc635a4c4209c240cfbf	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vstriker	ep18070.7	\N	\N	524288	f52e4db5	731452284c45329701258ee9fb8b7df6514fbba1	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vstriker	ep18071.8	\N	\N	524288	1be63a7d	c678f1f42de86cc968c3f823994d36c74b2e55fd	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vstriker	ep18072.31	\N	\N	131072	73eabb58	4f6d70d6e0d7b469c5f2527efb08f208f4aa017e	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vstriker	mp18053.9	\N	\N	2097152	46c770c8	000e9edfed49cc3dcc136f80e044dcd2b42378ce	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vstriker	mp18054.10	\N	\N	2097152	437af66e	c5afa62100a93e160aa96b327a260cc7fee51fdc	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vstriker	mp18055.11	\N	\N	2097152	5aba9fc0	40d45af7e58fa48b6afa85071c2bd1d4b5b5ffa5	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vstriker	mp18056.12	\N	\N	2097152	017f0c55	744e5a02abd82fbeb875c5cd30c5543570140cff	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vstriker	mp18057.17	\N	\N	2097152	890d8806	fe73e4ea310e13b172e49d39c7eafba8f9052e67	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vstriker	mp18058.18	\N	\N	2097152	d4cbdf7c	fe783c5bc94c2581fd990f0f0a705bdc5c05a386	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vstriker	mp18059.21	\N	\N	2097152	c5cdf534	fd127d33bc5a78b81aaa7d5886beca2192a62867	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vstriker	mp18060.22	\N	\N	2097152	93d5c95f	bca83f024d85c97ca59fae8d9097fc510ec0fc7f	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vstriker	mp18061.25	\N	\N	2097152	c37f1c67	c917046c2d98af17c59ceb0ea4f89d215cc0ead8	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vstriker	mp18062.27	\N	\N	2097152	126e7de3	0810364934dee8d5035cef623d01dfbacc64bf2b	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vstriker	mp18063.32	\N	\N	2097152	b74d7c8a	da0bc8b3822b01087b6f9de0446cab1eb6617e8e	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vstriker	mp18064.33	\N	\N	2097152	783b9910	108b23bb57e3133c555083aa4f9bc573ac6e3152	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vstriker	mp18065.34	\N	\N	2097152	046b55fe	2db7eabf4318881a67b10dba24f6f0cd68940ace	\N	\N	\N	\N	\N	\N	
game	Nebula_Model_2_v0.9b	vstrikra	\N	\N	vstriker	vstriker	\N	Virtua Striker (Rev A) [Model 2B CRX]	1994	Sega	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vstrikra	ep18066a.13	\N	\N	131072	e658b33a	33266e6372e73f670688f58e51081ec5a7deec11	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vstrikra	ep18067a.14	\N	\N	131072	49e94047	56c8d1a365985886dffeddf24d692ce6b377760a	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vstrikra	ep18068a.15	\N	\N	131072	afc69b54	2127bde1de3cd6663c31cf2126847815234e09a4	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vstrikra	ep18069a.16	\N	\N	131072	0243250c	3cbeac09d503a19c5950cf70e3b329f791acfa13	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vstrikra	ep18070a.7	\N	\N	524288	1961e2fc	12ead9b782e092346b7cd5a7343b302f546fe066	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vstrikra	ep18071a.8	\N	\N	524288	b2492dca	3b35522ab8e1fdfa327245fef797e3d7c0cceb85	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vstrikra	ep18072.31	ep18072.31	\N	131072	73eabb58	4f6d70d6e0d7b469c5f2527efb08f208f4aa017e	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vstrikra	mp18053.9	mp18053.9	\N	2097152	46c770c8	000e9edfed49cc3dcc136f80e044dcd2b42378ce	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vstrikra	mp18054.10	mp18054.10	\N	2097152	437af66e	c5afa62100a93e160aa96b327a260cc7fee51fdc	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vstrikra	mp18055.11	mp18055.11	\N	2097152	5aba9fc0	40d45af7e58fa48b6afa85071c2bd1d4b5b5ffa5	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vstrikra	mp18056.12	mp18056.12	\N	2097152	017f0c55	744e5a02abd82fbeb875c5cd30c5543570140cff	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vstrikra	mp18057.17	mp18057.17	\N	2097152	890d8806	fe73e4ea310e13b172e49d39c7eafba8f9052e67	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vstrikra	mp18058.18	mp18058.18	\N	2097152	d4cbdf7c	fe783c5bc94c2581fd990f0f0a705bdc5c05a386	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vstrikra	mp18059.21	mp18059.21	\N	2097152	c5cdf534	fd127d33bc5a78b81aaa7d5886beca2192a62867	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vstrikra	mp18060.22	mp18060.22	\N	2097152	93d5c95f	bca83f024d85c97ca59fae8d9097fc510ec0fc7f	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vstrikra	mp18061.25	mp18061.25	\N	2097152	c37f1c67	c917046c2d98af17c59ceb0ea4f89d215cc0ead8	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vstrikra	mp18062.27	mp18062.27	\N	2097152	126e7de3	0810364934dee8d5035cef623d01dfbacc64bf2b	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vstrikra	mp18063.32	mp18063.32	\N	2097152	b74d7c8a	da0bc8b3822b01087b6f9de0446cab1eb6617e8e	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vstrikra	mp18064.33	mp18064.33	\N	2097152	783b9910	108b23bb57e3133c555083aa4f9bc573ac6e3152	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	vstrikra	mp18065.34	mp18065.34	\N	2097152	046b55fe	2db7eabf4318881a67b10dba24f6f0cd68940ace	\N	\N	\N	\N	\N	\N	
game	Nebula_Model_2_v0.9b	zerogun	\N	\N	\N	\N	\N	Zero Gunner [Model 2B CRX]	1997	Sega	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	zerogun	mp20294.9	\N	\N	4194304	a0bd1474	c0c032adac69bd545e3aab481878b08f3c3edab8	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	zerogun	mp20295.10	\N	\N	4194304	c548cced	d34f2fc9b4481c75a6824aa4bdd3f1884188d35b	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	zerogun	mp20296.11	\N	\N	4194304	072d8a5e	7f69c90dd3c3e6e522d1065b3c4b09434cb4e634	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	zerogun	mp20297.12	\N	\N	4194304	ba6a825b	670a86c3a1a78550c760cc66c0a6181928fb9054	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	zerogun	mp20298.17	\N	\N	4194304	8ab782fc	595f6fc2e9c58ce9763d51798ceead8d470f0a33	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	zerogun	mp20299.21	\N	\N	4194304	90e20cdb	730d58286fb7e91aa4128dc208b0f60eb3becc78	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	zerogun	mp20300.25	\N	\N	2097152	6f042792	75db68e57ec3fbc7af377342eef81f26fae4e1c4	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	zerogun	mp20301.27	\N	\N	2097152	52010fb2	8dce67c6f9e48d749c64b11d4569df413dc40e07	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	zerogun	mp20303.32	\N	\N	2097152	c040973f	57a496c5dcc1a3931b6e41bf8d41e45d6dac0c31	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	zerogun	mp20304.33	\N	\N	2097152	6decfe83	d73adafceff2f1776c93e53bd5677d67f1c2c08f	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	zerogun	ep20302.31	\N	\N	524288	44ff50d2	6ffec81042fd5708e8a5df47b63f9809f93bf0f8	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	zerogun	ep20439.15	\N	\N	524288	10125381	1e178e6bd2b1312cd6290f1be4b386f520465836	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	zerogun	ep20440.16	\N	\N	524288	ce872747	82bf138a42c659b675b14e41d526b1628fb46ae3	\N	\N	\N	\N	\N	\N	
game	Nebula_Model_2_v0.9b	topskatr	\N	\N	\N	\N	\N	Top Skater [Model 2C CRX]	1997	Sega	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	topskatr	ep19755a.15	\N	\N	524288	b80633b9	5396da414beeb918e6f38f25a43dd76345a0c8ed	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	topskatr	ep19756a.16	\N	\N	524288	472046a2	06d0f609257ba476e6bd3b956e0850e7167429ce	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	topskatr	mp19735.11	\N	\N	4194304	8e509266	49afc91467f08befaf34e743cbe823de3e3c9d85	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	topskatr	mp19736.12	\N	\N	4194304	094e0a0d	de2c739f71e51166263446b9f6a566866ab8bee8	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	topskatr	mp19737.9	\N	\N	4194304	281a7dde	71d5ba434328a81969bfdc71ac1160c5ff3ae9d3	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	topskatr	mp19738.10	\N	\N	4194304	f688327e	68c9db242ef7e8f98979e968a09e4b093bc5d470	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	topskatr	mp19743.29	\N	\N	2097152	d41a41bf	a5f6b24e6526d0d2ef9c526c273c018d1e0fed59	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	topskatr	mp19744.30	\N	\N	2097152	84f203bf	4952b764e6bf6cd735018738c5eff08781ee2315	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	topskatr	mp19759.31	\N	\N	524288	573530f2	7b205085965d6694f8e75e29c4028f7cb6f631ab	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	topskatr	mp19760.2s	\N	\N	131072	2e41ca15	a302209bfe0f1491dff2da64b32cfaa13c3d3304	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	topskatr	mp19745.32	\N	\N	4194304	7082a0af	415f9d0793a697cb1719bbd96370f4a741866527	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	topskatr	mp19746.34	\N	\N	4194304	657b5977	ca76f211d68b6b55678a4d7949bfd2ddef1b1710	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	topskatr	mp19747.18s	\N	\N	4194304	6e895aaa	4c67c1e1d58a3034bbd711252a78689db9f235bb	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	topskatr	mp19748.20s	\N	\N	4194304	fcd74de3	fd4da4cf40c4342c6263cf22eee5968292a4d2c0	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	topskatr	mp19749.22s	\N	\N	4194304	842ca1eb	6ee6b2eb2ea400bdb9c0a9b4a126b4b86886e813	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	topskatr	mp19750.24s	\N	\N	4194304	cd95d0bf	40e2a2980c89049c339fefd48bf7aac79962cd2e	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	topskatr	mp19741.17	\N	\N	2097152	111a6e29	8664059f157626e4bbdcf8357e3d30b37d3c25b8	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	topskatr	mp19742.21	\N	\N	2097152	28510aff	3e68aec090f36a60b3b70bc90f09e2f9ce088718	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	topskatr	mp19740.27	\N	\N	4194304	b20f508b	c90fa3b42d87291ea459ccc137f3a2f3eb7efec0	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	topskatr	mp19739.25	\N	\N	4194304	8120cfd8	a82744bff5dcdfae296c7c3e8c3fbfda26324e85	\N	\N	\N	\N	\N	\N	
game	Nebula_Model_2_v0.9b	lastbexp	\N	\N	lastbrxa	lastbrxa	\N	Last Bronx (Export, Rev A) [Model 2B CRX]	1996	Sega	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	lastbexp	mp19058.34	mp19058.34	\N	4194304	e237c11c	7c89cba757bd58747ed0d633b2fe7ef559fcd15e	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	lastbexp	ep19061a.15	\N	\N	524288	c0aebab2	fa63081b0aa6f02c3d197485865ee38e9c78b43d	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	lastbexp	ep19062a.16	\N	\N	524288	cdf597e8	a85ca36a537ba21d11ef3cfdf914c2c93ac5e68f	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	lastbexp	mp19048.9	mp19048.9	\N	4194304	02180215	cc5f8e61fee07aa4fc5bfe2d011088ee523c77c2	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	lastbexp	mp19049.10	mp19049.10	\N	4194304	db7eecd6	5955885ad2bfd69d7a2c4e1d1df907aca41fbdd0	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	lastbexp	mp19050.11	mp19050.11	\N	4194304	e6af2b61	abdf7aa4c594f0916d4335c70fdd67dc6b1f4630	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	lastbexp	mp19051.12	mp19051.12	\N	4194304	14b88961	bec22f657c6d939c095b99ca9c6eb44b9683fd72	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	lastbexp	mp19052.17	mp19052.17	\N	4194304	d7f27216	b393af96522306dc2e055aea1e837979f41940d4	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	lastbexp	mp19053.21	mp19053.21	\N	4194304	1f328465	950a92209b7c24f66db62c31627a1f1d52721f1e	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	lastbexp	mp19054.25	mp19054.25	\N	2097152	05366277	f618e2b9b26a1f7eccebfc8f8e17ef8ad9029be8	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	lastbexp	mp19055.27	mp19055.27	\N	2097152	85a57d49	99c49fe135dc46fa861337b5bac654ae8478778a	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	lastbexp	mp19056.31	mp19056.31	\N	524288	22a22918	baa039cd86650b6cd81f295916c4d256e60cb29c	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_Model_2_v0.9b	lastbexp	mp19057.32	mp19057.32	\N	4194304	64809438	aa008f83e1eff0daafe01944248ebae6054cee9f	\N	\N	\N	\N	\N	\N	
