game	Calice_v0.6.6	1941	\N	\N	\N	\N	\N	1941 - Counter Attack (World)	1990	Capcom	\N	\N	\N	
game	Calice_v0.6.6	twinspri	\N	\N	\N	neogeo	\N	Twinkle Star Sprites	1996	ADK	\N	\N	\N	
game_rom	Calice_v0.6.6	twinspri	sprit_p1.rom	\N	\N	2097152	7697e445	5b55ca120f77a931d40719b14e0bfc8cac1d628c	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	twinspri	sprit_s1.rom	\N	\N	131072	eeed5758	24e48f396716e145b692468762cf595fb7267873	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	twinspri	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	twinspri	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	twinspri	sprit_m1.rom	\N	\N	131072	364d6f96	779b95a6476089b71f48c8368d9043ee1dba9032	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	twinspri	sprit_v1.rom	\N	\N	4194304	ff57f088	1641989b8aac899dbd68aa2332bcdf9b90b33564	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	twinspri	sprit_v2.rom	\N	\N	2097152	7ad26599	822030037b7664795bf3d64e1452d0aecc22497e	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	twinspri	sprit_c1.rom	\N	\N	4194304	73b2a70b	7444cbfc6d29810fcd6eae93508609e919e3c153	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	twinspri	sprit_c2.rom	\N	\N	4194304	3a3e506c	076e78a68b26822c3c69fe8fbc0104dcec8dd880	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	twinspri	sprit_c3.rom	\N	\N	1048576	c59e4129	93f02d1b4fbb152a9d336494fbff0d7642921de5	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	twinspri	sprit_c4.rom	\N	\N	1048576	b5532e53	7d896c25ba97f6e5d43c13d4df4ba72964a976ed	\N	\N	\N	\N	\N	\N	
game	Calice_v0.6.6	tws96	\N	\N	\N	neogeo	\N	Tecmo World Soccer '96	1996	Tecmo	\N	\N	\N	
game_rom	Calice_v0.6.6	tws96	tecmo_p1.rom	\N	\N	1048576	03e20ab6	3a0a5a54649178ce7a6158980cb4445084b40fb5	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	tws96	tecmo_s1.rom	\N	\N	131072	6f5e2b3a	273341489f6625d35a4a920042a60e2b86373847	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	tws96	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	tws96	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	tws96	tecmo_m1.rom	\N	\N	65536	860ba8c7	6457964fd2fdda1d4f57787fff0cec76b47692cb	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	tws96	tecmo_v1.rom	\N	\N	2097152	97bf1986	b80d3a37e18d0a52f1e0092dc300989c9647efd1	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	tws96	tecmo_v2.rom	\N	\N	2097152	b7eb05df	ff2b55c7021c248cfdcfc9cd3658f2896bcbca38	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	tws96	tecmo_c1.rom	\N	\N	4194304	d301a867	6ec5ef48943750ac03d7b574b1aa87b84f01dfab	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	tws96	tecmo_c2.rom	\N	\N	4194304	305fc74f	27b3c9eb96dadea05a5f3252e425eb605e12c619	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	tws96	tecmo_c3.rom	\N	\N	1048576	750ddc0c	9304a83d81afd544d88be0cd3ee47ae401d2da0e	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	tws96	tecmo_c4.rom	\N	\N	1048576	7a6e7d82	b1bb82cec3d68367d5e01e63c44c11b67e577411	\N	\N	\N	\N	\N	\N	
game	Calice_v0.6.6	viewpoin	\N	\N	\N	neogeo	\N	Viewpoint	1992	Sammy	\N	\N	\N	
game_rom	Calice_v0.6.6	viewpoin	viewp_p1.rom	\N	\N	1048576	17aa899d	674cd8ace7acdf4f407de741e3d0071bcb49c902	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	viewpoin	viewp_s1.rom	\N	\N	65536	6d0f146a	537fc5ef099f46fef64d147c0d1264b319758b4f	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	viewpoin	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	viewpoin	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	viewpoin	viewp_m1.rom	\N	\N	65536	d57bd7af	9ed766dbc3c07dbba7869ff335eeb7e297c8e2d9	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	viewpoin	viewp_v1.rom	\N	\N	2097152	019978b6	7896a551115fc6ed38b5944e0c8dcb2b2c1c077d	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	viewpoin	viewp_v2.rom	\N	\N	2097152	5758f38c	da10f4b7d22d9139bbf068bd940be82168a74ca1	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	viewpoin	viewp_c1.rom	\N	\N	2097152	d624c132	49c7e9f020cba45d7083b45252bcc03397f8c286	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	viewpoin	viewp_c2.rom	\N	\N	2097152	40d69f1e	ec4a13582772594957f927622d50f54b0dfcd8d8	\N	\N	\N	\N	\N	\N	
game	Calice_v0.6.6	wakuwak7	\N	\N	\N	neogeo	\N	Waku Waku 7	1996	Sunsoft	\N	\N	\N	
game_rom	Calice_v0.6.6	wakuwak7	waku7_p1.rom	\N	\N	1048576	b14da766	bdffd72ff705fc6b085a4026217bac1c4bc93163	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wakuwak7	waku7_p2.rom	\N	\N	2097152	fe190665	739d9a8fc2da34381654d9e291141eacc210ae5c	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wakuwak7	waku7_s1.rom	\N	\N	131072	71c4b4b5	9410f13807f01082dc86f2d84051be4bed8e9f7c	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wakuwak7	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wakuwak7	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wakuwak7	waku7_m1.rom	\N	\N	131072	0634bba6	153aaf016440500df7a4454f3f2f2911219cb7d8	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wakuwak7	waku7_v1.rom	\N	\N	4194304	6195c6b4	66c06b5904aedb256e3997bbec60f8ab50c6ff0c	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wakuwak7	waku7_v2.rom	\N	\N	4194304	6159c5fe	9015e93416497f1ef877c717afed40f7ecfa42e4	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wakuwak7	waku7_c1.rom	\N	\N	4194304	d91d386f	35cd98aa5153f5da2d106ea2e138f419ea8eeccd	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wakuwak7	waku7_c2.rom	\N	\N	4194304	36b5cf41	6a135cf0b950a7ea5a5084d8affbe7b318566f13	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wakuwak7	waku7_c3.rom	\N	\N	4194304	02fcff2f	e160d6410185a9bf7dd7dd81cdbecf3d0c524ede	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wakuwak7	waku7_c4.rom	\N	\N	4194304	cd7f1241	51b3d47025e705eee6d95da52ecd74de3be52029	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wakuwak7	waku7_c5.rom	\N	\N	4194304	03d32f25	19ca7a77dfd645170ec2e77a8836ce4ba5b4da3a	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wakuwak7	waku7_c6.rom	\N	\N	4194304	d996a90a	f0365056a7b4f660b00c670a17efbb9f70e8db5d	\N	\N	\N	\N	\N	\N	
game	Calice_v0.6.6	wh1	\N	\N	\N	neogeo	\N	World Heroes	1992	Alpha Denshi Co.	\N	\N	\N	
game_rom	Calice_v0.6.6	wh1	wh_p1.rom	\N	\N	524288	95b574cb	b7b7af6a04c3d902e7f8852897741ecaf0b1062c	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wh1	wh_p2.rom	\N	\N	524288	f198ed45	24ccc091e97f63796562bb5b30df51f39bd504ef	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wh1	wh_s1.rom	\N	\N	131072	8c2c2d6b	87fa79611c6f8886dcc8766814829c669c65b40f	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wh1	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wh1	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wh1	wh_m1.rom	\N	\N	131072	1bd9d04b	65cd7b002123ed1a3111e3d942608d0082799ff3	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wh1	wh_v2.rom	\N	\N	2097152	a68df485	007fa715423fba72c899cd3db3f4bec13281cf7a	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wh1	wh_v4.rom	\N	\N	1048576	7bea8f66	428e8721bd87f7faa756adb1e12672219be46c1d	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wh1	wh_c1.rom	\N	\N	2097152	85eb5bce	3d03d29296ca6e6b5106aac4aaeec9d4b4ed1313	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wh1	wh_c2.rom	\N	\N	2097152	ec93b048	d4159210df94e259f874a4671d271ec27be13451	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wh1	wh_c3.rom	\N	\N	1048576	0dd64965	e97b3b8a461da5e8861b3dfdacb25e007ced37a1	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wh1	wh_c4.rom	\N	\N	1048576	9270d954	a2ef909868f6b06cdcc22a63ddf6c96be12b999c	\N	\N	\N	\N	\N	\N	
game	Calice_v0.6.6	wh2	\N	\N	\N	neogeo	\N	World Heroes 2	1993	ADK	\N	\N	\N	
game_rom	Calice_v0.6.6	wh2	hero2_p1.rom	\N	\N	2097152	65a891d9	ff8d5ccb0dd22c523902bb3db3c645583a335056	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wh2	hero2_s1.rom	\N	\N	131072	fcaeb3a4	1f3f85e38b8552333261c04ae5af0d6e3b310622	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wh2	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wh2	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wh2	hero2_m1.rom	\N	\N	131072	8fa3bc77	982f92978671e4ee66630948e6bb7565b37b5dc0	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wh2	hero2_v1.rom	\N	\N	2097152	8877e301	1bab988d74ea8fd12db201c257ec844622cf5f4e	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wh2	hero2_v2.rom	\N	\N	2097152	c1317ff4	4c28b2b5998abaeaa5143f2f3a9ba52c6041f4f3	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wh2	hero2_c1.rom	\N	\N	2097152	21c6bb91	a2c17d0c91dd59528d8fa7fe110af8b20b25ff99	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wh2	hero2_c2.rom	\N	\N	2097152	a3999925	0ee861a77850d378d03c1bf00b9692abd860c759	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wh2	hero2_c3.rom	\N	\N	2097152	b725a219	4857687d156a9150a69b97d2729245a51c144a0c	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wh2	hero2_c4.rom	\N	\N	2097152	8d96425e	0f79c868a6a33ad25e38d842f30ec4440d809033	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wh2	hero2_c5.rom	\N	\N	2097152	b20354af	da7609fd467f2f4d71d92970f438a04d11ab1cc1	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wh2	hero2_c6.rom	\N	\N	2097152	b13d1de3	7d749c23a33d90fe50279e884540d71cf1aaaa6b	\N	\N	\N	\N	\N	\N	
game	Calice_v0.6.6	wh2j	\N	\N	\N	neogeo	\N	World Heroes 2 Jet	1994	ADK / SNK	\N	\N	\N	
game_rom	Calice_v0.6.6	wh2j	wh2j_p1.rom	\N	\N	2097152	385a2e86	cfde4a1aeae038a3d6ca9946065624f097682d3d	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wh2j	wh2j_s1.rom	\N	\N	131072	2a03998a	5e33f469982f12d4622a06d323a345f192bf88e6	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wh2j	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wh2j	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wh2j	wh2j_m1.rom	\N	\N	131072	d2eec9d3	09478787045f1448d19d064dd3d540d1741fd619	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wh2j	wh2j_v1.rom	\N	\N	2097152	aa277109	35c22b15bb0a4d0ab118cb22a2d450d03995a17c	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wh2j	wh2j_v2.rom	\N	\N	2097152	b6527edd	2bcf5bfa6e117cf4a3728a5e5f5771313c93f22a	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wh2j	wh2j_c1.rom	\N	\N	2097152	2ec87cea	e713ec7839a7665edee6ee3f82a6e530b3b4bd7c	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wh2j	wh2j_c2.rom	\N	\N	2097152	526b81ab	b5f0a2f04489539ed6b9d0810b12787356c64b23	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wh2j	wh2j_c3.rom	\N	\N	2097152	436d1b31	059776d77b91377ed0bcfc278802d659c917fc0f	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wh2j	wh2j_c4.rom	\N	\N	2097152	f9c8dd26	25a9eea1d49b21b4a988beb32c25bf2f7796f227	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wh2j	wh2j_c5.rom	\N	\N	2097152	8e34a9f4	67b839b426ef3fad0a85d951fdd44c0a45c55226	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wh2j	wh2j_c6.rom	\N	\N	2097152	a43e4766	54f282f2b1ff2934cca7acbb4386a2b99a29df3a	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wh2j	wh2j_c7.rom	\N	\N	2097152	59d97215	85a960dc7f364df13ee0c2f99a4c53aefb081486	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wh2j	wh2j_c8.rom	\N	\N	2097152	fc092367	69ff4ae909dd857de3ca8645d63f8b4bde117448	\N	\N	\N	\N	\N	\N	
game	Calice_v0.6.6	whp	\N	\N	\N	neogeo	\N	World Heroes Perfect	1995	ADK / SNK	\N	\N	\N	
game_rom	Calice_v0.6.6	whp	whp_p1.rom	\N	\N	2097152	afaa4702	83d122fddf17d4774353abf4a0655f3939f7b752	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	whp	whp_s1.rom	\N	\N	131072	174a880f	c35d315d728d119a6e9aa42e0593937c90897449	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	whp	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	whp	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	whp	whp_m1.rom	\N	\N	131072	28065668	0c60d4afa1dccad0135e733104f056be73b54e4e	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	whp	whp_v1.rom	\N	\N	2097152	30cf2709	d1845033f16de2470afd3858ee0efb45176d9ed7	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	whp	whp_v2.rom	\N	\N	2097152	b6527edd	2bcf5bfa6e117cf4a3728a5e5f5771313c93f22a	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	whp	whp_v3.rom	\N	\N	2097152	1908a7ce	78f31bcfea33eb94752bbf5226c481baec1af5ac	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	whp	whp_c1.rom	\N	\N	4194304	aecd5bb1	9f36deef46c7918417ccfb16abf77659686f80f2	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	whp	whp_c2.rom	\N	\N	4194304	7566ffc0	93f7be5dbf7657e264c434d1dc6dc5d9bd82feb0	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	whp	whp_c3.rom	\N	\N	2097152	436d1b31	059776d77b91377ed0bcfc278802d659c917fc0f	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	whp	whp_c4.rom	\N	\N	2097152	f9c8dd26	25a9eea1d49b21b4a988beb32c25bf2f7796f227	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	whp	whp_c5.rom	\N	\N	2097152	8e34a9f4	67b839b426ef3fad0a85d951fdd44c0a45c55226	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	whp	whp_c6.rom	\N	\N	2097152	a43e4766	54f282f2b1ff2934cca7acbb4386a2b99a29df3a	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	whp	whp_c7.rom	\N	\N	2097152	59d97215	85a960dc7f364df13ee0c2f99a4c53aefb081486	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	whp	whp_c8.rom	\N	\N	2097152	fc092367	69ff4ae909dd857de3ca8645d63f8b4bde117448	\N	\N	\N	\N	\N	\N	
game	Calice_v0.6.6	wjammers	\N	\N	\N	neogeo	\N	Windjammers / Flying Power Disc	1994	Data East Corporation	\N	\N	\N	
game_rom	Calice_v0.6.6	wjammers	windj_p1.rom	\N	\N	524288	e81e7a31	bb1a8922afe269f6e3ea63c3a377c2a6e2171d2d	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wjammers	windj_s1.rom	\N	\N	131072	074b5723	86d3b3bb5414f43e4d3b7a2af0db23cc71ce8412	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wjammers	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wjammers	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wjammers	windj_m1.rom	\N	\N	131072	52c23cfc	809a7e072ad9acbffc25e9bd27cdb97638d09d07	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wjammers	windj_v1.rom	\N	\N	1048576	ce8b3698	7d75e2a5cf8c90be422f8b425447e81597fe145a	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wjammers	windj_v2.rom	\N	\N	1048576	659f9b96	62f40365212153bc3b92a1187fa44f6cdc7f7b83	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wjammers	windj_v3.rom	\N	\N	1048576	39f73061	ec57cd58e7f8569cff925d11e2320d588ce4fe49	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wjammers	windj_v4.rom	\N	\N	524288	3740edde	aaf64df1d27289e23dc4e3979ba12a7c928d1a7f	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wjammers	windj_c1.rom	\N	\N	1048576	c7650204	42918d700d59864f8ab15caf968a062a563c9b09	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wjammers	windj_c2.rom	\N	\N	1048576	d9f3e71d	fad1f64061eac1bf85bf6d75d2eae974a8c94069	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wjammers	windj_c3.rom	\N	\N	1048576	40986386	65795a50197049681265946713d416c9cdb68f08	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wjammers	windj_c4.rom	\N	\N	1048576	715e15ff	ac8b8b01f5c7384b883afbe0cf977430378e3fef	\N	\N	\N	\N	\N	\N	
game	Calice_v0.6.6	zedblade	\N	\N	\N	neogeo	\N	Zed Blade / Operation Ragnarok	1994	NMK	\N	\N	\N	
game_rom	Calice_v0.6.6	zedblade	zedbl_p1.rom	\N	\N	524288	d7c1effd	485c2308a40baecd122be9ab4996044622bdcc7e	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	zedblade	zedbl_s1.rom	\N	\N	131072	f4c25dd5	8ec9026219f393930634f9170edbaaee479f875e	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	zedblade	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	zedblade	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	zedblade	zedbl_m1.rom	\N	\N	131072	7b5f3d0a	4a301781a57ff236f49492b576ff4858b0ffbdf8	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	zedblade	zedbl_v1.rom	\N	\N	2097152	1a21d90c	4793ab06421228ad122e359653ed0f1339b90c7a	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	zedblade	zedbl_v2.rom	\N	\N	2097152	b61686c3	5a3405e833ce36abb7421190438b5cccc8537919	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	zedblade	zedbl_v3.rom	\N	\N	1048576	b90658fa	b9a4b34565ce3688495c47e35c9b888ef686ae9f	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	zedblade	zedbl_c1.rom	\N	\N	2097152	4d9cb038	c0b52b32e1fa719b99ae242d61d5dbea1437331c	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	zedblade	zedbl_c2.rom	\N	\N	2097152	09233884	1895cd0d126a022bce1cc4c7a569032d89f35e3f	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	zedblade	zedbl_c3.rom	\N	\N	2097152	d06431e3	643bd1ad74af272795b02143ba80a76e375036ab	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	zedblade	zedbl_c4.rom	\N	\N	2097152	4b1c089b	cd63961d88c5be84673cce83c683a86b222a064d	\N	\N	\N	\N	\N	\N	
game	Calice_v0.6.6	diggerma	\N	\N	\N	neogeo	\N	Diggerman	2000	Face	\N	\N	\N	
game_rom	Calice_v0.6.6	diggerma	dig_c1.rom	\N	\N	524288	3db0a4ed	6214faa883d97ea05809b6af7e0c85a236a18a28	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	diggerma	dig_c2.rom	\N	\N	524288	3e632161	83711c4286fb1d9f3f91414ac6e5fed36618033e	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	diggerma	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	diggerma	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	diggerma	dig_p1.rom	\N	\N	524288	eda433d7	abb14c66777ab0fe4ac76a402e253a49df7178d8	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	diggerma	dig_s1.rom	\N	\N	65536	75a88c1f	295dd9225f1e3d2fc64a65b3c287c7f1765417b1	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	diggerma	dig_m1.rom	\N	\N	65536	833cdf1b	3a92c79adbe0d37956ea46a4746d6f1cbf7d2c14	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	diggerma	dig_v1.rom	\N	\N	524288	ee15bda4	fe2206728e6efd02d6302869a98b196eb19a17df	\N	\N	\N	\N	\N	\N	
game	Calice_v0.6.6	bigkarnk	\N	\N	\N	\N	\N	Big Karnak	1991	Gaelco	\N	\N	\N	
game_rom	Calice_v0.6.6	bigkarnk	d16	\N	\N	262144	44fb9c73	c33852b37afea15482f4a43cb045434660e7a056	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	bigkarnk	d19	\N	\N	262144	ff79dfdd	2bfa440299317967ba2018d3a148291ae0c144ae	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	bigkarnk	d5	\N	\N	65536	3b73b9c5	1b1c5545609a695dab87d611bd53e0c3dd91e6b7	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	bigkarnk	h5	\N	\N	524288	20e239ff	685059340f0f3a8e3c98702bd760dae685a58ddb	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	bigkarnk	h10	\N	\N	524288	ab442855	bcd69d4908ff8dc1b2215d2c2d2e54b950e0c015	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	bigkarnk	h8	\N	\N	524288	83dce5a3	b4f9473e93c96f4b86c446e89d13fd3ef2b03996	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	bigkarnk	h6	\N	\N	524288	24e84b24	c0ad6ce1e4b8aa7b9c9a3db8bb0165e90f4b48ed	\N	\N	\N	\N	\N	\N	
