game	Callus95_v0.42_patch_2.4	1941	\N	\N	\N	\N	\N	1941 - Counter Attack (World)	1990	Capcom	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	slammast	mb_qa.rom	\N	\N	131072	e21a03c4	98c03fd2c9b6bf8a4fc25a4edca87fff7c3c3819	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	slammast	mb_q1.rom	\N	\N	524288	0630c3ce	520fc74c5c3638f611fa2f1b5efb08b91747e29b	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	slammast	mb_q2.rom	\N	\N	524288	354f9c21	1dc6b39791fd0f760697f409a6b62361a7bf62e9	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	slammast	mb_q3.rom	\N	\N	524288	7838487c	056b7da05cfca46873edacd674ca25c70855c6db	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	slammast	mb_q4.rom	\N	\N	524288	ab66e087	066ea69a0157e8647eea3c44d0a1843898860678	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	slammast	mb_q5.rom	\N	\N	524288	c789fef2	10d1e3d92288fccd4e064a3716a788a165efc3c9	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	slammast	mb_q6.rom	\N	\N	524288	ecb81b61	e339f21ae47de4782f3b338befcdac659c3503f6	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	slammast	mb_q7.rom	\N	\N	524288	041e49ba	3220b033a5c0cfbbe75c0c113cf2db39fb093a7e	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	slammast	mb_q8.rom	\N	\N	524288	59fe702a	807178dfc6d864e49fd7aabb5c4895835cf0e85b	\N	\N	\N	\N	\N	\N	
game	Callus95_v0.42_patch_2.4	mbomberj	\N	\N	slammast	slammast	\N	Muscle Bomber - The Body Explosion (Japan)	1993	Capcom	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbomberj	mbj23e	\N	\N	524288	0d06036a	e1b102888038b4bb612a41ac94a43333d468a245	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbomberj	mbe_24b.rom	mbe_24b.rom	\N	131072	95d5e729	df3be896e55c92eb50887a4317178a3d11048433	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbomberj	mbe_28b.rom	mbe_28b.rom	\N	131072	b1c7cbcb	cf5ad72be4a055db876e7347b1826325b9bf81d9	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbomberj	mbe_25b.rom	mbe_25b.rom	\N	131072	a50d3fd4	dc3d108c3bc27f45b8b2e11919ba2a86e05b41d1	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbomberj	mbe_29b.rom	mbe_29b.rom	\N	131072	08e32e56	70ad78b079f777ec02089f0df20ce2baad7adce5	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbomberj	mbe_21a.rom	mbe_21a.rom	\N	524288	d5007b05	c55e55908aeda40ca2318c76ccbc05d333676875	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbomberj	mbe_20a.rom	mbe_20a.rom	\N	524288	aeb557b0	530551942961d776f0a85852e02bb243840ca671	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbomberj	mb03	\N	\N	524288	cb866c2f	b087f52e3b2a514a209612319d1d7c4f1c12b8bd	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbomberj	mb_gfx06.rom	mb_gfx06.rom	\N	524288	b76c70e9	c21e255815ec9a985919dbd760ed266c28bd47cd	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbomberj	mb_gfx11.rom	mb_gfx11.rom	\N	524288	8fb94743	294f6182c8a41b640d1f57cb5e3a2abce3b06482	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbomberj	mb01	\N	\N	524288	a53b1c81	d1efb88eeaf6e30e51aaf1432078003e52454dd9	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbomberj	mb_gfx05.rom	mb_gfx05.rom	\N	524288	506b9dc9	933bf2fb9bcc1a408f961f0e7052da80144bddad	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbomberj	mb_gfx10.rom	mb_gfx10.rom	\N	524288	97976ff5	ec9d3460816ab971a02fbce42960283091777e47	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbomberj	mb04	\N	\N	524288	c9143e75	e30090625ef6ac971a4f65d53f5458cebb5f146c	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbomberj	mb_gfx08.rom	mb_gfx08.rom	\N	524288	e60c9556	b91c14092aa8dbb0922d96998123ef1970a658f6	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbomberj	mb_gfx13.rom	mb_gfx13.rom	\N	524288	da810d5f	392bbd405244b8c99024c9228cfec6a7ef0accdb	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbomberj	mb02	\N	\N	524288	23fe10f6	deefa7cac4394b0642f7fb444f9374dbe0bc8843	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbomberj	mb_gfx07.rom	mb_gfx07.rom	\N	524288	aff8c2fb	ce37a6d5b1eb58c2d74f23f84ec824c214c93217	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbomberj	mb_gfx12.rom	mb_gfx12.rom	\N	524288	b350a840	2b8b996cd08051e7e8e134bff5448775d78058a0	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbomberj	mb_qa.rom	mb_qa.rom	\N	131072	e21a03c4	98c03fd2c9b6bf8a4fc25a4edca87fff7c3c3819	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbomberj	mb_q1.rom	mb_q1.rom	\N	524288	0630c3ce	520fc74c5c3638f611fa2f1b5efb08b91747e29b	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbomberj	mb_q2.rom	mb_q2.rom	\N	524288	354f9c21	1dc6b39791fd0f760697f409a6b62361a7bf62e9	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbomberj	mb_q3.rom	mb_q3.rom	\N	524288	7838487c	056b7da05cfca46873edacd674ca25c70855c6db	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbomberj	mb_q4.rom	mb_q4.rom	\N	524288	ab66e087	066ea69a0157e8647eea3c44d0a1843898860678	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbomberj	mb_q5.rom	mb_q5.rom	\N	524288	c789fef2	10d1e3d92288fccd4e064a3716a788a165efc3c9	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbomberj	mb_q6.rom	mb_q6.rom	\N	524288	ecb81b61	e339f21ae47de4782f3b338befcdac659c3503f6	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbomberj	mb_q7.rom	mb_q7.rom	\N	524288	041e49ba	3220b033a5c0cfbbe75c0c113cf2db39fb093a7e	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbomberj	mb_q8.rom	mb_q8.rom	\N	524288	59fe702a	807178dfc6d864e49fd7aabb5c4895835cf0e85b	\N	\N	\N	\N	\N	\N	
game	Callus95_v0.42_patch_2.4	mbombrd	\N	\N	slammast	slammast	\N	Muscle Bomber Duo - Ultimate Team Battle (World)	1993	Capcom	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrd	mbde_26.rom	\N	\N	131072	72b7451c	380ef57bb00f1c92d2f29e551b0a670eb5a56cb7	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrd	mbde_30.rom	\N	\N	131072	a036dc16	a68cf74976f482dbc581734e143669511a9a4bee	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrd	mbde_27.rom	\N	\N	131072	4086f534	a2b949f00035b06cb1cd01185902daca3d89d0e3	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrd	mbde_31.rom	\N	\N	131072	085f47f0	ac93a196faf17b7dbe7179ce1e850d9cd7293a21	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrd	mbde_24.rom	\N	\N	131072	c20895a5	35116f7ef8576753ec989647ca2f6a6131d6909f	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrd	mbde_28.rom	\N	\N	131072	2618d5e1	50797c6dda04df95267ff9ef08933c17c3ce7057	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrd	mbde_25.rom	\N	\N	131072	9bdb6b11	fbfbd6b5a72ca3237713ce43a798660f899b707d	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrd	mbde_29.rom	\N	\N	131072	3f52d5e5	0b1ed8e876a6ec2cfb83676afe43a81e8a033e52	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrd	mbde_21.rom	\N	\N	524288	690c026a	80ad780743b50750b6bfe1d4e28efe98e562233e	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrd	mbde_20.rom	\N	\N	524288	b8b2139b	88c9169a9979b711ab7afb8272df0a1c80bb357b	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrd	mb_gfx02.rom	mb_gfx02.rom	\N	524288	2ffbfea8	13e30133664a009686e1114c92b558bdbb91ea32	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrd	mb_gfx06.rom	mb_gfx06.rom	\N	524288	b76c70e9	c21e255815ec9a985919dbd760ed266c28bd47cd	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrd	mb_gfx11.rom	mb_gfx11.rom	\N	524288	8fb94743	294f6182c8a41b640d1f57cb5e3a2abce3b06482	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrd	mb_gfx01.rom	mb_gfx01.rom	\N	524288	41468e06	fb365798f2889a20eebaea2393c9c2c8827003c4	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrd	mb_gfx05.rom	mb_gfx05.rom	\N	524288	506b9dc9	933bf2fb9bcc1a408f961f0e7052da80144bddad	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrd	mb_gfx10.rom	mb_gfx10.rom	\N	524288	97976ff5	ec9d3460816ab971a02fbce42960283091777e47	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrd	mb_gfx04.rom	mb_gfx04.rom	\N	524288	1eb9841d	685da3e011a96b36be9f639a241b2f8f27da4629	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrd	mb_gfx08.rom	mb_gfx08.rom	\N	524288	e60c9556	b91c14092aa8dbb0922d96998123ef1970a658f6	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrd	mb_gfx13.rom	mb_gfx13.rom	\N	524288	da810d5f	392bbd405244b8c99024c9228cfec6a7ef0accdb	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrd	mb_gfx03.rom	mb_gfx03.rom	\N	524288	f453aa9e	24a103dc6f0dc96f8d0f6164ad732909c9cd2d6a	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrd	mb_gfx07.rom	mb_gfx07.rom	\N	524288	aff8c2fb	ce37a6d5b1eb58c2d74f23f84ec824c214c93217	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrd	mb_gfx12.rom	mb_gfx12.rom	\N	524288	b350a840	2b8b996cd08051e7e8e134bff5448775d78058a0	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrd	mb_q.rom	\N	\N	131072	d6fa76d1	3bfcb703e0e458ef1bb843230f8537167f1d4c3c	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrd	mb_q1.rom	mb_q1.rom	\N	524288	0630c3ce	520fc74c5c3638f611fa2f1b5efb08b91747e29b	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrd	mb_q2.rom	mb_q2.rom	\N	524288	354f9c21	1dc6b39791fd0f760697f409a6b62361a7bf62e9	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrd	mb_q3.rom	mb_q3.rom	\N	524288	7838487c	056b7da05cfca46873edacd674ca25c70855c6db	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrd	mb_q4.rom	mb_q4.rom	\N	524288	ab66e087	066ea69a0157e8647eea3c44d0a1843898860678	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrd	mb_q5.rom	mb_q5.rom	\N	524288	c789fef2	10d1e3d92288fccd4e064a3716a788a165efc3c9	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrd	mb_q6.rom	mb_q6.rom	\N	524288	ecb81b61	e339f21ae47de4782f3b338befcdac659c3503f6	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrd	mb_q7.rom	mb_q7.rom	\N	524288	041e49ba	3220b033a5c0cfbbe75c0c113cf2db39fb093a7e	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrd	mb_q8.rom	mb_q8.rom	\N	524288	59fe702a	807178dfc6d864e49fd7aabb5c4895835cf0e85b	\N	\N	\N	\N	\N	\N	
game	Callus95_v0.42_patch_2.4	mbombrdj	\N	\N	slammast	slammast	\N	Muscle Bomber Duo - Heat Up Warriors (Japan)	1993	Capcom	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrdj	mbde_26.rom	\N	\N	131072	72b7451c	380ef57bb00f1c92d2f29e551b0a670eb5a56cb7	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrdj	mbde30.rom	\N	\N	131072	beff31cf	8a3a1fa848fe8fad239d21aef1871e54bbcb582f	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrdj	mbde_27.rom	\N	\N	131072	4086f534	a2b949f00035b06cb1cd01185902daca3d89d0e3	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrdj	mbde_31.rom	\N	\N	131072	085f47f0	ac93a196faf17b7dbe7179ce1e850d9cd7293a21	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrdj	mbde_24.rom	\N	\N	131072	c20895a5	35116f7ef8576753ec989647ca2f6a6131d6909f	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrdj	mbde_28.rom	\N	\N	131072	2618d5e1	50797c6dda04df95267ff9ef08933c17c3ce7057	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrdj	mbde_25.rom	\N	\N	131072	9bdb6b11	fbfbd6b5a72ca3237713ce43a798660f899b707d	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrdj	mbde_29.rom	\N	\N	131072	3f52d5e5	0b1ed8e876a6ec2cfb83676afe43a81e8a033e52	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrdj	mbde_21.rom	\N	\N	524288	690c026a	80ad780743b50750b6bfe1d4e28efe98e562233e	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrdj	mbde_20.rom	\N	\N	524288	b8b2139b	88c9169a9979b711ab7afb8272df0a1c80bb357b	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrdj	mb03	\N	\N	524288	cb866c2f	b087f52e3b2a514a209612319d1d7c4f1c12b8bd	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrdj	mb_gfx06.rom	mb_gfx06.rom	\N	524288	b76c70e9	c21e255815ec9a985919dbd760ed266c28bd47cd	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrdj	mb_gfx11.rom	mb_gfx11.rom	\N	524288	8fb94743	294f6182c8a41b640d1f57cb5e3a2abce3b06482	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrdj	mb01	\N	\N	524288	a53b1c81	d1efb88eeaf6e30e51aaf1432078003e52454dd9	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrdj	mb_gfx05.rom	mb_gfx05.rom	\N	524288	506b9dc9	933bf2fb9bcc1a408f961f0e7052da80144bddad	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrdj	mb_gfx10.rom	mb_gfx10.rom	\N	524288	97976ff5	ec9d3460816ab971a02fbce42960283091777e47	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrdj	mb04	\N	\N	524288	c9143e75	e30090625ef6ac971a4f65d53f5458cebb5f146c	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrdj	mb_gfx08.rom	mb_gfx08.rom	\N	524288	e60c9556	b91c14092aa8dbb0922d96998123ef1970a658f6	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrdj	mb_gfx13.rom	mb_gfx13.rom	\N	524288	da810d5f	392bbd405244b8c99024c9228cfec6a7ef0accdb	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrdj	mb02	\N	\N	524288	23fe10f6	deefa7cac4394b0642f7fb444f9374dbe0bc8843	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrdj	mb_gfx07.rom	mb_gfx07.rom	\N	524288	aff8c2fb	ce37a6d5b1eb58c2d74f23f84ec824c214c93217	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrdj	mb_gfx12.rom	mb_gfx12.rom	\N	524288	b350a840	2b8b996cd08051e7e8e134bff5448775d78058a0	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrdj	mb_q.rom	\N	\N	131072	d6fa76d1	3bfcb703e0e458ef1bb843230f8537167f1d4c3c	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrdj	mb_q1.rom	mb_q1.rom	\N	524288	0630c3ce	520fc74c5c3638f611fa2f1b5efb08b91747e29b	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrdj	mb_q2.rom	mb_q2.rom	\N	524288	354f9c21	1dc6b39791fd0f760697f409a6b62361a7bf62e9	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrdj	mb_q3.rom	mb_q3.rom	\N	524288	7838487c	056b7da05cfca46873edacd674ca25c70855c6db	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrdj	mb_q4.rom	mb_q4.rom	\N	524288	ab66e087	066ea69a0157e8647eea3c44d0a1843898860678	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrdj	mb_q5.rom	mb_q5.rom	\N	524288	c789fef2	10d1e3d92288fccd4e064a3716a788a165efc3c9	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrdj	mb_q6.rom	mb_q6.rom	\N	524288	ecb81b61	e339f21ae47de4782f3b338befcdac659c3503f6	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrdj	mb_q7.rom	mb_q7.rom	\N	524288	041e49ba	3220b033a5c0cfbbe75c0c113cf2db39fb093a7e	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	mbombrdj	mb_q8.rom	mb_q8.rom	\N	524288	59fe702a	807178dfc6d864e49fd7aabb5c4895835cf0e85b	\N	\N	\N	\N	\N	\N	
game	Callus95_v0.42_patch_2.4	slammasu	\N	\N	slammast	slammast	\N	Saturday Night Slam Masters (US)	1993	Capcom	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	slammasu	mbu-23e.rom	\N	\N	524288	224f0062	d961f2e7db7acac576539c24a69e7dd9bf8fc406	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	slammasu	mbe_24b.rom	mbe_24b.rom	\N	131072	95d5e729	df3be896e55c92eb50887a4317178a3d11048433	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	slammasu	mbe_28b.rom	mbe_28b.rom	\N	131072	b1c7cbcb	cf5ad72be4a055db876e7347b1826325b9bf81d9	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	slammasu	mbe_25b.rom	mbe_25b.rom	\N	131072	a50d3fd4	dc3d108c3bc27f45b8b2e11919ba2a86e05b41d1	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	slammasu	mbe_29b.rom	mbe_29b.rom	\N	131072	08e32e56	70ad78b079f777ec02089f0df20ce2baad7adce5	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	slammasu	mbe_21a.rom	mbe_21a.rom	\N	524288	d5007b05	c55e55908aeda40ca2318c76ccbc05d333676875	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	slammasu	mbu-20a.rom	\N	\N	524288	fc848af5	cd3f6e50779b89ee57a9d08bfa1d58dea286457c	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	slammasu	mb_gfx02.rom	mb_gfx02.rom	\N	524288	2ffbfea8	13e30133664a009686e1114c92b558bdbb91ea32	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	slammasu	mb_gfx06.rom	mb_gfx06.rom	\N	524288	b76c70e9	c21e255815ec9a985919dbd760ed266c28bd47cd	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	slammasu	mb_gfx11.rom	mb_gfx11.rom	\N	524288	8fb94743	294f6182c8a41b640d1f57cb5e3a2abce3b06482	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	slammasu	mb_gfx01.rom	mb_gfx01.rom	\N	524288	41468e06	fb365798f2889a20eebaea2393c9c2c8827003c4	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	slammasu	mb_gfx05.rom	mb_gfx05.rom	\N	524288	506b9dc9	933bf2fb9bcc1a408f961f0e7052da80144bddad	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	slammasu	mb_gfx10.rom	mb_gfx10.rom	\N	524288	97976ff5	ec9d3460816ab971a02fbce42960283091777e47	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	slammasu	mb_gfx04.rom	mb_gfx04.rom	\N	524288	1eb9841d	685da3e011a96b36be9f639a241b2f8f27da4629	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	slammasu	mb_gfx08.rom	mb_gfx08.rom	\N	524288	e60c9556	b91c14092aa8dbb0922d96998123ef1970a658f6	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	slammasu	mb_gfx13.rom	mb_gfx13.rom	\N	524288	da810d5f	392bbd405244b8c99024c9228cfec6a7ef0accdb	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	slammasu	mb_gfx03.rom	mb_gfx03.rom	\N	524288	f453aa9e	24a103dc6f0dc96f8d0f6164ad732909c9cd2d6a	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	slammasu	mb_gfx07.rom	mb_gfx07.rom	\N	524288	aff8c2fb	ce37a6d5b1eb58c2d74f23f84ec824c214c93217	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	slammasu	mb_gfx12.rom	mb_gfx12.rom	\N	524288	b350a840	2b8b996cd08051e7e8e134bff5448775d78058a0	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	slammasu	mb_qa.rom	mb_qa.rom	\N	131072	e21a03c4	98c03fd2c9b6bf8a4fc25a4edca87fff7c3c3819	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	slammasu	mb_q1.rom	mb_q1.rom	\N	524288	0630c3ce	520fc74c5c3638f611fa2f1b5efb08b91747e29b	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	slammasu	mb_q2.rom	mb_q2.rom	\N	524288	354f9c21	1dc6b39791fd0f760697f409a6b62361a7bf62e9	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	slammasu	mb_q3.rom	mb_q3.rom	\N	524288	7838487c	056b7da05cfca46873edacd674ca25c70855c6db	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	slammasu	mb_q4.rom	mb_q4.rom	\N	524288	ab66e087	066ea69a0157e8647eea3c44d0a1843898860678	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	slammasu	mb_q5.rom	mb_q5.rom	\N	524288	c789fef2	10d1e3d92288fccd4e064a3716a788a165efc3c9	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	slammasu	mb_q6.rom	mb_q6.rom	\N	524288	ecb81b61	e339f21ae47de4782f3b338befcdac659c3503f6	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	slammasu	mb_q7.rom	mb_q7.rom	\N	524288	041e49ba	3220b033a5c0cfbbe75c0c113cf2db39fb093a7e	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	slammasu	mb_q8.rom	mb_q8.rom	\N	524288	59fe702a	807178dfc6d864e49fd7aabb5c4895835cf0e85b	\N	\N	\N	\N	\N	\N	
game	Callus95_v0.42_patch_2.4	strider	\N	\N	\N	\N	\N	Strider (US)	1989	Capcom	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	strider	strider.30	\N	\N	131072	da997474	3e4ac98f9a6967d61899281b31c7de779723397b	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	strider	strider.35	\N	\N	131072	5463aaa3	e2d07ec2d818e9a2e2d7a77ff0309ae4011c0083	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	strider	strider.31	\N	\N	131072	d20786db	c9c75488e6bb37cfd0d56073faf87ff5713bc9a0	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	strider	strider.36	\N	\N	131072	21aa2863	446dc9280630318deb423531210a4eedfb4adfa6	\N	\N	\N	\N	\N	\N	
