game	AAE_Alpha_Build_87	alienst	\N	\N	\N	\N	\N	Aliens (Tempest Prototype)	2001	Atari	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tacscan	1681a.prom-u12	\N	\N	2048	77028885	bc981620ebbfbe4e32b3b4d00504475634454c57	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tacscan	1682a.prom-u13	\N	\N	2048	babe5cf1	26219b7a26f818fee2fe579ec6fb0b16c6bf056f	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tacscan	1683a.prom-u14	\N	\N	2048	1b98b618	19854cb2741ba37c11ae6d429fa6c17ff930f5e5	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tacscan	1684a.prom-u15	\N	\N	2048	cb3ded3b	f1e886f4f71b0f6f2c11fb8b4921c3452fc9b2c0	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tacscan	1685a.prom-u16	\N	\N	2048	43016a79	ee22c1fe0c8df90d9215175104f8a796c3d2aed3	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tacscan	1686a.prom-u17	\N	\N	2048	a4397772	cadc95b869f5bf5dba7f03dfe5ae64a50899cced	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tacscan	1687a.prom-u18	\N	\N	2048	002f3bc4	7f3795a05d5651c90cdcd4d00c46d05178b433ea	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tacscan	1688a.prom-u19	\N	\N	2048	0326d87a	3a5ea4526db417b9e00b24b019c1c6016773c9e7	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tacscan	1709a.prom-u20	\N	\N	2048	f35ed1ec	dce95a862af0c6b67fb76b99fee0523d53b7551c	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tacscan	1710a.prom-u21	\N	\N	2048	6203be22	89731c7c88d0125a11368d707f566eb53c783266	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tacscan	1711a.cpu-u25	\N	\N	2048	0da13158	256c5441a4841441501c9b7bcf09e0e99e8dd671	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tacscan	s-c.xyt-u39	\N	\N	1024	56484d19	61f43126fdcfc230638ed47085ae037a098e6781	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	tailg	\N	\N	\N	\N	\N	Tailgunner	1979	Cinematronics	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tailg	tgunner.p70	\N	\N	2048	8d7410b3	59ead49bd229a873f15334d0999c872d3d6581d4	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tailg	tgunner.p71	\N	\N	2048	8e2c8494	65e461ec4938f9895e5ac31442193e06c8731dc1	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tailg	tgunner.t70	\N	\N	2048	21ec9a04	b442f34360d1d4769e7bca73a2d79ce97d335460	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tailg	tgunner.t71	\N	\N	2048	2c954ab6	9edf189a19b50a9abf458d4ef8ba25b53934385e	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	tempest	\N	\N	\N	\N	\N	Tempest (rev 3)	1980	Atari	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest	136002-113.d1	\N	\N	2048	65d61fe7	38a1e8a8f65b7887cf3e190269fe4ce2c6f818aa	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest	136002-114.e1	\N	\N	2048	11077375	ed8ff0ca969da6672a7683b93d4fcf2935a0d903	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest	136002-115.f1	\N	\N	2048	f3e2827a	bd04fcfbbba995e08c3144c1474fcddaaeb1c700	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest	136002-118.k1	\N	\N	2048	beb352ab	f213166d3970e0bd0f29d8dea8d6afa6990cce38	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest	136002-119.lm1	\N	\N	2048	a4de050f	ea302e43a313a5a18115e74ddbaaedde0fbecda7	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest	136002-120.mn1	\N	\N	2048	35619648	48f1e8bed7ec6afa0b4c549a30e5ec331c071e40	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest	136002-121.p1	\N	\N	2048	73d38e47	9980606376a79ba94f8e2a325871a6c8d10d83fc	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest	136002-123.np3	\N	\N	2048	29f7e937	686c8b9b8901262e743497cee7f2f7dd5cb3af7e	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest	136002-124.r3	\N	\N	2048	c16ec351	a30a3662c740810c0f20e3712679606921b8ca06	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest	136002-217.j1	\N	\N	2048	ef2eb645	b1a2c969e8897e335d5354de6ae04a65d4b2a1e4	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest	136002-222.r1	\N	\N	2048	707bd5c3	2f0af6fb7154c244c794f7247e5c16a1e06ddf7d	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest	136002-316.h1	\N	\N	2048	aeb0f7e9	a5cc25015b98692673cfc1c7c2e9634efd750870	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	tempest1	\N	\N	\N	\N	\N	Tempest (rev 1)	1980	Atari	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest1	136002-113.d1	\N	\N	2048	65d61fe7	38a1e8a8f65b7887cf3e190269fe4ce2c6f818aa	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest1	136002-114.e1	\N	\N	2048	11077375	ed8ff0ca969da6672a7683b93d4fcf2935a0d903	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest1	136002-115.f1	\N	\N	2048	f3e2827a	bd04fcfbbba995e08c3144c1474fcddaaeb1c700	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest1	136002-116.h1	\N	\N	2048	7356896c	a013ede292189a8f5a907de882ee1a573d784b3c	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest1	136002-117.j1	\N	\N	2048	55952119	470d914fa52fce3786cb6330889876d3547dca65	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest1	136002-118.k1	\N	\N	2048	beb352ab	f213166d3970e0bd0f29d8dea8d6afa6990cce38	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest1	136002-119.lm1	\N	\N	2048	a4de050f	ea302e43a313a5a18115e74ddbaaedde0fbecda7	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest1	136002-120.mn1	\N	\N	2048	35619648	48f1e8bed7ec6afa0b4c549a30e5ec331c071e40	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest1	136002-121.p1	\N	\N	2048	73d38e47	9980606376a79ba94f8e2a325871a6c8d10d83fc	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest1	136002-122.r1	\N	\N	2048	796a9918	c862a0d4ea330161e4c3cc8e5e9ad38893fffbd4	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest1	136002-123.np3	\N	\N	2048	29f7e937	686c8b9b8901262e743497cee7f2f7dd5cb3af7e	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest1	136002-124.r3	\N	\N	2048	c16ec351	a30a3662c740810c0f20e3712679606921b8ca06	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	tempest2	\N	\N	\N	\N	\N	Tempest (rev 2)	1980	Atari	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest2	136002-113.d1	\N	\N	2048	65d61fe7	38a1e8a8f65b7887cf3e190269fe4ce2c6f818aa	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest2	136002-114.e1	\N	\N	2048	11077375	ed8ff0ca969da6672a7683b93d4fcf2935a0d903	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest2	136002-115.f1	\N	\N	2048	f3e2827a	bd04fcfbbba995e08c3144c1474fcddaaeb1c700	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest2	136002-116.h1	\N	\N	2048	7356896c	a013ede292189a8f5a907de882ee1a573d784b3c	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest2	136002-118.k1	\N	\N	2048	beb352ab	f213166d3970e0bd0f29d8dea8d6afa6990cce38	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest2	136002-119.lm1	\N	\N	2048	a4de050f	ea302e43a313a5a18115e74ddbaaedde0fbecda7	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest2	136002-120.mn1	\N	\N	2048	35619648	48f1e8bed7ec6afa0b4c549a30e5ec331c071e40	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest2	136002-121.p1	\N	\N	2048	73d38e47	9980606376a79ba94f8e2a325871a6c8d10d83fc	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest2	136002-123.np3	\N	\N	2048	29f7e937	686c8b9b8901262e743497cee7f2f7dd5cb3af7e	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest2	136002-124.r3	\N	\N	2048	c16ec351	a30a3662c740810c0f20e3712679606921b8ca06	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest2	136002-217.j1	\N	\N	2048	ef2eb645	b1a2c969e8897e335d5354de6ae04a65d4b2a1e4	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest2	136002-222.r1	\N	\N	2048	707bd5c3	2f0af6fb7154c244c794f7247e5c16a1e06ddf7d	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	tempest3	\N	\N	\N	\N	\N	Tempest (rev 2, Revised Hardware)	1980	Atari	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest3	136002-133.d1	\N	\N	4096	de4e9e34	04be074e45bf5cd95a852af97cd04e35b7f27fc4	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest3	136002-134.f1	\N	\N	4096	65a9a9f9	73aa7d6f4e7093ccb2d97f6344f354872bcfd72a	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest3	136002-136.lm1	\N	\N	4096	c88e3524	89144baf1efc703b2336774793ce345b37829ee7	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest3	136002-138.np3	\N	\N	4096	9995256d	2b725ee1a57d423c7d7377a1744f48412e0f2f69	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest3	136002-235.j1	\N	\N	4096	a4b2ce3f	a5f5fb630a48c5d25346f90d4c13aaa98f60b228	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempest3	136002-237.p1	\N	\N	4096	1d0cc503	7bef95db9b1102d6b1166bda0ccb276ef4cc3764	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	tempestm	\N	\N	\N	\N	\N	TempestMulti (Clay Cowgill)	2001	Clay Cowgill	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	menu_r3.bin	\N	\N	2048	c16ec351	a30a3662c740810c0f20e3712679606921b8ca06	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	menu_d1.bin	\N	\N	2048	8a6633fb	b143a5d2019f24666b350b40b0dab2924bb9c7c0	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	menu_n3.bin	\N	\N	2048	29f7e937	686c8b9b8901262e743497cee7f2f7dd5cb3af7e	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	menu_f1.bin	\N	\N	2048	12f62746	37356b5738c27ffe4c38f1b6cf99ae21441d8e8e	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	menu_e1.bin	\N	\N	2048	2eedfdf6	2ed494bd8610bebd07284289ca8b7059fd805300	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	menu_r1.bin	\N	\N	2048	1d8f194a	c77f6b83f5c498c0f2d5372089a4604913a4aad5	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	136002.113	\N	\N	2048	65d61fe7	38a1e8a8f65b7887cf3e190269fe4ce2c6f818aa	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	136002.114	\N	\N	2048	11077375	ed8ff0ca969da6672a7683b93d4fcf2935a0d903	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	136002.115	\N	\N	2048	f3e2827a	bd04fcfbbba995e08c3144c1474fcddaaeb1c700	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	136002.116	\N	\N	2048	7356896c	a013ede292189a8f5a907de882ee1a573d784b3c	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	136002.117	\N	\N	2048	55952119	470d914fa52fce3786cb6330889876d3547dca65	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	136002.118	\N	\N	2048	beb352ab	f213166d3970e0bd0f29d8dea8d6afa6990cce38	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	alienst/aliens_d1.bin	\N	\N	2048	337e21f6	7adadeaa975e22f0b20e8f1fb6ad68b5c3934133	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	alienst/aliens_e1.bin	\N	\N	2048	337e21f6	7adadeaa975e22f0b20e8f1fb6ad68b5c3934133	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	alienst/aliens_f1.bin	\N	\N	2048	4d2aabb0	31106a1fc22d2a19866f07b8d6c6f4bf76007909	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	alienst/aliens_h1.bin	\N	\N	2048	a503f54a	91ebf9f69a183a04a5bf55fcdd9e191523bb66bb	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	alienst/aliens_j1.bin	\N	\N	2048	5487d531	c95f037151b824345af03f27a6c3c7eb8a899b2c	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	alienst/aliens_k1.bin	\N	\N	2048	0ac96e87	37461e84e6f46516c25dbf4ddb2ffd65877445c0	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	alienst/aliens_l1.bin	\N	\N	2048	cd246ac2	de2e6fe2e72c092c3874e797fc302a71dbf57710	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	alienst/aliens_n1.bin	\N	\N	2048	bd98c5f3	268487d9cf46b4b7b49eab7420d078bf676e636c	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	alienst/aliens_n3.bin	\N	\N	2048	5c8fd38b	bb0d6bd062eba53b5d64b3f444d5ce0a34728bf5	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	alienst/aliens_p1.bin	\N	\N	2048	7c10adbd	38579128a90bff4a7a4ae46d6aaa42118b8bc218	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	alienst/aliens_r1.bin	\N	\N	2048	555c3070	032f03af23c7ccac8a2bf50c3c646e141921ffee	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	alienst/aliens_r3.bin	\N	\N	2048	6cabcd08	e3950de50f3dfbc4d4d2f4fe26625d8ef94c0819	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	vbreak/136002.113	\N	\N	2048	65d61fe7	38a1e8a8f65b7887cf3e190269fe4ce2c6f818aa	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	vbreak/136002.114	\N	\N	2048	11077375	ed8ff0ca969da6672a7683b93d4fcf2935a0d903	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	vbreak/136002.115	\N	\N	2048	f3e2827a	bd04fcfbbba995e08c3144c1474fcddaaeb1c700	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	vbreak/136002.116	\N	\N	2048	7356896c	a013ede292189a8f5a907de882ee1a573d784b3c	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	vbreak/136002.117	\N	\N	2048	55952119	470d914fa52fce3786cb6330889876d3547dca65	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	vbreak/136002.118	\N	\N	2048	beb352ab	f213166d3970e0bd0f29d8dea8d6afa6990cce38	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	vbreak/vb_d1.bin	\N	\N	2048	6fd3efe5	d195d08984ad8797607bc1989e8a606d51547c68	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	vbreak/vb_e1.bin	\N	\N	2048	9974b9a5	6ecc6f72070895bb15992977348f58835233911f	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	vbreak/vb_f1.bin	\N	\N	2048	44d611d8	82cd63fc9067ea1f00feeffbee66e7d750cab7e5	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	vbreak/vb_n3.bin	\N	\N	2048	29f7e937	686c8b9b8901262e743497cee7f2f7dd5cb3af7e	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	vbreak/vb_r1.bin	\N	\N	2048	1ae2dd53	b908ba6b59195aea853380a56a243aa8fa2fba71	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	vbreak/vb_r3.bin	\N	\N	2048	c16ec351	a30a3662c740810c0f20e3712679606921b8ca06	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	vortex/d1.bin	\N	\N	2048	3aff3417	3b7c31f01b7467757ec85e98a17038e5df5720bb	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	vortex/e1.bin	\N	\N	2048	11861be3	a35797c649e8286c844cee6dac86ac50f4fbd669	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	vortex/f1.bin	\N	\N	2048	1d251111	2912a21dc708231e28d6164e54e593a8300b9c4a	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	vortex/h1.bin	\N	\N	2048	937a9859	336b25291533d19294f1ced730bbf20971849adf	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	vortex/j1.bin	\N	\N	2048	79481246	c5362670fd29ef1432f8e626323da395d6e8a675	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	vortex/k1.bin	\N	\N	2048	390f872a	c5463ea2d2307e21c941b5b459e3652c12154609	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	vortex/lm1.bin	\N	\N	2048	515760dd	773f06c9a64e72f9d3d8a5c622bf3ec2b4ba678d	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	vortex/mn1.bin	\N	\N	2048	c6c41c68	9323c07fc80a947142dde008c53f5e8c0b0c572d	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	vortex/n3.bin	\N	\N	2048	29c6a1cb	290702a1c0942a68e288b37963e51eba02177a3f	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	vortex/p1.bin	\N	\N	2048	3c2ff130	32ebabcb2cbd7aab5e29de2b873f02ed78776ae6	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	vortex/r1.bin	\N	\N	2048	67cafbb1	467515733d843398e6fe29661002536a1e6c8fc9	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	vortex/r3.bin	\N	\N	2048	7fbe5e21	e5de6c3af82e64444b0ddcda559e9cb4fbf6c1da	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	temptube/136002-113.d1	\N	\N	2048	65d61fe7	38a1e8a8f65b7887cf3e190269fe4ce2c6f818aa	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	temptube/136002-114.e1	\N	\N	2048	11077375	ed8ff0ca969da6672a7683b93d4fcf2935a0d903	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	temptube/136002-115.f1	\N	\N	2048	f3e2827a	bd04fcfbbba995e08c3144c1474fcddaaeb1c700	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	temptube/136002-119.lm1	\N	\N	2048	a4de050f	ea302e43a313a5a18115e74ddbaaedde0fbecda7	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	temptube/136002-120.mn1	\N	\N	2048	35619648	48f1e8bed7ec6afa0b4c549a30e5ec331c071e40	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	temptube/136002-121.p1	\N	\N	2048	73d38e47	9980606376a79ba94f8e2a325871a6c8d10d83fc	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	temptube/136002-123.np3	\N	\N	2048	29f7e937	686c8b9b8901262e743497cee7f2f7dd5cb3af7e	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	temptube/136002-124.r3	\N	\N	2048	c16ec351	a30a3662c740810c0f20e3712679606921b8ca06	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	temptube/136002-217.j1	\N	\N	2048	ef2eb645	b1a2c969e8897e335d5354de6ae04a65d4b2a1e4	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	temptube/136002-222.r1	\N	\N	2048	707bd5c3	2f0af6fb7154c244c794f7247e5c16a1e06ddf7d	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	temptube/136002-316.h1	\N	\N	2048	aeb0f7e9	a5cc25015b98692673cfc1c7c2e9634efd750870	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	temptube/tube-118.k1	\N	\N	2048	cefb03f0	41ddfa4991fa49a31d4740a04551556acca66196	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	tempest1/136002-113.d1	\N	\N	2048	65d61fe7	38a1e8a8f65b7887cf3e190269fe4ce2c6f818aa	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	tempest1/136002-114.e1	\N	\N	2048	11077375	ed8ff0ca969da6672a7683b93d4fcf2935a0d903	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	tempest1/136002-115.f1	\N	\N	2048	f3e2827a	bd04fcfbbba995e08c3144c1474fcddaaeb1c700	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	tempest1/136002-116.h1	\N	\N	2048	7356896c	a013ede292189a8f5a907de882ee1a573d784b3c	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	tempest1/136002-117.j1	\N	\N	2048	55952119	470d914fa52fce3786cb6330889876d3547dca65	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	tempest1/136002-118.k1	\N	\N	2048	beb352ab	f213166d3970e0bd0f29d8dea8d6afa6990cce38	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	tempest1/136002-119.lm1	\N	\N	2048	a4de050f	ea302e43a313a5a18115e74ddbaaedde0fbecda7	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	tempest1/136002-120.mn1	\N	\N	2048	35619648	48f1e8bed7ec6afa0b4c549a30e5ec331c071e40	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	tempest1/136002-121.p1	\N	\N	2048	73d38e47	9980606376a79ba94f8e2a325871a6c8d10d83fc	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	tempest1/136002-122.r1	\N	\N	2048	796a9918	c862a0d4ea330161e4c3cc8e5e9ad38893fffbd4	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	tempest1/136002-123.np3	\N	\N	2048	29f7e937	686c8b9b8901262e743497cee7f2f7dd5cb3af7e	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	tempest1/136002-124.r3	\N	\N	2048	c16ec351	a30a3662c740810c0f20e3712679606921b8ca06	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	tempest2/136002-113.d1	\N	\N	2048	65d61fe7	38a1e8a8f65b7887cf3e190269fe4ce2c6f818aa	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	tempest2/136002-114.e1	\N	\N	2048	11077375	ed8ff0ca969da6672a7683b93d4fcf2935a0d903	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	tempest2/136002-115.f1	\N	\N	2048	f3e2827a	bd04fcfbbba995e08c3144c1474fcddaaeb1c700	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	tempest2/136002-116.h1	\N	\N	2048	7356896c	a013ede292189a8f5a907de882ee1a573d784b3c	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	tempest2/136002-118.k1	\N	\N	2048	beb352ab	f213166d3970e0bd0f29d8dea8d6afa6990cce38	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	tempest2/136002-119.lm1	\N	\N	2048	a4de050f	ea302e43a313a5a18115e74ddbaaedde0fbecda7	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	tempest2/136002-120.mn1	\N	\N	2048	35619648	48f1e8bed7ec6afa0b4c549a30e5ec331c071e40	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	tempest2/136002-121.p1	\N	\N	2048	73d38e47	9980606376a79ba94f8e2a325871a6c8d10d83fc	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	tempest2/136002-123.np3	\N	\N	2048	29f7e937	686c8b9b8901262e743497cee7f2f7dd5cb3af7e	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	tempest2/136002-124.r3	\N	\N	2048	c16ec351	a30a3662c740810c0f20e3712679606921b8ca06	\N	\N	\N	\N	\N	\N	
