game	Laser_v0.20a	pong	\N	\N	\N	\N	\N	Pong	1972	Atari	\N	\N	\N	
game	Laser_v0.20a	lupin3	\N	\N	\N	\N	\N	Lupin III	1980	Taito	\N	\N	\N	
game_rom	Laser_v0.20a	lupin3	lp12.bin	\N	\N	2048	68a7f47a	dce99b3810331d7603fa468f1dea984e571f709b	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	lupin3	lp13.bin	\N	\N	2048	cae9a17b	a333ba7db45325996e3254ab36162bb7577e8a38	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	lupin3	lp14.bin	\N	\N	2048	3553b9e4	6affb5b6caf08f365c0dce669e44046295c3df91	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	lupin3	lp15.bin	\N	\N	2048	acbeef64	50d78cdc9938285b6bf9fa81fa0f6c30b23e0756	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	lupin3	lp16.bin	\N	\N	2048	19fcdc54	2f18ee8158321fff68886ffe793724001e8b18c2	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	lupin3	lp17.bin	\N	\N	2048	66289ab2	fc9b4a7b7a08d43f34beaf1a8e68ed0ff6148534	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	lupin3	lp18.bin	\N	\N	2048	2f07b4ba	982e4c437b39b45e23d15af1b2fc8c7aa3034559	\N	\N	\N	\N	\N	\N	
game	Laser_v0.20a	spclaser	\N	\N	\N	\N	\N	Space Laser	1980	Game Plan, Inc. (Taito)	\N	\N	\N	
game_rom	Laser_v0.20a	spclaser	la01	\N	\N	2048	bedc0078	a5bb0cbbb8e3f27d03beb8101b2be1111d73689d	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	spclaser	spcewarl.2	\N	\N	2048	43bc65c5	5f9827c02c2d221e1607359c840374ff7fb92fbf	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	spclaser	la03	\N	\N	2048	1083e9cc	7ad45c6230c9e02fcf51e3414c15e2237eebbd7a	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	spclaser	la04	\N	\N	2048	5116b234	b165b2574cbcb26a5bb43f91df5f8be5f111f486	\N	\N	\N	\N	\N	\N	
game	Laser_v0.20a	ozmawars	\N	\N	\N	\N	\N	Ozma Wars (set 1)	1979	SNK	\N	\N	\N	
game_rom	Laser_v0.20a	ozmawars	mw01	\N	\N	2048	31f4397d	bba9765aadd608d19e2515a5edf8e0eceb70916a	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	ozmawars	mw02	\N	\N	2048	d8e77c62	84fc81cf9a924ecbb13a008cd7435b7d465bddf6	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	ozmawars	mw03	\N	\N	2048	3bfa418f	7318878202322a2263551ca463e4c70943401f68	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	ozmawars	mw04	\N	\N	2048	e190ce6c	120898e9a683f5ce874c6fde761570a26de2fa8c	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	ozmawars	mw05	\N	\N	2048	3bc7d4c7	b084f8cd2ce0f502c2e915da3eceffcbb448e9c0	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	ozmawars	mw06	\N	\N	2048	99ca2eae	8d0f220f68043eff0c85d2de7bee7fd4365fb51c	\N	\N	\N	\N	\N	\N	
game	Laser_v0.20a	ozmawar2	\N	\N	ozmawars	ozmawars	\N	Ozma Wars (set 2)	1979	SNK	\N	\N	\N	
game_comment	Laser_v0.20a	ozmawar2	 All ROMs must be stored in ozmawars - impossible with any ROM manager	
game_comment	Laser_v0.20a	ozmawar2	 i.e. ozmawar2 WILL NOT LOAD into the emulator!	
game_rom	Laser_v0.20a	ozmawar2	mw01	mw01	\N	2048	31f4397d	bba9765aadd608d19e2515a5edf8e0eceb70916a	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	ozmawar2	mw02	mw02	\N	2048	d8e77c62	84fc81cf9a924ecbb13a008cd7435b7d465bddf6	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	ozmawar2	oz5	\N	\N	1024	5597bf52	626c7348365ed974d416485d94d057745b5d9b96	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	ozmawar2	oz6	\N	\N	1024	19b43578	3609b7c77f5ee6f10f302892f56fcc8375577f20	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	ozmawar2	oz7	\N	\N	1024	a285bfde	ed7a9fce4d887d3b5d596645893ea87c0bafda02	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	ozmawar2	oz8	\N	\N	1024	ae59a629	0c9ea67dc35f93ec65ec91e1dab2e4b6212428bf	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	ozmawar2	mw05	mw05	\N	2048	3bc7d4c7	b084f8cd2ce0f502c2e915da3eceffcbb448e9c0	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	ozmawar2	oz11	\N	\N	1024	660e934c	1d50ae3a9de041b908e256892203ce1738d588f6	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	ozmawar2	oz12	\N	\N	1024	8b969f61	6d12cacc73c31a897812ccd8de24725ee56dd975	\N	\N	\N	\N	\N	\N	
game	Laser_v0.20a	schaser	\N	\N	\N	\N	\N	Space Chaser	1980	Taito	\N	\N	\N	
game_rom	Laser_v0.20a	schaser	rt13.bin	\N	\N	1024	0dfbde68	7367b138ad8448aba9222fed632a892df65cecbd	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	schaser	rt14.bin	\N	\N	1024	5a508a25	c681d0bbf49317e79b596fb094e66b8912f0e409	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	schaser	rt15.bin	\N	\N	1024	2ac43a93	d364f0940681a888c0147e06bcb01f8a0d4a24c8	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	schaser	rt16.bin	\N	\N	1024	f5583afc	5e8edb43ccb138fd47ac8f3da1af79b4444a4a82	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	schaser	rt17.bin	\N	\N	1024	51cf1155	fd8c82d951602fd7e0ada65fc7cdee9f277c70db	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	schaser	rt18.bin	\N	\N	1024	3f0fc73a	b801c3f1e8e6e41c564432db7c5891f6b27293b2	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	schaser	rt19.bin	\N	\N	1024	b66ea369	d277f572f9c7c4301518546cf60671a6539326ee	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	schaser	rt20.bin	\N	\N	1024	e3a7466a	2378970f38b0cec066ef853a6540500e468e4ab4	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	schaser	rt21.bin	\N	\N	1024	b368ac98	6860efe0496955db67611183be0efecda92c9c98	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	schaser	rt22.bin	\N	\N	1024	6e060dfb	614e2ecf676c3ea2f9ea869125cfffef2f713684	\N	\N	\N	\N	\N	\N	
game	Laser_v0.20a	laser	\N	\N	\N	\N	\N	Laser	1980	<unknown>	\N	\N	\N	
game_rom	Laser_v0.20a	laser	1.u36	\N	\N	2048	b44e2c41	00e0b2e088495d6f3bc175e8a53dcb3686ea8484	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	laser	2.u35	\N	\N	2048	9876f331	14e36b26d186d9a195492834ef989ed5664d7b65	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	laser	3.u34	\N	\N	2048	ed79000b	bfe0407e833ce61aa909f5f1f93c3fc1d46605e9	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	laser	4.u33	\N	\N	2048	10a160a1	e2d4208af11b65fc42d2856e57ee3c196f89d360	\N	\N	\N	\N	\N	\N	
game	Laser_v0.20a	beaminv	\N	\N	\N	\N	\N	Beam Invaders	????	Nintendo	\N	\N	\N	
game_comment	Laser_v0.20a	beaminv	 beaminv uses some incorrect ROMs:	
game_comment	Laser_v0.20a	beaminv	\tinvaders.h, invaders.g and invaders.f from invaders	
game_comment	Laser_v0.20a	beaminv	\t(instead of 5a, 4a and 3a)	
game_comment	Laser_v0.20a	beaminv	 So long as invaders is complete though, beaminv will still run	
game_rom	Laser_v0.20a	beaminv	5a	\N	\N	1024	ec08bc1f	e1df6704298e470a77158740c275fdca105e8f69	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	beaminv	4a	\N	\N	1024	3eebf757	990eebda80ec52b7e3a36912c6e9230cd97f9f25	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	beaminv	3a	\N	\N	1024	4f62c2e6	4bd7d5e4f18d250003c7d771f1cdab08d699a765	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	beaminv	2a	\N	\N	1024	ebaa2fc8	b4ff1e1bdfe9efdc08873bba2f0a30d24678f9d8	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	beaminv	1a	\N	\N	1024	aa9e1666	050e2bd169f1502f49b7e6f5f2df9dac0d8107aa	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	beaminv	0a	\N	\N	1024	17503086	18c789216e5c4330dba3eeb24919dae636bf803d	\N	\N	\N	\N	\N	\N	
game	Laser_v0.20a	ace	\N	\N	\N	\N	\N	Ace	1976	Allied Leisure	\N	\N	\N	
game_rom	Laser_v0.20a	ace	ace.a1	\N	\N	512	16811834	5502812dd161908eea3fa8851d7e5c1e22b0f8ff	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	ace	ace.a2	\N	\N	512	f9eae80e	8865b86c7b5d57c76312c16f8a614bf35ffaf532	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	ace	ace.a3	\N	\N	512	c5c63b8c	2079dd12ff0c4aafec19aeb9baa70fc9b6788356	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	ace	ace.a4	\N	\N	512	ea4503aa	fea610124b9f7ea18d29b4e4599253ba1ee067e1	\N	\N	\N	\N	\N	\N	
game_rom	Laser_v0.20a	ace	ace.a5	\N	\N	512	623c58e7	a92418bc323a1ae76eae8e094e4d6ebd1e8da14e	\N	\N	\N	\N	\N	\N	
