game	ACE_v1.9	3wonders	\N	\N	\N	\N	\N	Three Wonders (World)	1991	Capcom	\N	\N	\N	
game_rom	ACE_v1.9	shdancer	shdancer.a5	\N	\N	262144	2596004e	1b993aa74e7559f7e99253fd2144db9449c04cce	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shdancer	sd12712.bin	\N	\N	262144	9bdabe3d	4bb30fa2d4cdefe4a864cef7153b516bc5b02c42	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shdancer	sd12713.bin	\N	\N	262144	852d2b1c	8e5bc83d45e48b621ea3016207f2028fe41701e6	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shdancer	sd12714.bin	\N	\N	262144	448226ce	3060e4a43311069e2691d659c1e0c1a48edfeedb	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shdancer	sd12719.bin	\N	\N	262144	d6888534	2201f1921a68cf39e5a94b487c90e48d032d630f	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shdancer	sd12726.bin	\N	\N	262144	ff344945	2743778c42f53321f9691d60bbf94ea8baf1382f	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shdancer	sd12718.bin	\N	\N	262144	ba2efc0c	459a1a280f870c94aefb70127ed007cb090ed203	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shdancer	sd12725.bin	\N	\N	262144	268a0c17	2756054fa3c3aed30a1fce5e41acb0ceaebe90b5	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shdancer	sd12717.bin	\N	\N	262144	c81cc4f8	22f364e85057ceef533e051c8d0755b9691c5ec4	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shdancer	sd12724.bin	\N	\N	262144	0f4903dc	851bd60e877c9e39be23dc1fde91efc9da513c29	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shdancer	sd12716.bin	\N	\N	262144	a870e629	29f6633240f9737ec19e16100decc7aa045b2060	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shdancer	sd12723.bin	\N	\N	262144	c606cf90	cb53ae9a6da1eb31c584173d1fbbd1c8539fb54c	\N	\N	\N	\N	\N	\N	
game	ACE_v1.9	shinobi	\N	\N	\N	\N	\N	Shinobi (set 1)	1987	Sega	\N	\N	\N	
game_rom	ACE_v1.9	shinobi	shinobi.a4	\N	\N	65536	b930399d	955ff2948e1990463631b0bc5c7f5275384236cc	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shinobi	shinobi.a1	\N	\N	65536	343f4c46	2cf5d00462ad85ae9a2e16d59171c8ab85e10f49	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shinobi	epr11283	\N	\N	65536	9d46e707	37ab25b3b37365c9f45837bfb6ec80652691dd4c	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shinobi	epr11281	\N	\N	65536	7961d07e	38cbdab35f901532c0ad99ad0083513abd2ff182	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shinobi	shinobi.b9	\N	\N	65536	5f62e163	03f008745a1af84142ada647acf3601049f43ad5	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shinobi	shinobi.b10	\N	\N	65536	75f8fbc9	29072edcd583af60ec66b4c8bb82b179a3751edf	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shinobi	shinobi.b11	\N	\N	65536	06508bb9	57c9036123ec8e35d0275ab6eaff25a16aa203d4	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shinobi	epr11290.10	\N	\N	65536	611f413a	180f83216e2dfbfd77b0fb3be83c3042954d12df	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shinobi	epr11294.11	\N	\N	65536	5eb00fc1	97e02eee74f61fabcad2a9e24f1868cafaac1d51	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shinobi	epr11291.17	\N	\N	65536	3c0797c0	df18c7987281bd9379026c6cf7f96f6ae49fd7f9	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shinobi	epr11295.18	\N	\N	65536	25307ef8	91ffbe436f80d583524ee113a8b7c0cf5d8ab286	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shinobi	epr11292.23	\N	\N	65536	c29ac34e	b5e9b8c3233a7d6797f91531a0d9123febcf1660	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shinobi	epr11296.24	\N	\N	65536	04a437f8	ea5fed64443236e3404fab243761e60e2e48c84c	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shinobi	epr11293.29	\N	\N	65536	41f41063	5cc461e9738dddf9eea06831fce3702d94674163	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shinobi	epr11297.30	\N	\N	65536	b6e1fd72	eb86e4bf880bd1a1d9bcab3f2f2e917bcaa06172	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shinobi	shinobi.a7	\N	\N	32768	2457a7cf	ddfac640e442537acb015de8bb088659f5a217ee	\N	\N	\N	\N	\N	\N	
game	ACE_v1.9	shocktro	\N	\N	\N	neogeo	\N	Shock Troopers	1997	Saurus	\N	\N	\N	
game_rom	ACE_v1.9	shocktro	shock_p1.rom	\N	\N	1048576	5677456f	f76169fa5c90871d65e2a16fd1bb036c90533ac8	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shocktro	shock_p2.rom	\N	\N	4194304	646f6c76	d8fb851414995ba09dbe397d9ed1c765a52d8e1e	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shocktro	shock_s1.rom	\N	\N	131072	1f95cedb	adfa74868147fd260481e4c387d254d3b6de83f4	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shocktro	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shocktro	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shocktro	ng-sm1.rom	ng-sm1.rom	\N	131072	97cf998b	977387a7c76ef9b21d0b01fa69830e949a9a9626	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shocktro	shock_m1.rom	\N	\N	131072	075b9518	ac21b88a860b9572bf24432b4cadcc96d108055d	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shocktro	shock_v1.rom	\N	\N	4194304	260c0bef	9c4f80ce4bb205afed11bb8b8926d20748eb5512	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shocktro	shock_v2.rom	\N	\N	2097152	4ad7d59e	bfdf2684f7f38af4e75ad0068ff9463dc2601598	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shocktro	shock_c1.rom	\N	\N	4194304	aad087fc	7246269496d53b4af2ee12a69620f29272ea9037	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shocktro	shock_c2.rom	\N	\N	4194304	7e39df1f	ecead5bf06dc5719de0ae7593560b37e0f1481b0	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shocktro	shock_c3.rom	\N	\N	4194304	6682a458	2dc2c8c88d5c471869b08596eef585ad18f2b370	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shocktro	shock_c4.rom	\N	\N	4194304	cbef1f17	25080c4f4ac4e7075c4f976d8fa6ab4d8f7d7237	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shocktro	shock_c5.rom	\N	\N	4194304	e17762b1	1cc8cb9e485d86e5e0e50bcbe0e81cfb273f0664	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shocktro	shock_c6.rom	\N	\N	4194304	28beab71	683abb317b1b95ba122859aea701f52197c10208	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shocktro	shock_c7.rom	\N	\N	4194304	a47e62d2	39285f78a9ed1138034de91efb7045084a5925f0	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	shocktro	shock_c8.rom	\N	\N	4194304	e8e890fb	abbbfa0e162d7711d62df08a9721d8c923888c78	\N	\N	\N	\N	\N	\N	
game	ACE_v1.9	spf2t	\N	\N	\N	\N	\N	Super Puzzle Fighter 2 Turbo (US 960620)	1996	Capcom	\N	\N	\N	
game_rom	ACE_v1.9	spf2t	pzfu.03a	\N	\N	524288	346e62ef	9db5ea0aac2d459be957f8b6e2e0d18421587d4d	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	spf2t	pzf.04a	\N	\N	524288	b80649e2	5bfccd656aea7ff82e9a20bb5856f4ab99b5a007	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	spf2t	pzfux.03a	\N	\N	524288	200feea6	6f549caa9d7456b8ddc59739be87a1b2c0cc844e	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	spf2t	pzf.14	\N	\N	1048576	2d4881cb	fd3baa183c25bed153b19c251980e2fb761600e2	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	spf2t	pzf.16	\N	\N	1048576	4b0fd1be	377aafdcdb7a866b1c8487670e3598d8197976e4	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	spf2t	pzf.18	\N	\N	1048576	e43aac33	d041e0688c3807d3363861a7f216de43b34d846c	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	spf2t	pzf.20	\N	\N	1048576	7f536ff1	905b9d62ef7bef47297c7f4a4dd697aed6df38a5	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	spf2t	pzf.01	\N	\N	131072	600fb2a3	1fab1c2a23bf6ad8309d29ddbbc29435a8aeea13	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	spf2t	pzf.02	\N	\N	131072	496076e0	1ee4e135140afd0e8e03231e570cd77d140f6367	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	spf2t	pzf.11	\N	\N	2097152	78442743	b61190bb586871de6d54af580e3e1d9cc0de0acb	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	spf2t	pzf.12	\N	\N	2097152	399d2c7b	e849dea97b8d16540415c0d9bbc4f9f4eb755ec4	\N	\N	\N	\N	\N	\N	
game	ACE_v1.9	spf2xj	\N	\N	spf2t	spf2t	\N	Super Puzzle Fighter 2 X (Japan 960531)	1996	Capcom	\N	\N	\N	
game_rom	ACE_v1.9	spf2xj	pzfj.03a	\N	\N	524288	2070554a	fa818e6bd2e11667345d3d8f2397b60802ef72f9	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	spf2xj	pzf.04a	pzf.04a	\N	524288	b80649e2	5bfccd656aea7ff82e9a20bb5856f4ab99b5a007	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	spf2xj	pzfjx.03a	\N	\N	524288	c2e3f231	094054502e42c8a5347cc1d8d914bef786328b5a	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	spf2xj	pzf.14	pzf.14	\N	1048576	2d4881cb	fd3baa183c25bed153b19c251980e2fb761600e2	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	spf2xj	pzf.16	pzf.16	\N	1048576	4b0fd1be	377aafdcdb7a866b1c8487670e3598d8197976e4	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	spf2xj	pzf.18	pzf.18	\N	1048576	e43aac33	d041e0688c3807d3363861a7f216de43b34d846c	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	spf2xj	pzf.20	pzf.20	\N	1048576	7f536ff1	905b9d62ef7bef47297c7f4a4dd697aed6df38a5	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	spf2xj	pzf.01	pzf.01	\N	131072	600fb2a3	1fab1c2a23bf6ad8309d29ddbbc29435a8aeea13	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	spf2xj	pzf.02	pzf.02	\N	131072	496076e0	1ee4e135140afd0e8e03231e570cd77d140f6367	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	spf2xj	pzf.11	pzf.11	\N	2097152	78442743	b61190bb586871de6d54af580e3e1d9cc0de0acb	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	spf2xj	pzf.12	pzf.12	\N	2097152	399d2c7b	e849dea97b8d16540415c0d9bbc4f9f4eb755ec4	\N	\N	\N	\N	\N	\N	
game	ACE_v1.9	ssideki	\N	\N	\N	neogeo	\N	Super Sidekicks / Tokuten Ou	1992	SNK	\N	\N	\N	
game_rom	ACE_v1.9	ssideki	sidek_p1.rom	\N	\N	524288	9cd97256	1c780b711137fd79cc81b01941e84f3d59e0071f	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ssideki	sidek_s1.rom	\N	\N	131072	97689804	fa8dab3b3353d7115a0368f3fc749950c0186fbc	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ssideki	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ssideki	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ssideki	ng-sm1.rom	ng-sm1.rom	\N	131072	97cf998b	977387a7c76ef9b21d0b01fa69830e949a9a9626	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ssideki	sidek_m1.rom	\N	\N	131072	49f17d2d	70971fcf71ae3a6b2e26e7ade8063941fb178ae5	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ssideki	sidek_v1.rom	\N	\N	2097152	22c097a5	328c4e6db0a026f54a633cff1443a3f964a8daea	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ssideki	sidek_c1.rom	\N	\N	2097152	53e1c002	2125b1be379ea7933893ffb1cd65d6c4bf8b03bd	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ssideki	sidek_c2.rom	\N	\N	2097152	776a2d1f	bca0bac87443e9e78c623d284f6cc96cc9c9098f	\N	\N	\N	\N	\N	\N	
game	ACE_v1.9	turfmast	\N	\N	\N	neogeo	\N	Neo Turf Masters / Big Tournament Golf	1996	Nazca	\N	\N	\N	
game_rom	ACE_v1.9	turfmast	turfm_p1.rom	\N	\N	2097152	28c83048	e7ef87e1de21d2bb17ef17bb08657e92363f0e9a	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	turfmast	turfm_s1.rom	\N	\N	131072	9a5402b2	ae1a0b5450869d61b2bb23671c744d3dda8769c4	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	turfmast	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	turfmast	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	turfmast	ng-sm1.rom	ng-sm1.rom	\N	131072	97cf998b	977387a7c76ef9b21d0b01fa69830e949a9a9626	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	turfmast	turfm_m1.rom	\N	\N	131072	9994ac00	7bded797f3b80fd00bcbe451ac0abe6646b19a14	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	turfmast	turfm_v1.rom	\N	\N	2097152	00fd48d2	ddfee09328632e598fd51537b3ae8593219b2111	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	turfmast	turfm_v2.rom	\N	\N	2097152	082acb31	2f1c053040e9d50a6d45fd7bea1b96742bae694f	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	turfmast	turfm_v3.rom	\N	\N	2097152	7abca053	e229bc0ea82a371d6ee8fd9fe442b0fd141d0a71	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	turfmast	turfm_v4.rom	\N	\N	2097152	6c7b4902	d55e0f542d928a9a851133ff26763c8236cbbd4d	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	turfmast	turfm_c1.rom	\N	\N	4194304	8c6733f2	c4d20a8df03bbb6bb72b8fc089d4833b79c75cee	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	turfmast	turfm_c2.rom	\N	\N	4194304	596cc256	705f949b3ba721b2e7973eaf2b2f9283dfef778c	\N	\N	\N	\N	\N	\N	
game	ACE_v1.9	viewpoin	\N	\N	\N	neogeo	\N	Viewpoint	1992	Sammy	\N	\N	\N	
game_rom	ACE_v1.9	viewpoin	viewp_p1.rom	\N	\N	1048576	17aa899d	674cd8ace7acdf4f407de741e3d0071bcb49c902	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	viewpoin	viewp_s1.rom	\N	\N	65536	6d0f146a	537fc5ef099f46fef64d147c0d1264b319758b4f	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	viewpoin	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	viewpoin	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	viewpoin	ng-sm1.rom	ng-sm1.rom	\N	131072	97cf998b	977387a7c76ef9b21d0b01fa69830e949a9a9626	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	viewpoin	viewp_m1.rom	\N	\N	65536	d57bd7af	9ed766dbc3c07dbba7869ff335eeb7e297c8e2d9	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	viewpoin	viewp_v1.rom	\N	\N	2097152	019978b6	7896a551115fc6ed38b5944e0c8dcb2b2c1c077d	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	viewpoin	viewp_v2.rom	\N	\N	2097152	5758f38c	da10f4b7d22d9139bbf068bd940be82168a74ca1	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	viewpoin	viewp_c1.rom	\N	\N	2097152	d624c132	49c7e9f020cba45d7083b45252bcc03397f8c286	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	viewpoin	viewp_c2.rom	\N	\N	2097152	40d69f1e	ec4a13582772594957f927622d50f54b0dfcd8d8	\N	\N	\N	\N	\N	\N	
game	ACE_v1.9	vsav	\N	\N	\N	\N	\N	Vampire Savior: The Lord of Vampire (Euro 970519)	1997	Capcom	\N	\N	\N	
game_rom	ACE_v1.9	vsav	vm3e.03d	\N	\N	524288	f5962a8c	e37d48b78186c7c097894d6c17faf7c9333f61eb	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsav	vm3e.04d	\N	\N	524288	21b40ea2	6790fa3e618850f518cbd470f44434a71be6f29f	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsav	vm3.05a	\N	\N	524288	4118e00f	94ce8abc5ff547667f4c6022d84d0ed4cd062d7e	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsav	vm3.06a	\N	\N	524288	2f4fd3a9	48549ff0121312ea4a18d0fa167a32f905c14c9f	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsav	vm3.07b	\N	\N	524288	cbda91b8	31b20aa92422384b1d7a4706ad4c01ea2bd0e0d1	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsav	vm3.08a	\N	\N	524288	6ca47259	485d8f3a132ccb3f7930cae74de8662d2d44e412	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsav	vm3.09b	\N	\N	524288	f4a339e3	abd101a55f7d9ddb8aba04fe8d3f0f5d2006c925	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsav	vm3.10b	\N	\N	524288	fffbb5b8	38aecb820bd1cbd17287848c3ffb013e1d464ddf	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsav	vm3ex.03d	\N	\N	524288	fa586edf	75a6b2c20a59c668d262121db4ba56464823e09b	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsav	vm3ex.04d	\N	\N	524288	eb912f2b	4067e2c4ae5c014825d1283eba6a890845a5632c	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsav	vm3.13	\N	\N	4194304	fd8a11eb	21b9773959e17976ff46b75a6a405042836b2c5f	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsav	vm3.15	\N	\N	4194304	dd1e7d4e	30476e061cdebdb1838b83f4ebd5efae12b7dbfb	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsav	vm3.17	\N	\N	4194304	6b89445e	2abd489839d143c46e25f4fc3db476b70607dc03	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsav	vm3.19	\N	\N	4194304	3830fdc7	ebd3f559c254d349e256c9feb3477f1ed7518206	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsav	vm3.14	\N	\N	4194304	c1a28e6c	012803af33174c0602649d2a2d84f6ee79f54ad2	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsav	vm3.16	\N	\N	4194304	194a7304	a19a9a6fb829953b054dc5c3b0dc017f60d37928	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsav	vm3.18	\N	\N	4194304	df9a9f47	ce29ff00cf4b6fdd9b3b1ed87823534f1d364eab	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsav	vm3.20	\N	\N	4194304	c22fc3d9	df7538c05b03a4ad94d369f8083799979e6fac42	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsav	vm3.01	\N	\N	131072	f778769b	788ce1ad8a322179f634df9e62a31ad776b96762	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsav	vm3.02	\N	\N	131072	cc09faa1	2962ef0ceaf7e7279de3c421ea998763330eb43e	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsav	vm3.11	\N	\N	4194304	e80e956e	74181fca4b764fb3c56ceef2cb4c6fd6c18ec4b6	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsav	vm3.12	\N	\N	4194304	9cd71557	7059db25698a0b286314c5961c618f6d2e6f24a1	\N	\N	\N	\N	\N	\N	
game	ACE_v1.9	vsava	\N	\N	vsav	vsav	\N	Vampire Savior: The Lord of Vampire (Asia 970519)	1997	Capcom	\N	\N	\N	
game_rom	ACE_v1.9	vsava	vm3a.03d	\N	\N	524288	44c1198f	35714b2f6ebeafea93be6467b5b22ea41b9f3826	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsava	vm3a.04d	\N	\N	524288	2218b781	5dd28cc1b70b2953fbd4d5fd14abeeb3b83b193e	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsava	vm3.05a	vm3.05a	\N	524288	4118e00f	94ce8abc5ff547667f4c6022d84d0ed4cd062d7e	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsava	vm3.06a	vm3.06a	\N	524288	2f4fd3a9	48549ff0121312ea4a18d0fa167a32f905c14c9f	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsava	vm3.07b	vm3.07b	\N	524288	cbda91b8	31b20aa92422384b1d7a4706ad4c01ea2bd0e0d1	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsava	vm3.08a	vm3.08a	\N	524288	6ca47259	485d8f3a132ccb3f7930cae74de8662d2d44e412	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsava	vm3.09b	vm3.09b	\N	524288	f4a339e3	abd101a55f7d9ddb8aba04fe8d3f0f5d2006c925	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsava	vm3.10b	vm3.10b	\N	524288	fffbb5b8	38aecb820bd1cbd17287848c3ffb013e1d464ddf	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsava	vm3ax.03d	\N	\N	524288	3aea7d92	733cb81b19c94feaf708d8de2e0811fc2e8bf008	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsava	vm3ax.04d	\N	\N	524288	b5697f3a	525f659604261bfbdde8bcfbb2eb0b56d2d0a60b	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsava	vm3.13	vm3.13	\N	4194304	fd8a11eb	21b9773959e17976ff46b75a6a405042836b2c5f	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsava	vm3.15	vm3.15	\N	4194304	dd1e7d4e	30476e061cdebdb1838b83f4ebd5efae12b7dbfb	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsava	vm3.17	vm3.17	\N	4194304	6b89445e	2abd489839d143c46e25f4fc3db476b70607dc03	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsava	vm3.19	vm3.19	\N	4194304	3830fdc7	ebd3f559c254d349e256c9feb3477f1ed7518206	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsava	vm3.14	vm3.14	\N	4194304	c1a28e6c	012803af33174c0602649d2a2d84f6ee79f54ad2	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsava	vm3.16	vm3.16	\N	4194304	194a7304	a19a9a6fb829953b054dc5c3b0dc017f60d37928	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsava	vm3.18	vm3.18	\N	4194304	df9a9f47	ce29ff00cf4b6fdd9b3b1ed87823534f1d364eab	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsava	vm3.20	vm3.20	\N	4194304	c22fc3d9	df7538c05b03a4ad94d369f8083799979e6fac42	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsava	vm3.01	vm3.01	\N	131072	f778769b	788ce1ad8a322179f634df9e62a31ad776b96762	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsava	vm3.02	vm3.02	\N	131072	cc09faa1	2962ef0ceaf7e7279de3c421ea998763330eb43e	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsava	vm3.11	vm3.11	\N	4194304	e80e956e	74181fca4b764fb3c56ceef2cb4c6fd6c18ec4b6	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsava	vm3.12	vm3.12	\N	4194304	9cd71557	7059db25698a0b286314c5961c618f6d2e6f24a1	\N	\N	\N	\N	\N	\N	
game	ACE_v1.9	vsavu	\N	\N	vsav	vsav	\N	Vampire Savior: The Lord of Vampire (US 970519)	1997	Capcom	\N	\N	\N	
game_rom	ACE_v1.9	vsavu	vm3u.03d	\N	\N	524288	1f295274	c926d8af4fccee5104507ee0196b05dcd419ee20	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsavu	vm3u.04d	\N	\N	524288	c46adf81	85ffb9b3282874d6ce9318a88429666e98f67cea	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsavu	vm3.05a	vm3.05a	\N	524288	4118e00f	94ce8abc5ff547667f4c6022d84d0ed4cd062d7e	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsavu	vm3.06a	vm3.06a	\N	524288	2f4fd3a9	48549ff0121312ea4a18d0fa167a32f905c14c9f	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vsavu	vm3.07b	vm3.07b	\N	524288	cbda91b8	31b20aa92422384b1d7a4706ad4c01ea2bd0e0d1	\N	\N	\N	\N	\N	\N	
