game	DSP_v0.9	pacman	\N	\N	\N	\N	\N	Pac-Man (Midway)	1980	[Namco] (Midway license)	\N	\N	\N	
game_rom	DSP_v0.9	mystston	rom3.bin	\N	\N	8192	34f8b8a3	a270f6665a9f76f97ac02201d51fe2817e6e8f22	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	mystston	rom2.bin	\N	\N	8192	bfd22cfc	137cd61c8b1e997e7e50edd57f1671031d8e3ac5	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	mystston	rom1.bin	\N	\N	8192	fb163e38	d6f02e90bfd9badd7751bc0a87fdfdd1d0a7e202	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	mystston	ms6	\N	\N	8192	85c83806	cdfed6c224754e8f79b154533b06b7de4a44b4d3	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	mystston	ms9	\N	\N	8192	b146c6ab	712c0c17780f222be5c8b09185a22e900ab23944	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	mystston	ms7	\N	\N	8192	d025f84d	eaaaa0bde3db850098d04a0af85993026e503fc5	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	mystston	ms10	\N	\N	8192	d85015b5	f4afab248dfde354650e59fadd5ab9616b04dac1	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	mystston	ms8	\N	\N	8192	53765d89	c8bfc311123b076dccae9f7e3b95460bf9fc843d	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	mystston	ms11	\N	\N	8192	919ee527	609ee854ab3a4fdbf3404a68a4a657b85250f742	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	mystston	ms12	\N	\N	8192	72d8331d	f0a3bc6c9d9966f169f4721c2453f7ee210f0feb	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	mystston	ms13	\N	\N	8192	845a1f9b	aa2eabd2a5e89e150b5d2fb3d88f91902e5ebb48	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	mystston	ms14	\N	\N	8192	822874b0	9376d48045bf67df91d103effd1d08bd8debad26	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	mystston	ms15	\N	\N	8192	4594e53c	a011a5269a9b0ca7a964181efe8413d5637c34f4	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	mystston	ms16	\N	\N	8192	2f470b0f	79b50a7d113fed4669361c5f6c60ec96c94344c6	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	mystston	ms17	\N	\N	8192	38966d1b	89e3e54d3298cefeb35922d2292e3e7b8e995871	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	mystston	ic61	\N	\N	32	e802d6cf	233ceb9e3a91939e1925766a696bc65ab0dffa50	\N	\N	\N	\N	\N	\N	
game	DSP_v0.9	citycon	\N	\N	\N	\N	\N	City Connection (set 1)	1985	Jaleco	\N	\N	\N	
game_rom	DSP_v0.9	citycon	c10	\N	\N	16384	ae88b53c	dd12310bd9c9b93462446e8e0a1c853506bf3aa1	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	citycon	c11	\N	\N	32768	139eb1aa	c570e8ca1499f7ea61938e78c32c1cc3050ca2b7	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	citycon	c1	\N	\N	32768	1fad7589	2e626bbbab8cffe11ee7de3e56aa1871c29d5fa9	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	citycon	c4	\N	\N	8192	a6b32fc6	d99d5a527440e9a91525c1084b95b213e3b760ec	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	citycon	c12	\N	\N	8192	08eaaccd	a970381e3ba22bcdea6df2d31cd8a10c4b2bc413	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	citycon	c13	\N	\N	8192	1819aafb	8a5ffcd8866e09c5568879257384767d61796111	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	citycon	c9	\N	\N	32768	8aeb47e6	bb09dbe6b37e1bd02abf3024ac4d954c8f0e70f2	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	citycon	c8	\N	\N	16384	0d7a1eeb	60b8d4124ce857a248d3c41fdb050f11be58549f	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	citycon	c6	\N	\N	32768	2246fe9d	f7f8708d499bcbd1a583e1092b54425ad1105f94	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	citycon	c7	\N	\N	16384	e8b97de9	f4d1b7075f47ab4522c36281b97eaa02fe383814	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	citycon	c2	\N	\N	32768	f2da4f23	5ea1a51c3ac283796f7eafb6719d88356767340d	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	citycon	c3	\N	\N	16384	7ef3ac1b	8a0497c4e4733f9c50d576f632210b82497a5e1c	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	citycon	c5	\N	\N	8192	c03d8b1b	641c1eba334d36ea64b9293a20320b31c7c88858	\N	\N	\N	\N	\N	\N	
game	DSP_v0.9	psychic5	\N	\N	\N	\N	\N	Psychic 5	1987	Jaleco	\N	\N	\N	
game_rom	DSP_v0.9	psychic5	p5d	\N	\N	32768	90259249	ac2d8dd95f6c04b6ad726136931e37dcd537e977	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	psychic5	p5e	\N	\N	65536	72298f34	725be2fbf5f3622f646c0fb8e6677cbddf0b1fc2	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	psychic5	p5a	\N	\N	32768	50060ecd	e6051fb4a1fa9429cfb6084e8a5dfe994a08280b	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	psychic5	p5b	\N	\N	65536	7e3f87d4	b8e7fa3f96d2e3937e4cb530f105bb84d5743b43	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	psychic5	p5c	\N	\N	65536	8710fedb	c7e8dc6b733e4ecce37d56fc429c00ade8736ff3	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	psychic5	p5g	\N	\N	65536	f9262f32	bae2dc77be7024bd85f213e4da746c5903db6ea5	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	psychic5	p5h	\N	\N	65536	c411171a	d5893563715ba231e42b084b88f5176bb94a4da9	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	psychic5	p5f	\N	\N	32768	04d7e21c	6046c506bdedc233e3730f90c7897e847bec8758	\N	\N	\N	\N	\N	\N	
