game	NeoRAGEx_v0.6b	2020bb	\N	\N	\N	neogeo	\N	2020 Super Baseball (set 1)	1991	SNK / Pallas	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	savagere	savag_c5.rom	\N	\N	2097152	59013f9e	5bf48fcc450da72a8c4685f6e3887e67eae49988	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	savagere	savag_c6.rom	\N	\N	2097152	1c8d5def	475d89a5c4922a9f6bd756d23c2624d57b6e9d62	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	savagere	savag_c7.rom	\N	\N	2097152	c88f7035	c29a428b741f4fe7b71a3bc23c87925b6bc1ca8f	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	savagere	savag_c8.rom	\N	\N	2097152	484ce3ba	4f21ed20ce6e2b67e2b079404599310c94f591ff	\N	\N	\N	\N	\N	\N	
game	NeoRAGEx_v0.6b	sdodgeb	\N	\N	\N	neogeo	\N	Super Dodge Ball / Kunio no Nekketsu Toukyuu Densetsu	1996	Technos	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sdodgeb	dodge_p1.rom	\N	\N	2097152	127f3d32	18e77b79b1197a89371533ef9b1e4d682c44d875	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sdodgeb	dodge_s1.rom	\N	\N	131072	64abd6b3	0315d724e4d83a44ce84c531ff9b8c398363c039	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sdodgeb	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sdodgeb	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sdodgeb	dodge_m1.rom	\N	\N	131072	0a5f3325	04e0236df478a5452654c823dcb42fea65b6a718	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sdodgeb	dodge_v1.rom	\N	\N	2097152	8b53e945	beb7d63f6101f8435f35321fddb8479d312505c4	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sdodgeb	dodge_v2.rom	\N	\N	2097152	af37ebf8	f5c511479483533480f2b9ecf8edd4b7ae64c2d9	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sdodgeb	dodge_c1.rom	\N	\N	4194304	93d8619b	6588cb67e38722d5843fb29943d92e3905101aff	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sdodgeb	dodge_c2.rom	\N	\N	4194304	1c737bb6	8e341989981a713e61dfed8bde9a6459583ef46d	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sdodgeb	dodge_c3.rom	\N	\N	2097152	14cb1703	a46acec03c1b2351fe36810628f02b7c848d13db	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sdodgeb	dodge_c4.rom	\N	\N	2097152	c7165f19	221f03de893dca0e5305fa17aa94f96c67713818	\N	\N	\N	\N	\N	\N	
game	NeoRAGEx_v0.6b	sengoku	\N	\N	\N	neogeo	\N	Sengoku / Sengoku Denshou (set 1)	1991	SNK	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku	n058001a.038	\N	\N	524288	4483bae1	ca5f41be42cd9ce1a2c5007f068514500849a7f4	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku	n058001a.03c	\N	\N	524288	d0d55b2a	3800154495fbc2f62a539604bf6e5f156316dccd	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku	n058001a.1f8	\N	\N	524288	205258a7	4cd463a78575d7e74c871660588dc0fe17cce07d	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku	n058001a.1fc	\N	\N	524288	6fbe52c8	487f07968854ba3238ba2c612c8b20196f94cab2	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku	n058001a.378	\N	\N	131072	b246204d	73dce64c61fb5bb7e836a8e60f081bb77d80d281	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku	n058001a.4f8	\N	\N	131072	9b4f34c6	7f3a51f47fcbaa598f5c76bc66e2c53c8dfd852d	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku	n058001a.538	\N	\N	524288	e834b925	08cfdcf232f3319f62b00cfec5c02b55d7c3405e	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku	n058001a.53c	\N	\N	524288	66be6d46	3cd5bf09f994159caff23ba01700e7531ebc5b57	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku	n058001a.638	\N	\N	524288	96de5eb9	a70dfbffb109ddec5b4a2c6f60756d6717fce03b	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku	n058001a.63c	\N	\N	524288	25f5fd7b	f1b2d58c6b73f3001751bf4c81f3d8664c96091c	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku	n058001b.1f8	\N	\N	524288	6421bdf3	823ffcbb9fc8b1219857b8cb6e089e2e21144ab3	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku	n058001b.1fc	\N	\N	524288	1f9578fb	7ccdb0e960d6e425e773a99208180dcf5ee7856f	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku	n058001b.538	\N	\N	524288	443c552c	75203f58935eb6a554542bb6ece457f8a2b51adb	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku	n058001b.53c	\N	\N	524288	ecb41adc	741ddfdb8cbfacd95c37243dbf098a09ad6d6f0b	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku	n058001b.638	\N	\N	524288	afbd5b0b	639fecb5afd5fb31ba169149d61830330169d7df	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku	n058001b.63c	\N	\N	524288	78b25278	c1ed3be0e0bc5c6bebaee1bb851cfb9c0b8b243f	\N	\N	\N	\N	\N	\N	
game	NeoRAGEx_v0.6b	sengoku2	\N	\N	\N	neogeo	\N	Sengoku 2 / Sengoku Denshou 2	1993	SNK	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku2	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku2	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku2	n138001d.53c	\N	\N	524288	891b6386	9d5e3b2fb6c2247712637f0f7b647042e0485eb6	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku2	n138001c.1fc	\N	\N	524288	c6358d62	ca1d72a8a3ea9a2b5a800aeb091098d723eef963	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku2	n138001b.1f8	\N	\N	524288	e6c57d21	e1f1403c3340be1ab66f027b2678bee3267b9f3c	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku2	n138001b.1fc	\N	\N	524288	000d319d	88424ceca50e03ed41bad0493461bccfee519ec5	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku2	n138001a.1f8	\N	\N	524288	e6e9d82f	a4691ef7719c55fa665dbe8f4420008cf6f23ae2	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku2	n138001a.1fc	\N	\N	524288	0504e71e	856a200e2e4c39c0985d10b1dcd75e89e69b6f5d	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku2	n138001d.63c	\N	\N	524288	93d25955	039567a2426794bac9a502d7a46ed13bcc804764	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku2	n138001d.638	\N	\N	524288	93d25955	039567a2426794bac9a502d7a46ed13bcc804764	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku2	n138001c.638	\N	\N	524288	432bd7d0	662179ed7c82f9f825b89650761db093ef9f7467	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku2	n138001c.63c	\N	\N	524288	ba3f54b2	796ac0d021552b2ed1b95f11cad1e5e1530abcc7	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku2	n138001a.038	\N	\N	524288	d1bf3fa5	4a6c82d9294980eca6f9311d62f4d683baca173e	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku2	n138001a.03c	\N	\N	524288	ee9d0bb4	27748b3a1b2e59cda29a85a6a467e1a46be3fe60	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku2	n138001a.378	\N	\N	131072	cd9802a3	f685d4638f4f68e7e3f101c0c39128454536721b	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku2	n138001a.4f8	\N	\N	131072	d4de4bca	ecf604d06f01d40b04e285facef66a6ae2d35661	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku2	n138001a.538	\N	\N	524288	da18aaed	926500715ba30a5fad128ba877ca5f59bd98399b	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku2	n138001a.53c	\N	\N	524288	19796c4f	cf15a65c6bc5243978df6c91b3dce120e4b6db4a	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku2	n138001a.638	\N	\N	524288	5b27c829	166ff9359b819a068763e868da69cf67976ec8c8	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku2	n138001a.63c	\N	\N	524288	e8b46e26	5b47903fd7b9783e6e18bbff33e0d7747305bda9	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku2	n138001b.538	\N	\N	524288	891b6386	9d5e3b2fb6c2247712637f0f7b647042e0485eb6	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku2	n138001b.53c	\N	\N	524288	891b6386	9d5e3b2fb6c2247712637f0f7b647042e0485eb6	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku2	n138001b.638	\N	\N	524288	93d25955	039567a2426794bac9a502d7a46ed13bcc804764	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku2	n138001b.63c	\N	\N	524288	93d25955	039567a2426794bac9a502d7a46ed13bcc804764	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku2	n138001c.538	\N	\N	524288	c5eaabe8	724f0b47e7e166b65b5e5fee790850aed15d2885	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku2	n138001c.53c	\N	\N	524288	22633905	3afcf2bf752afa1593f144a8a9749736a09f6738	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku2	n138001d.538	\N	\N	524288	891b6386	9d5e3b2fb6c2247712637f0f7b647042e0485eb6	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sengoku2	n138001c.1f8	\N	\N	524288	6650bc9a	43e9da8176b9c282eaaaf8963fd7c7bd83d61953	\N	\N	\N	\N	\N	\N	
game	NeoRAGEx_v0.6b	shocktr2	\N	\N	\N	neogeo	\N	Shock Troopers - 2nd Squad	1998	Saurus	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	shocktr2	st2_p1.rom	\N	\N	1048576	6d4b7781	3c9d53d5da9842bfd45037c919064dda3fb2e089	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	shocktr2	st2_p2.rom	\N	\N	4194304	72ea04c3	4fb1d22c30f5f3db4637dd92a4d2705c88de399d	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	shocktr2	st2_s1.rom	\N	\N	131072	2a360637	431b43da5377dd189e51bd93d88d8a24d1b5090a	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	shocktr2	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	shocktr2	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	shocktr2	st2_m1.rom	\N	\N	131072	d0604ad1	fae3cd52a177eadd5f5775ace957cc0f8301e65d	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	shocktr2	st2_v1.rom	\N	\N	4194304	16986fc6	cff3103dadf2f4390460456a5bd3fb5f28e21f6a	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	shocktr2	st2_v2.rom	\N	\N	4194304	ada41e83	78e37ffaaa5679c8775a3a71f6df7a0d15082bdc	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	shocktr2	st2_v3.rom	\N	\N	2097152	a05ba5db	09d739cad323d918f4196f91b654627fcafd8f4d	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	shocktr2	st2_c1.rom	\N	\N	8388608	47ac9ec5	2d9eea11ba87baa23b18a1a3f607dc137846e807	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	shocktr2	st2_c2.rom	\N	\N	8388608	7bcab64f	08d0edddd14b53d606e9a7a46aa4fb4e7398e0d0	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	shocktr2	st2_c3.rom	\N	\N	8388608	db2f73e8	8d0c3473a8b2a4e28fed1b74beb2e025b7e61867	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	shocktr2	st2_c4.rom	\N	\N	8388608	5503854e	a0f2e7c609cbb2aa43493a39d7dcaeca3d511d26	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	shocktr2	st2_c5.rom	\N	\N	8388608	055b3701	97f5e92538d1f2e437dcb3f80e56e1230287e8d1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	shocktr2	st2_c6.rom	\N	\N	8388608	7e2caae1	d9de14e3e323664a8c5b7f1df1ba9ec7dd0e6a46	\N	\N	\N	\N	\N	\N	
game	NeoRAGEx_v0.6b	shocktro	\N	\N	\N	neogeo	\N	Shock Troopers	1997	Saurus	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	shocktro	shock_p1.rom	\N	\N	1048576	5677456f	f76169fa5c90871d65e2a16fd1bb036c90533ac8	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	shocktro	shock_p2.rom	\N	\N	4194304	646f6c76	d8fb851414995ba09dbe397d9ed1c765a52d8e1e	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	shocktro	shock_s1.rom	\N	\N	131072	1f95cedb	adfa74868147fd260481e4c387d254d3b6de83f4	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	shocktro	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	shocktro	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	shocktro	shock_m1.rom	\N	\N	131072	075b9518	ac21b88a860b9572bf24432b4cadcc96d108055d	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	shocktro	shock_v1.rom	\N	\N	4194304	260c0bef	9c4f80ce4bb205afed11bb8b8926d20748eb5512	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	shocktro	shock_v2.rom	\N	\N	2097152	4ad7d59e	bfdf2684f7f38af4e75ad0068ff9463dc2601598	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	shocktro	shock_c1.rom	\N	\N	4194304	aad087fc	7246269496d53b4af2ee12a69620f29272ea9037	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	shocktro	shock_c2.rom	\N	\N	4194304	7e39df1f	ecead5bf06dc5719de0ae7593560b37e0f1481b0	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	shocktro	shock_c3.rom	\N	\N	4194304	6682a458	2dc2c8c88d5c471869b08596eef585ad18f2b370	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	shocktro	shock_c4.rom	\N	\N	4194304	cbef1f17	25080c4f4ac4e7075c4f976d8fa6ab4d8f7d7237	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	shocktro	shock_c5.rom	\N	\N	4194304	e17762b1	1cc8cb9e485d86e5e0e50bcbe0e81cfb273f0664	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	shocktro	shock_c6.rom	\N	\N	4194304	28beab71	683abb317b1b95ba122859aea701f52197c10208	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	shocktro	shock_c7.rom	\N	\N	4194304	a47e62d2	39285f78a9ed1138034de91efb7045084a5925f0	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	shocktro	shock_c8.rom	\N	\N	4194304	e8e890fb	abbbfa0e162d7711d62df08a9721d8c923888c78	\N	\N	\N	\N	\N	\N	
game	NeoRAGEx_v0.6b	socbrawl	\N	\N	\N	neogeo	\N	Soccer Brawl	1991	SNK	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	socbrawl	sbrl_p1.rom	\N	\N	524288	a2801c24	627d76ff0740ca29586f37b268f47fb469822529	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	socbrawl	sbrl_s1.rom	\N	\N	65536	2db38c3b	8f23b32f3abd3faed0ca238938ce6a2b6d75ee10	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	socbrawl	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	socbrawl	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	socbrawl	sbrl_m1.rom	\N	\N	65536	2f38d5d3	0fc01750277e554978e68e7e6d596f8bd6b1e178	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	socbrawl	sbrl_v1.rom	\N	\N	1048576	cc78497e	895bd647150fae9b2259ef043ed681f4c4de66ea	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	socbrawl	sbrl_v2.rom	\N	\N	1048576	dda043c6	08165a59700ab6b1e523079dd2a3549e520cc594	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	socbrawl	sbrl_c1.rom	\N	\N	1048576	bd0a4eb8	b67988cb3e550d083e81c9bd436da55b242785ed	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	socbrawl	sbrl_c2.rom	\N	\N	1048576	efde5382	e42789c8d87ee3d4549d0a903e990c03338cbbd8	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	socbrawl	sbrl_c3.rom	\N	\N	524288	580f7f33	f4f95a7c8de00e1366a723fc4cd0e8c1905af636	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	socbrawl	sbrl_c4.rom	\N	\N	524288	ed297de8	616f8fa4c86231f3e79faf9f69f8bb909cbc35f0	\N	\N	\N	\N	\N	\N	
game	NeoRAGEx_v0.6b	sonicwi2	\N	\N	\N	neogeo	\N	Aero Fighters 2 / Sonic Wings 2	1994	Video System Co.	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sonicwi2	afig2_p1.rom	\N	\N	2097152	92871738	fed040a7c1ff9e495109813a702d09fb1d2ecf3a	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sonicwi2	afig2_s1.rom	\N	\N	131072	c9eec367	574e1afe7e0d54610c145131106e59ba2894eeb7	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sonicwi2	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sonicwi2	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sonicwi2	afig2_m1.rom	\N	\N	131072	bb828df1	eab8e2868173bdaac7c7ed97305a9aa1033fd303	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sonicwi2	afig2_v1.rom	\N	\N	2097152	7577e949	3ba9f11094dd0cf519f33a16016cfae0d2c6629c	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sonicwi2	afig2_v2.rom	\N	\N	524288	6d0a728e	9d226b9af855d0ae1a91ace7c362fa51ced8b243	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sonicwi2	afig2_c1.rom	\N	\N	2097152	3278e73e	d9e6c8a3a5213690a1b8747d27806d8ac5aac405	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sonicwi2	afig2_c2.rom	\N	\N	2097152	fe6355d6	ca72fff7a908b6d9325761079ff2a0e28f34cf89	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sonicwi2	afig2_c3.rom	\N	\N	2097152	c1b438f1	b3751c5b426bca0fcc3a58bdb86712c22ef908ab	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sonicwi2	afig2_c4.rom	\N	\N	2097152	1f777206	e29c5ae65ebdcc1167a894306d2446ce909639da	\N	\N	\N	\N	\N	\N	
game	NeoRAGEx_v0.6b	sonicwi3	\N	\N	\N	neogeo	\N	Aero Fighters 3 / Sonic Wings 3	1995	Video System Co.	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sonicwi3	sonw3_p1.rom	\N	\N	2097152	0547121d	e0bb6c614f572b74ba9a9f0d3d5b69fbc91ebc52	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sonicwi3	sonw3_s1.rom	\N	\N	131072	8dd66743	39214bb25a1d5b44a8524010be05bf5a0211981f	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sonicwi3	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sonicwi3	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sonicwi3	sonw3_m1.rom	\N	\N	131072	b20e4291	0e891ab53f9fded510295dfc7818bc59b4a9dd97	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sonicwi3	sonw3_v1.rom	\N	\N	4194304	6f885152	8175804d5c1420c5d37b733d4a8fa2aa81e59f1b	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sonicwi3	sonw3_v2.rom	\N	\N	1048576	32187ccd	35a93de2a23bdec181c504d9c21a871bf86edee1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sonicwi3	sonw3_c1.rom	\N	\N	4194304	3ca97864	5fa9dbc698a239cbd8ea1d54e6a301a65406c8d7	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sonicwi3	sonw3_c2.rom	\N	\N	4194304	1da4b3a9	7de21780a9d606e22be3ad597d6e0f1480089b31	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sonicwi3	sonw3_c3.rom	\N	\N	2097152	c339fff5	58dfd1e30dc0ad3f816a5dbd1cc7e7ccbb792c53	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	sonicwi3	sonw3_c4.rom	\N	\N	2097152	84a40c6e	061a13fba5fed883e5ee9566cedc208df2511bcf	\N	\N	\N	\N	\N	\N	
game	NeoRAGEx_v0.6b	spinmast	\N	\N	\N	neogeo	\N	Spinmaster / Miracle Adventure	1993	Data East Corporation	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	spinmast	spnm_p1.rom	\N	\N	1048576	37aba1aa	1a2ab9593371cc2f665121d554eec3f6bb4d09ff	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	spinmast	spnm_p2.rom	\N	\N	524288	43763ad2	9b08cf1a79294c3206f6364466cae2c8b15acad5	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	spinmast	spnm_s1.rom	\N	\N	131072	289e2bbe	f52c7f2bffc89df3130b3cabd200408509a28cdc	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	spinmast	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	spinmast	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	spinmast	spnm_m1.rom	\N	\N	131072	76108b2f	08c89a8b746dbb10ff885b41cde344173c2e3699	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	spinmast	spnm_v1.rom	\N	\N	1048576	cc281aef	68be154b3e25f837afb4a477600dbe0ee69bec44	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	spinmast	spnm_c1.rom	\N	\N	1048576	a9375aa2	69218d8f1361e9ea709da11e3f15fe46b1db7181	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	spinmast	spnm_c2.rom	\N	\N	1048576	0e73b758	a247f736fbca0b609818dca4844ebb8442753bc1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	spinmast	spnm_c3.rom	\N	\N	1048576	df51e465	171953c7a870f3ab96e0f875117ee7343931fd38	\N	\N	\N	\N	\N	\N	
