game	nonmame	sfzch	\N	\N	\N	\N	\N	CPS Changer (Street Fighter ZERO)	1995	Capcom	\N	\N	\N	
game_rom	nonmame	g_acro	Aero The Acro-Bat (U) [x].md	\N	\N	1048576	a3a7a8b5	438fec09e05337a063f986632b52c9d60dd03ba1	\N	\N	\N	\N	\N	\N	
game	nonmame	g_acr2	\N	\N	\N	\N	\N	Aero the Acro-Bat 2 (U) [!] [sound only]	1994	Sunsoft / Iguana	\N	\N	Sega Genesis/MegaDrive	
game_rom	nonmame	g_acr2	g_acr2.bin	\N	\N	2097152	39eb74eb	6284a8a6c39137493b1ccc01fcd115cdfb775750	\N	\N	\N	\N	\N	\N	
game	nonmame	g_arca	\N	\N	\N	\N	\N	Arcade Classics (U) [!] [sound only]	1995	Digital Eclipse / Williams	\N	\N	Sega Genesis/MegaDrive	
game_rom	nonmame	g_arca	g_arca.bin	\N	\N	524288	8aed2090	ec29aec7848dbcea6678adb4b31deba0a6ecf1e2	\N	\N	\N	\N	\N	\N	
game	nonmame	g_clay	\N	\N	\N	\N	\N	Clay Fighter (U) [!] [sound only]	1994	Interplay / Visual Concepts	\N	\N	Sega Genesis/MegaDrive	
game_rom	nonmame	g_clay	Clay Fighter (U).md	\N	\N	2097152	b12c1bc1	9cd15c84f4ee85ad8f3a512a0fed000724251758	\N	\N	\N	\N	\N	\N	
game	nonmame	g_desd	\N	\N	\N	\N	\N	Desert Demomlition [sound only]	1995	Blue Sky / Sega	\N	\N	Sega Genesis/MegaDrive	
game_rom	nonmame	g_desd	g_desd.bin	\N	\N	1048576	c287343d	afc95f7ce66e30abbe10f8d5cd6b791407c7a0bc	\N	\N	\N	\N	\N	\N	
game	nonmame	g_ejim	\N	\N	\N	\N	\N	Earthworm Jim (U) [!] [sound only]	1994	Shiny / Playmates Interactive Entertainment / Virgin	\N	\N	Sega Genesis/MegaDrive	
game_rom	nonmame	g_ejim	Earthworm Jim (U).md	\N	\N	3145728	df3acf59	a544211d1ebab1f096f6e72a0d724f74f9ddbce8	\N	\N	\N	\N	\N	\N	
game	nonmame	g_jim2	\N	\N	\N	\N	\N	Earthworm Jim 2 (U) [!] [sound only]	1995	Shiny / Playmates Interactive Entertainment / Virgin	\N	\N	Sega Genesis/MegaDrive	
game_rom	nonmame	g_jim2	g_jim2.bin	\N	\N	3145728	d57f8ba7	ef7cccfc5eafa32fc6acc71dd9b71693f64eac94	\N	\N	\N	\N	\N	\N	
game	nonmame	g_ma96	\N	\N	\N	\N	\N	Madden NFL 96 (UE) [!] [sound only]	1995	Electronic Arts	\N	\N	Sega Genesis/MegaDrive	
game_rom	nonmame	g_ma96	g_ma96.bin	\N	\N	2097152	f126918b	35a4241eed51f10de2e63c843f162ce5d92c70a2	\N	\N	\N	\N	\N	\N	
game	nonmame	g_scob	\N	\N	\N	\N	\N	Scooby Doo Mystery (U) [!] [sound only]	1995	Acclaim	\N	\N	Sega Genesis/MegaDrive	
game_rom	nonmame	g_scob	g_scob.bin	\N	\N	2097152	7bb9dd9b	ccc9542d964de5bdc1e9101620cae40dd98e7127	\N	\N	\N	\N	\N	\N	
game	nonmame	g_ootw	\N	\N	\N	\N	\N	Out of this World (Beta) [sound only]	1992	Delphine / Virgin	\N	\N	Sega Genesis/MegaDrive	
game_rom	nonmame	g_ootw	Out of This World (U).md	\N	\N	1048576	2da36e01	f00f96fb1b346d5b13c6bc8bc586477fed743800	\N	\N	\N	\N	\N	\N	
game	nonmame	daytonau	\N	\N	daytona	daytona	\N	Daytona USA (US) [Model 2]	1993	Sega	\N	Model 2	\N	
game_rom	nonmame	daytonau	16491.mpr	16491.mpr	\N	2097152	89920903	06d1d55470ae99f8de0f8c88c694f34c4eb13668	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonau	16492.mpr	16492.mpr	\N	2097152	459e701b	2054f69cecad677eb00c6a3051f5b5d90885e19b	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonau	16493.mpr	16493.mpr	\N	2097152	9990db15	ea9a8b45a07dccaae62be7cf095532ce7596a70c	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonau	16494.mpr	16494.mpr	\N	2097152	600e1d6c	d4e246fc57a16ff562bbcbccf6a739b706f58696	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonau	usasnd1.bin	\N	\N	131072	aed68fa6	823ae3304b5688a3573471ca769c13387109ddaa	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonau	usasnd2.bin	\N	\N	131072	f1876b74	2f500a3a5948375807d5855c3a1cfa808315cad9	\N	\N	\N	\N	\N	\N	
game	nonmame	zerogunx	\N	\N	zerogun	zerogun	\N	Zero Gunner (Rev ?) [Model 2B CRX]	1997	Sega	\N	Model 2B CRX	\N	
game_rom	nonmame	zerogunx	mp19324.19	mp19324.19	\N	4194304	0d6bf454	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	zerogunx	mp19326.22	mp19326.22	\N	4194304	b976da02	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	zerogunx	mp19327.23	mp19327.23	\N	4194304	6a75634c	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	zerogunx	mp19331.34	mp19331.34	\N	4194304	2f866947	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	zerogunx	mp19332.35	mp19332.35	\N	4194304	733ae92b	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	zerogunx	mp20294.9	mp20294.9	\N	4194304	a0bd1474	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	zerogunx	mp20295.10	mp20295.10	\N	4194304	c548cced	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	zerogunx	mp20296.11	mp20296.11	\N	4194304	072d8a5e	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	zerogunx	mp20297.12	mp20297.12	\N	4194304	ba6a825b	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	zerogunx	mp20298.17	mp20298.17	\N	4194304	8ab782fc	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	zerogunx	mp20299.21	mp20299.21	\N	4194304	90e20cdb	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	zerogunx	mp20300.25	mp20300.25	\N	2097152	6f042792	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	zerogunx	mp20301.27	mp20301.27	\N	2097152	52010fb2	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	zerogunx	mp20303.32	mp20303.32	\N	2097152	c040973f	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	zerogunx	mp20304.33	mp20304.33	\N	2097152	6decfe83	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	zerogunx	ep18604.13	ep18604.13	\N	131072	704fdfcf	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	zerogunx	ep18605.14	ep18605.14	\N	131072	7dddf81f	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	zerogunx	ep20302.31	ep20302.31	\N	524288	44ff50d2	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	zerogunx	ep20288	\N	\N	524288	162305d5	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	zerogunx	ep20289	\N	\N	524288	b5acb940	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	zerogunx	mp19312.5	mp19312.5	\N	4194304	b87d4aee	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	zerogunx	mp19313.6	mp19313.6	\N	4194304	873fbf83	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	zerogunx	mp19314.7	mp19314.7	\N	4194304	a8d963fb	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	zerogunx	mp19315.8	mp19315.8	\N	4194304	90ae5682	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	zerogunx	mp19323.18	mp19323.18	\N	4194304	453d3f4a	\N	\N	\N	\N	\N	\N	\N	
game	nonmame	stccb	\N	\N	stcc	stcc	\N	Sega Touring Car Championship (Rev B) [Model 2C CRX]	1996	Sega	\N	Model 2C CRX	\N	
game_rom	nonmame	stccb	ep18643a.7	ep18643a.7	\N	131072	b5e048ec	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	stccb	sega-tc.u15	\N	\N	524288	efdfb625	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	stccb	sega-tc.u16	\N	\N	524288	61a357d9	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	stccb	ep19266.18	ep19266.18	\N	524288	41464ee2	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	stccb	ep19267.22	ep19267.22	\N	524288	780f994d	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	stccb	ep19268.26	ep19268.26	\N	524288	bc4e081c	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	stccb	ep19269.28	ep19269.28	\N	524288	01881121	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	stccb	ep19270.9	ep19270.9	\N	524288	7bd1d04e	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	stccb	ep19271.10	ep19271.10	\N	524288	d2d74f85	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	stccb	ep19274.31	ep19274.31	\N	131072	2dcc08ae	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	stccb	mp19251.17	mp19251.17	\N	4194304	e06ff7ba	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	stccb	mp19252.21	mp19252.21	\N	4194304	68509993	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	stccb	mp19253.25	mp19253.25	\N	2097152	41ba79fb	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	stccb	mp19254.27	mp19254.27	\N	2097152	1ec49c02	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	stccb	mp19255.29	mp19255.29	\N	2097152	d78bf030	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	stccb	mp19256.30	mp19256.30	\N	2097152	cb2b2d9e	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	stccb	mp19257.11	mp19257.11	\N	4194304	ac28ee24	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	stccb	mp19258.12	mp19258.12	\N	4194304	f5ba7d78	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	stccb	mp19259.32	mp19259.32	\N	4194304	4d55dbfc	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	stccb	mp19261.34	mp19261.34	\N	4194304	b88878ff	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	stccb	ep19275.2	ep19275.2	\N	131072	ee809d3f	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	stccb	mp19262.57	mp19262.57	\N	2097152	922aed7a	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	stccb	mp19263.58	mp19263.58	\N	2097152	a256f4cd	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	stccb	mp19264.59	mp19264.59	\N	2097152	b6c51d0f	\N	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	stccb	mp19265.60	mp19265.60	\N	2097152	7d98700a	\N	\N	\N	\N	\N	\N	\N	
game	nonmame	daytonagtx	\N	\N	daytona	daytona	\N	Daytona USA : GTX 2004 Edition	2003	Hack	\N	\N	\N	
game_rom	nonmame	daytonagtx	opr-14742a.45	opr-14742a.45	\N	131072	90c6b117	f46429fffcee17d056f56d5fe035a33f1fd6c27e	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonagtx	opr-14743a.46	opr-14743a.46	\N	131072	ae7f446b	5b9f1fc47caf21e061e930c0d72804e4ec8c7bca	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonagtx	opr-14744.58	opr-14744.58	\N	131072	730ea9e0	651f1db4089a400d073b19ada299b4b08b08f372	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonagtx	opr-14745.59	opr-14745.59	\N	131072	4c934d96	e3349ece0e47f684d61ad11bfea4a90602287350	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonagtx	opr-14746.62	opr-14746.62	\N	131072	2a266cbd	34e047a93459406c22acf4c25089d1a4955f94ca	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonagtx	opr-14747.63	opr-14747.63	\N	131072	a4ad5e19	7d7ec300eeb9a8de1590011e37108688c092f329	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonagtx	mpr-16310.15	mpr-16310.15	\N	524288	c078a780	0ad5b49774172743e2708b7ca4c061acfe10957a	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonagtx	mpr-16311.16	mpr-16311.16	\N	524288	452a492b	88c2f6c2dbfd0c1b39a7bf15c74455fb68c7274e	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonagtx	mpr-16312.14	mpr-16312.14	\N	524288	a25fef5b	c6a37856b97f5bc4996cb6b66209f47af392cc38	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonagtx	gtx.12	\N	\N	131072	08283a6f	643110a3ea5fb6092c469b6b49a396084e985a7a	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonagtx	gtx.13	\N	\N	131072	f9b356ae	ad635540d64e05c7246c9de6439a4e3b3d1cdf08	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonagtx	16528.mpr	\N	\N	2097152	9ce591f6	e22fc8a70b533f7a6191f5952c581fb8f9627906	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonagtx	16529.mpr	\N	\N	2097152	f7095eaf	da3c922f950dd730ea348eae12aa1cb69cee9a58	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonagtx	16808.mpr	\N	\N	2097152	44f1f5a0	343866a6e2187a8ebc17f6727080f9f2f9ac9200	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonagtx	16809.mpr	\N	\N	2097152	37a2dd12	8192d8698d6bd52ee11cc28917aff5840c447627	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonagtx	16724a.epr	\N	\N	524288	469f10fd	7fad3b8d03960e5e1f7a6cb36509238977e00fcc	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonagtx	16725a.epr	\N	\N	524288	ba0df8db	d0c5581c56500b5266cab8e8151db24fcbdea0d7	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonagtx	bank0.bin	\N	\N	524288	c1971f23	3db88552ff2166f6eb2a9200e8609b52c1266274	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonagtx	bank1.bin	\N	\N	524288	21b603b4	3f8f83fbf2ce5055fa85075c95da617fe2a8738a	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonagtx	mpr-16537.28	mpr-16537.28	\N	2097152	36b7c35a	b32fd1d3fc8983fb5f2a7b236b665a8c9b52769f	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonagtx	mpr-16536.29	mpr-16536.29	\N	2097152	6d6afed9	2018468d7d849854b3d0cfbcd217317e2fc93555	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonagtx	mpr-16523.16	mpr-16523.16	\N	2097152	2f484d42	0b83a3fc92b7d913a14cfb01d688c63555c17c41	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonagtx	mpr-16518.20	mpr-16518.20	\N	2097152	df683bf7	16afe5029591f3536b5b75d9cf50a34d0ea72c3d	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonagtx	mpr-16524.17	mpr-16524.17	\N	2097152	34658bd7	71b47626ffe5b26d1140afe1b830a9a2be86c88f	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonagtx	mpr-16519.21	mpr-16519.21	\N	2097152	facd1c81	dac8c281a5e9a6c4b60197e6676f3727264ee420	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonagtx	mpr-16525.18	mpr-16525.18	\N	2097152	fb517521	33f5f37ea2e09fc73eed5388b46fdf1fa9e285e6	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonagtx	mpr-16520.22	mpr-16520.22	\N	2097152	d66bd9bd	660171674484375a27595630e5e2d2ad76a06d1a	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonagtx	mpr-16772.19	mpr-16772.19	\N	2097152	770ed912	1789f35dd403f73f8be18495a0fe4ad1e6841417	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonagtx	mpr-16771.23	mpr-16771.23	\N	2097152	a2205124	257a3675e4ef6adbf61285a5daa5954223c28cb2	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonagtx	mpr-16522.25	mpr-16522.25	\N	2097152	55d39a57	abf7b0fc0f111f90da42463d600db9fa32e95efe	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonagtx	mpr-16521.24	mpr-16521.24	\N	2097152	af1934fb	a6a21a23cd34d0de6d3e6a5c3c2687f905d0dc2a	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonagtx	mpr-16770.27	mpr-16770.27	\N	2097152	f9fa7bfb	8aa933b74d4e05dc49987238705e50b00e5dae73	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonagtx	mpr-16769.26	mpr-16769.26	\N	2097152	e57429e9	8c712ab09e61ef510741a55f29b3c4e497471372	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonagtx	16720.epr	\N	\N	131072	8e73cffd	9933ccc0757e8c86e0adb938d1c89210b26841ea	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonagtx	16721.epr	\N	\N	131072	1bb3b7b7	ee2fd1480e535fc37e9932e6fe4e31344559fc87	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonagtx	16491.mpr	\N	\N	2097152	89920903	06d1d55470ae99f8de0f8c88c694f34c4eb13668	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonagtx	16492.mpr	\N	\N	2097152	459e701b	2054f69cecad677eb00c6a3051f5b5d90885e19b	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonagtx	16493.mpr	\N	\N	2097152	9990db15	ea9a8b45a07dccaae62be7cf095532ce7596a70c	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytonagtx	16494.mpr	\N	\N	2097152	600e1d6c	d4e246fc57a16ff562bbcbccf6a739b706f58696	\N	\N	\N	\N	\N	\N	
game	nonmame	daytntus	\N	\N	daytona	daytona	\N	Daytona USA Turbo	1993	Sega	\N	\N	\N	
game_rom	nonmame	daytntus	opr-14742a.45	opr-14742a.45	\N	131072	90c6b117	f46429fffcee17d056f56d5fe035a33f1fd6c27e	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytntus	opr-14743a.46	opr-14743a.46	\N	131072	ae7f446b	5b9f1fc47caf21e061e930c0d72804e4ec8c7bca	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytntus	opr-14744.58	opr-14744.58	\N	131072	730ea9e0	651f1db4089a400d073b19ada299b4b08b08f372	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytntus	opr-14745.59	opr-14745.59	\N	131072	4c934d96	e3349ece0e47f684d61ad11bfea4a90602287350	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytntus	opr-14746.62	opr-14746.62	\N	131072	2a266cbd	34e047a93459406c22acf4c25089d1a4955f94ca	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytntus	opr-14747.63	opr-14747.63	\N	131072	a4ad5e19	7d7ec300eeb9a8de1590011e37108688c092f329	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytntus	mpr-16310.15	mpr-16310.15	\N	524288	c078a780	0ad5b49774172743e2708b7ca4c061acfe10957a	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytntus	mpr-16311.16	mpr-16311.16	\N	524288	452a492b	88c2f6c2dbfd0c1b39a7bf15c74455fb68c7274e	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytntus	mpr-16312.14	mpr-16312.14	\N	524288	a25fef5b	c6a37856b97f5bc4996cb6b66209f47af392cc38	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytntus	turbo_a	\N	\N	131072	aec6857a	e29261de4344c99d82c9e494467605593cc776d8	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytntus	turbo_b	\N	\N	131072	cb657edc	90b8f673a4ef88e7c1f6012b80823d3e756f9743	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytntus	mpr-16528.10	mpr-16528.10	\N	2097152	9ce591f6	e22fc8a70b533f7a6191f5952c581fb8f9627906	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytntus	mpr-16529.11	mpr-16529.11	\N	2097152	f7095eaf	da3c922f950dd730ea348eae12aa1cb69cee9a58	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytntus	mpr-16808.8	mpr-16808.8	\N	2097152	44f1f5a0	343866a6e2187a8ebc17f6727080f9f2f9ac9200	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytntus	mpr-16809.9	mpr-16809.9	\N	2097152	37a2dd12	8192d8698d6bd52ee11cc28917aff5840c447627	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytntus	epr-16724a.6	epr-16724a.6	\N	524288	469f10fd	7fad3b8d03960e5e1f7a6cb36509238977e00fcc	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytntus	epr-16725a.7	epr-16725a.7	\N	524288	ba0df8db	d0c5581c56500b5266cab8e8151db24fcbdea0d7	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytntus	mpr-16537.28	mpr-16537.28	\N	2097152	36b7c35a	b32fd1d3fc8983fb5f2a7b236b665a8c9b52769f	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytntus	mpr-16536.29	mpr-16536.29	\N	2097152	6d6afed9	2018468d7d849854b3d0cfbcd217317e2fc93555	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytntus	mpr-16523.16	mpr-16523.16	\N	2097152	2f484d42	0b83a3fc92b7d913a14cfb01d688c63555c17c41	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytntus	mpr-16518.20	mpr-16518.20	\N	2097152	df683bf7	16afe5029591f3536b5b75d9cf50a34d0ea72c3d	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytntus	mpr-16524.17	mpr-16524.17	\N	2097152	34658bd7	71b47626ffe5b26d1140afe1b830a9a2be86c88f	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytntus	mpr-16519.21	mpr-16519.21	\N	2097152	facd1c81	dac8c281a5e9a6c4b60197e6676f3727264ee420	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytntus	mpr-16525.18	mpr-16525.18	\N	2097152	fb517521	33f5f37ea2e09fc73eed5388b46fdf1fa9e285e6	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytntus	mpr-16520.22	mpr-16520.22	\N	2097152	d66bd9bd	660171674484375a27595630e5e2d2ad76a06d1a	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytntus	mpr-16772.19	mpr-16772.19	\N	2097152	770ed912	1789f35dd403f73f8be18495a0fe4ad1e6841417	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytntus	mpr-16771.23	mpr-16771.23	\N	2097152	a2205124	257a3675e4ef6adbf61285a5daa5954223c28cb2	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytntus	mpr-16522.25	mpr-16522.25	\N	2097152	55d39a57	abf7b0fc0f111f90da42463d600db9fa32e95efe	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytntus	mpr-16521.24	mpr-16521.24	\N	2097152	af1934fb	a6a21a23cd34d0de6d3e6a5c3c2687f905d0dc2a	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytntus	mpr-16770.27	mpr-16770.27	\N	2097152	f9fa7bfb	8aa933b74d4e05dc49987238705e50b00e5dae73	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytntus	mpr-16769.26	mpr-16769.26	\N	2097152	e57429e9	8c712ab09e61ef510741a55f29b3c4e497471372	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytntus	epr-16720.7	epr-16720.7	\N	131072	8e73cffd	9933ccc0757e8c86e0adb938d1c89210b26841ea	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytntus	epr-16721.8	epr-16721.8	\N	131072	1bb3b7b7	ee2fd1480e535fc37e9932e6fe4e31344559fc87	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytntus	mpr-16491.32	mpr-16491.32	\N	2097152	89920903	06d1d55470ae99f8de0f8c88c694f34c4eb13668	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytntus	mpr-16492.33	mpr-16492.33	\N	2097152	459e701b	2054f69cecad677eb00c6a3051f5b5d90885e19b	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytntus	mpr-16493.4	mpr-16493.4	\N	2097152	9990db15	ea9a8b45a07dccaae62be7cf095532ce7596a70c	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	daytntus	mpr-16494.5	mpr-16494.5	\N	2097152	600e1d6c	d4e246fc57a16ff562bbcbccf6a739b706f58696	\N	\N	\N	\N	\N	\N	
game	nonmame	srallyp	\N	\N	srallyc	srallyc	\N	Sega Rally Pro Drivin'	1995	Sega	\N	\N	\N	
game_rom	nonmame	srallyp	opr-14742a.45	opr-14742a.45	\N	131072	90c6b117	f46429fffcee17d056f56d5fe035a33f1fd6c27e	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	srallyp	opr-14743a.46	opr-14743a.46	\N	131072	ae7f446b	5b9f1fc47caf21e061e930c0d72804e4ec8c7bca	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	srallyp	opr-14744.58	opr-14744.58	\N	131072	730ea9e0	651f1db4089a400d073b19ada299b4b08b08f372	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	srallyp	opr-14745.59	opr-14745.59	\N	131072	4c934d96	e3349ece0e47f684d61ad11bfea4a90602287350	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	srallyp	opr-14746.62	opr-14746.62	\N	131072	2a266cbd	34e047a93459406c22acf4c25089d1a4955f94ca	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	srallyp	opr-14747.63	opr-14747.63	\N	131072	a4ad5e19	7d7ec300eeb9a8de1590011e37108688c092f329	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	srallyp	mpr-16310.15	mpr-16310.15	\N	524288	c078a780	0ad5b49774172743e2708b7ca4c061acfe10957a	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	srallyp	mpr-16311.16	mpr-16311.16	\N	524288	452a492b	88c2f6c2dbfd0c1b39a7bf15c74455fb68c7274e	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	srallyp	mpr-16312.14	mpr-16312.14	\N	524288	a25fef5b	c6a37856b97f5bc4996cb6b66209f47af392cc38	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	srallyp	ic12.bin	\N	\N	524288	926632ab	7a37813f3d59b8e6e68220aa3120460b1ce5b33d	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	srallyp	ic13.bin	\N	\N	524288	c93b33f1	8477a05e44c1c9ee5e99eaa9d31cd9905ebf8c26	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	srallyp	mpr-17746.10	mpr-17746.10	\N	2097152	8fe311f4	f4ada8e5c906fc384bed1b96f09cdf313f89e825	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	srallyp	mpr-17747.11	mpr-17747.11	\N	2097152	543593fd	5ba63a77e9fc70569af21d50b3171bc8ff4522b8	\N	\N	\N	\N	\N	\N	
