game	CottAGE_v0.12	1942	\N	\N	\N	\N	\N	1942 (set 1)	1984	Capcom	\N	\N	\N	
game_rom	CottAGE_v0.12	pacman	namcopac.6h	\N	\N	4096	02083b03	7e1945f6eb51f2e51806d0439f975f7a2889b9b8	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pacman	namcopac.6j	\N	\N	4096	7a36fe55	01b4c38108d9dc4e48da4f8d685248e1e6821377	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pacman	pacman.5e	\N	\N	4096	0c944964	06ef227747a440831c9a3a613b76693d52a2f0a9	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pacman	pacman.5f	\N	\N	4096	958fedf9	4a937ac02216ea8c96477d4a15522070507fb599	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	pacplus	\N	\N	\N	\N	\N	Pac-Man Plus	1982	[Namco] (Midway license)	\N	\N	\N	
game_rom	CottAGE_v0.12	pacplus	pacplus.4a	\N	\N	256	e271a166	cf006536215a7a1d488eebc1d8a2e2a8134ce1a6	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pacplus	pacplus.5e	\N	\N	4096	022c35da	57d7d723c7b029e3415801f4ce83469ec97bb8a1	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pacplus	pacplus.5f	\N	\N	4096	4de65cdd	9c0699204484be819b77f0b212c792fe9e9fae5d	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pacplus	pacplus.6e	\N	\N	4096	d611ef68	8531c54ca6b0de0ea4ccc34e0e801ba9847e75bc	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pacplus	pacplus.6f	\N	\N	4096	c7207556	8ba97215bdb75f0e70eb8d3223847efe4dc4fb48	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pacplus	pacplus.6h	\N	\N	4096	ae379430	4e8613d51a80cf106f883db79685e1e22541da45	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pacplus	pacplus.6j	\N	\N	4096	5a6dff7b	b956ae5d66683aab74b90469ad36b5bb361d677e	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pacplus	pacplus.7f	\N	\N	32	063dd53a	2e43b46ec3b101d1babab87cdaddfa944116ec06	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	pingpong	\N	\N	\N	\N	\N	Ping Pong	1985	Konami	\N	\N	\N	
game_rom	CottAGE_v0.12	pingpong	pingpong.11j	\N	\N	256	09d96b08	81405e33eacc47f91ea4c7221d122f7e6f5b1e5d	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pingpong	pingpong.3j	\N	\N	32	3e04f06e	a642c350f148e062d56eb2a2fc53c470603000e3	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pingpong	pingpong.5h	\N	\N	256	8456046a	8226f1325c14eb8aed5cd3c3d6bad9f9fd88c5fa	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pingpong	pp_e01.rom	\N	\N	8192	d1d6f090	7b7d7cb90bed746dda871227463145263e4b0c5a	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pingpong	pp_e02.rom	\N	\N	8192	33c687e0	7c90de4d163d2ffad00c8cb6a194fa6125a4f4c1	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pingpong	pp_e03.rom	\N	\N	16384	ae5f01e8	f0d6a2c64822f2662fed3f601e279db18246f894	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pingpong	pp_e04.rom	\N	\N	16384	18552f8f	cb03659b5e8a68003e72182a20979384d829280f	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	ponpoko	\N	\N	\N	\N	\N	Ponpoko	1980	Sigma Ent. Inc.	\N	\N	\N	
game_rom	CottAGE_v0.12	ponpoko	82s123.7f	\N	\N	32	2fc650bd	8d0268dee78e47c712202b0ec4f1f51109b1f2a5	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	ponpoko	82s126.4a	\N	\N	256	3eb3a8e4	19097b5f60d1030f8b82d9f1d3a241f93e5c75d6	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	ponpoko	ppoko10.bin	\N	\N	4096	62069b5d	1b58ad1c2cc2d12f4e492fdd665b726d50c80364	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	ponpoko	ppoko5.bin	\N	\N	4096	54ca3d7d	b54299b00573fbd6d3278586df0c12c09235615d	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	ponpoko	ppoko6.bin	\N	\N	4096	3055c7e0	ab3fb9c8846effdcea0569d08a84c5fa19057a8f	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	ponpoko	ppoko7.bin	\N	\N	4096	3cbe47ca	577c79c016be26a9fc7895cef0f30bf3f0b15097	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	ponpoko	ppoko9.bin	\N	\N	4096	b73e1a06	f1229e804eb15827b71f0e769a8c9e496c6d1de7	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	ponpoko	ppokoj1.bin	\N	\N	4096	ffa3c004	d9e3186dcd4eb94d02bd24ad56030b248721537f	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	ponpoko	ppokoj2.bin	\N	\N	4096	4a496866	4b8bd13e58040c30ca032b54fb47d889677e8c6f	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	ponpoko	ppokoj3.bin	\N	\N	4096	17da6ca3	1a57767557c13fa3d08e4451fb9fb1f7219b26ef	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	ponpoko	ppokoj4.bin	\N	\N	4096	9d39a565	d4835ee97c9b3c63504d8b576a11f0a3a97057ec	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	ponpoko	ppokoj8.bin	\N	\N	4096	04b63fc6	9b86ae34aaefa2813d29a4f7b24cee40eadcc6a1	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	ponpokov	\N	\N	ponpoko	ponpoko	\N	Ponpoko (Venture Line)	1982	Sigma Ent. Inc. (Venture Line license)	\N	\N	\N	
game_rom	CottAGE_v0.12	ponpokov	82s123.7f	82s123.7f	\N	32	2fc650bd	8d0268dee78e47c712202b0ec4f1f51109b1f2a5	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	ponpokov	82s126.4a	82s126.4a	\N	256	3eb3a8e4	19097b5f60d1030f8b82d9f1d3a241f93e5c75d6	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	ponpokov	ppoko1.bin	\N	\N	4096	49077667	3e760cd4dbe5913e58d786caf510237ff635c775	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	ponpokov	ppoko10.bin	ppoko10.bin	\N	4096	62069b5d	1b58ad1c2cc2d12f4e492fdd665b726d50c80364	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	ponpokov	ppoko2.bin	\N	\N	4096	5101781a	a82fbd2418ac7866f9463092e9dd37fd7ba9b694	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	ponpokov	ppoko3.bin	\N	\N	4096	d790ed22	2d32f91f6993232db40b44b35bd2503d85e5c874	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	ponpokov	ppoko4.bin	\N	\N	4096	4e449069	d5e6e346f80e66eb0db530de9721d9b6f22e86ae	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	ponpokov	ppoko5.bin	ppoko5.bin	\N	4096	54ca3d7d	b54299b00573fbd6d3278586df0c12c09235615d	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	ponpokov	ppoko6.bin	ppoko6.bin	\N	4096	3055c7e0	ab3fb9c8846effdcea0569d08a84c5fa19057a8f	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	ponpokov	ppoko7.bin	ppoko7.bin	\N	4096	3cbe47ca	577c79c016be26a9fc7895cef0f30bf3f0b15097	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	ponpokov	ppoko8.bin	\N	\N	4096	b39be27d	c299d22d26da68bec8fc53c898523135ec4016fa	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	ponpokov	ppoko9.bin	ppoko9.bin	\N	4096	b73e1a06	f1229e804eb15827b71f0e769a8c9e496c6d1de7	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	pooyan	\N	\N	\N	\N	\N	Pooyan	1982	Konami	\N	\N	\N	
game_rom	CottAGE_v0.12	pooyan	1.4a	\N	\N	8192	bb319c63	5401b8ef586127c8cf5a431e5c44e38be2254a98	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pooyan	2.5a	\N	\N	8192	a1463d98	b23cc7e61276c61a78e80fe08c7f0c8adadf2ffe	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pooyan	3.6a	\N	\N	8192	fe1a9e08	5206893760f188ac71a5e6bd42561cf25fcc3d49	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pooyan	4.7a	\N	\N	8192	9e0f9bcc	4d9707423ad531ac535db432e329b3d52cbb4559	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pooyan	5.8a	\N	\N	4096	1097c2b6	c815f0d27593efd23923511bdd13835456ef7f76	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pooyan	6.9a	\N	\N	4096	b2d8c121	189ad488869f34d7a38b82ef70eb805acfe04312	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pooyan	7.9g	\N	\N	4096	bbe6d6e4	de5447d59a99c4c08c4f40c0b7dd3c3c609c11d4	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pooyan	8.10g	\N	\N	4096	931b29eb	0325c1c1fdb44e0044b82b7c79b5eeabf5c11ce7	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pooyan	pooyan.pr1	\N	\N	32	a06a6d0e	ae131320b66d76d4bc9108da6708f6f874b2e123	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pooyan	pooyan.pr2	\N	\N	256	82748c0b	9ce8eb92e482eba5a9077e9db99841d65b011346	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pooyan	pooyan.pr3	\N	\N	256	8cd4cd60	e0188ecd5b53a8e6e28c1de80def676740772334	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pooyan	xx.7a	\N	\N	4096	fbe2b368	5689a84ef110bdc0039ad1a6c5778e0b8eccfce0	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pooyan	xx.8a	\N	\N	4096	e1795b3d	9ab4e5362f9f7d9b46b750e14b1d9d71c57be40f	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	pootan	\N	\N	pooyan	pooyan	\N	Pootan	1982	bootleg	\N	\N	\N	
game_rom	CottAGE_v0.12	pootan	3.6a	3.6a	\N	8192	fe1a9e08	5206893760f188ac71a5e6bd42561cf25fcc3d49	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pootan	5.8a	5.8a	\N	4096	1097c2b6	c815f0d27593efd23923511bdd13835456ef7f76	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pootan	6.9a	6.9a	\N	4096	b2d8c121	189ad488869f34d7a38b82ef70eb805acfe04312	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pootan	poo_ic13.bin	\N	\N	4096	0be802e4	07adc17bcb7332ddc00b7c71bf4919eda80b0bdb	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pootan	poo_ic14.bin	\N	\N	4096	cba29096	b5a4cf75089cf04f7361e00074816facd57452b2	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pootan	poo_ic22.bin	\N	\N	8192	41b23a24	366efcc45613391c1ab1514654ecac1ae3d39d0e	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pootan	poo_ic23.bin	\N	\N	8192	c9d94661	af1e818335adb4398ea0dc41be0d6399999f3946	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pootan	poo_ic25.bin	\N	\N	8192	8ae459ef	995eba204bbb82da20063b965bf79a64441a907a	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pootan	pooyan.pr1	pooyan.pr1	\N	32	a06a6d0e	ae131320b66d76d4bc9108da6708f6f874b2e123	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pootan	pooyan.pr2	pooyan.pr2	\N	256	82748c0b	9ce8eb92e482eba5a9077e9db99841d65b011346	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pootan	pooyan.pr3	pooyan.pr3	\N	256	8cd4cd60	e0188ecd5b53a8e6e28c1de80def676740772334	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pootan	xx.7a	xx.7a	\N	4096	fbe2b368	5689a84ef110bdc0039ad1a6c5778e0b8eccfce0	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pootan	xx.8a	xx.8a	\N	4096	e1795b3d	9ab4e5362f9f7d9b46b750e14b1d9d71c57be40f	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	pooyans	\N	\N	pooyan	pooyan	\N	Pooyan (Stern)	1982	[Konami] (Stern license)	\N	\N	\N	
game_rom	CottAGE_v0.12	pooyans	5.8a	5.8a	\N	4096	1097c2b6	c815f0d27593efd23923511bdd13835456ef7f76	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pooyans	6.9a	6.9a	\N	4096	b2d8c121	189ad488869f34d7a38b82ef70eb805acfe04312	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pooyans	ic13_g10.cpu	\N	\N	4096	7433aea9	a5ad6311f097fefb6e7b747ebe9d01d72d7755d0	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pooyans	ic14_g9.cpu	\N	\N	4096	87c1789e	7637a9604a3ad4f9a27105d87252de3d923672aa	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pooyans	ic22_a4.cpu	\N	\N	8192	916ae7d7	e96eba381e6ad228acf4b74240d618f9d0bae39d	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pooyans	ic23_a5.cpu	\N	\N	8192	8fe38c61	4588f9f80a5884e056a1d429785c7331e92d5654	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pooyans	ic24_a6.cpu	\N	\N	8192	2660218a	606b10a4bab2432e20471440105e04d15d384570	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pooyans	ic25_a7.cpu	\N	\N	8192	3d2a10ad	962c621a19e9797b8f3d12c150aa0b90958c9498	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pooyans	pooyan.pr1	pooyan.pr1	\N	32	a06a6d0e	ae131320b66d76d4bc9108da6708f6f874b2e123	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pooyans	pooyan.pr2	pooyan.pr2	\N	256	82748c0b	9ce8eb92e482eba5a9077e9db99841d65b011346	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pooyans	pooyan.pr3	pooyan.pr3	\N	256	8cd4cd60	e0188ecd5b53a8e6e28c1de80def676740772334	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pooyans	xx.7a	xx.7a	\N	4096	fbe2b368	5689a84ef110bdc0039ad1a6c5778e0b8eccfce0	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pooyans	xx.8a	xx.8a	\N	4096	e1795b3d	9ab4e5362f9f7d9b46b750e14b1d9d71c57be40f	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	puckman	\N	\N	\N	\N	\N	PuckMan (Japan set 1)	1980	Namco	\N	\N	\N	
game_rom	CottAGE_v0.12	puckman	82s123.7f	\N	\N	32	2fc650bd	8d0268dee78e47c712202b0ec4f1f51109b1f2a5	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	puckman	82s126.4a	\N	\N	256	3eb3a8e4	19097b5f60d1030f8b82d9f1d3a241f93e5c75d6	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	puckman	namcopac.6e	\N	\N	4096	fee263b3	87117ba5082cd7a615b4ec7c02dd819003fbd669	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	puckman	namcopac.6f	\N	\N	4096	39d1fc83	326dbbf94c6fa2e96613dedb53702f8832b47d59	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	puckman	namcopac.6h	\N	\N	4096	02083b03	7e1945f6eb51f2e51806d0439f975f7a2889b9b8	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	puckman	namcopac.6j	\N	\N	4096	7a36fe55	01b4c38108d9dc4e48da4f8d685248e1e6821377	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	puckman	pacman.5e	\N	\N	4096	0c944964	06ef227747a440831c9a3a613b76693d52a2f0a9	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	puckman	pacman.5f	\N	\N	4096	958fedf9	4a937ac02216ea8c96477d4a15522070507fb599	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	hangly	\N	\N	puckman	puckman	\N	Hangly-Man (set 1)	1981	hack	\N	\N	\N	
game_rom	CottAGE_v0.12	hangly	82s123.7f	82s123.7f	\N	32	2fc650bd	8d0268dee78e47c712202b0ec4f1f51109b1f2a5	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hangly	82s126.4a	82s126.4a	\N	256	3eb3a8e4	19097b5f60d1030f8b82d9f1d3a241f93e5c75d6	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hangly	hangly.6e	\N	\N	4096	5fe8610a	d63eaebd85e10aa6c27bb7f47642dd403eeb6934	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hangly	hangly.6f	\N	\N	4096	73726586	cedddc5194589039dd8b64f07ab6320d7d4f55f9	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hangly	hangly.6h	\N	\N	4096	4e7ef99f	bd42e68b29b4d654dc817782ba00db69b7d2dfe2	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hangly	hangly.6j	\N	\N	4096	7f4147e6	0a7ac0e59d4d26fe52a2f4196c9f19e5ab677c87	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hangly	pacman.5e	pacman.5e	\N	4096	0c944964	06ef227747a440831c9a3a613b76693d52a2f0a9	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hangly	pacman.5f	pacman.5f	\N	4096	958fedf9	4a937ac02216ea8c96477d4a15522070507fb599	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	hangly2	\N	\N	puckman	puckman	\N	Hangly-Man (set 2)	1981	hack	\N	\N	\N	
game_rom	CottAGE_v0.12	hangly2	82s123.7f	82s123.7f	\N	32	2fc650bd	8d0268dee78e47c712202b0ec4f1f51109b1f2a5	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hangly2	82s126.4a	82s126.4a	\N	256	3eb3a8e4	19097b5f60d1030f8b82d9f1d3a241f93e5c75d6	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hangly2	hangly.6e	\N	\N	4096	5fe8610a	d63eaebd85e10aa6c27bb7f47642dd403eeb6934	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hangly2	hangly.6h	\N	\N	4096	4e7ef99f	bd42e68b29b4d654dc817782ba00db69b7d2dfe2	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hangly2	hangly2.6f	\N	\N	2048	5ba228bb	b0e902cdf98bee72d6ec8069eec96adce3245074	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hangly2	hangly2.6j	\N	\N	2048	51305374	6197b606a0eedb11135d9f4f7a89aecc23fb2d33	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hangly2	hangly2.6m	\N	\N	2048	baf5461e	754586a6449fd54a342f260e572c1cd60ab70815	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hangly2	hangly2.6p	\N	\N	2048	427c9d4d	917bc3d571cbdd24d88327ecabfb5b3f6d39af0a	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hangly2	pacman.5f	pacman.5f	\N	4096	958fedf9	4a937ac02216ea8c96477d4a15522070507fb599	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	hangly2	pacmanh.5e	\N	\N	4096	299fb17a	ad97adc2122482a9018bacd137df9d8f409ddf85	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	newpuckx	\N	\N	puckman	puckman	\N	New Puck-X	1980	hack	\N	\N	\N	
game_rom	CottAGE_v0.12	newpuckx	82s123.7f	82s123.7f	\N	32	2fc650bd	8d0268dee78e47c712202b0ec4f1f51109b1f2a5	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	newpuckx	82s126.4a	82s126.4a	\N	256	3eb3a8e4	19097b5f60d1030f8b82d9f1d3a241f93e5c75d6	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	newpuckx	pacman.5e	pacman.5e	\N	4096	0c944964	06ef227747a440831c9a3a613b76693d52a2f0a9	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	newpuckx	pacman.5f	pacman.5f	\N	4096	958fedf9	4a937ac02216ea8c96477d4a15522070507fb599	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	newpuckx	pacman.6f	\N	\N	4096	1a6fb2d4	674d3a7f00d8be5e38b1fdc208ebef5a92d38329	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	newpuckx	puckman.6e	\N	\N	4096	a8ae23c5	1481a4f083b563350744f9d25b1bcd28073875d6	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	newpuckx	puckman.6h	\N	\N	4096	197443f8	119aab12a9e1052c7b9a1f81e563740b41429a8c	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	newpuckx	puckman.6j	\N	\N	4096	2e64a3ba	f86a921173f32211b18d023c2701664d13ae23be	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	pacheart	\N	\N	puckman	puckman	\N	Pac-Man (Hearts)	1981	hack	\N	\N	\N	
game_rom	CottAGE_v0.12	pacheart	82s123.7f	82s123.7f	\N	32	2fc650bd	8d0268dee78e47c712202b0ec4f1f51109b1f2a5	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pacheart	82s126.4a	82s126.4a	\N	256	3eb3a8e4	19097b5f60d1030f8b82d9f1d3a241f93e5c75d6	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pacheart	chg2	\N	\N	2048	3591b89d	79bb456be6c39c1ccd7d077fbe181523131fb300	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pacheart	pacheart.ch1	\N	\N	2048	c62bbabf	f6f28ae33c2ab274105283b22b49ad243780a95e	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pacheart	pacheart.ch3	\N	\N	2048	ca8c184c	833aa845824ed80777b62f03df36a920ad7c3656	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pacheart	pacheart.ch4	\N	\N	2048	1b1d9096	53771c573051db43e7185b1d188533056290a620	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pacheart	pacheart.pg1	\N	\N	2048	d844b679	c4486198b3126bb8e05a308c53787e51065f77ae	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pacheart	pacheart.pg2	\N	\N	2048	b9152a38	b6be2cb6bc7dd123503eb6bf1165dd1c99456813	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pacheart	pacheart.pg3	\N	\N	2048	7d177853	9b5ddaaa8b564654f97af193dbcc29f81f230a25	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pacheart	pacheart.pg4	\N	\N	2048	842d6574	40e32d09cc8d701eb318716493a68cf3f95d3d6d	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pacheart	pacheart.pg5	\N	\N	2048	9045a44c	a97d7016effbd2ace9a7d92ceb04a6ce18fb42f9	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pacheart	pacheart.pg6	\N	\N	2048	888f3c3e	c2b5917bf13071131dd53ea76f0da86706db2d80	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pacheart	pacheart.pg7	\N	\N	2048	f5265c10	9a320790d7a03fd6192a92d30b3e9c754bbc6a9d	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pacheart	pacheart.pg8	\N	\N	2048	1a21a381	d5367a327d19fb57ba5e484bd4fda1b10953c040	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	pacmod	\N	\N	puckman	puckman	\N	Pac-Man (Midway, harder)	1981	[Namco] (Midway license)	\N	\N	\N	
game_rom	CottAGE_v0.12	pacmod	82s123.7f	82s123.7f	\N	32	2fc650bd	8d0268dee78e47c712202b0ec4f1f51109b1f2a5	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pacmod	82s126.4a	82s126.4a	\N	256	3eb3a8e4	19097b5f60d1030f8b82d9f1d3a241f93e5c75d6	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pacmod	pacman.5f	pacman.5f	\N	4096	958fedf9	4a937ac02216ea8c96477d4a15522070507fb599	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pacmod	pacman.6f	\N	\N	4096	1a6fb2d4	674d3a7f00d8be5e38b1fdc208ebef5a92d38329	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pacmod	pacmanh.5e	\N	\N	4096	299fb17a	ad97adc2122482a9018bacd137df9d8f409ddf85	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pacmod	pacmanh.6e	\N	\N	4096	3b2ec270	48fc607ad8d86249948aa377c677ae44bb8ad3da	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pacmod	pacmanh.6h	\N	\N	4096	18811780	ab34acaa3dbcafe8b20c2197f36641e471984487	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	pacmod	pacmanh.6j	\N	\N	4096	5c96a733	22ae15a6f088e7296f77c7487a350c4bd102f00e	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	piranha	\N	\N	puckman	puckman	\N	Piranha	1981	hack	\N	\N	\N	
game_rom	CottAGE_v0.12	piranha	82s123.7f	82s123.7f	\N	32	2fc650bd	8d0268dee78e47c712202b0ec4f1f51109b1f2a5	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	piranha	82s126.4a	82s126.4a	\N	256	3eb3a8e4	19097b5f60d1030f8b82d9f1d3a241f93e5c75d6	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	piranha	pacman.6f	\N	\N	4096	1a6fb2d4	674d3a7f00d8be5e38b1fdc208ebef5a92d38329	\N	\N	\N	\N	\N	\N	
